#,Name,MLBAMID,RazzballID,FangraphsID,Team,ESPN_POS,YAHOO_POS
1819,Eddy Alvarez,657193,657193,16959,LAD,3B,3B
1820,Eddy Beltre,699133,699133,sa3015804,SD,OF,OF
1821,Eddy Demurias,681493,681493,sa3007852,CIN,RP,RP
1822,Eddy Diaz,677647,677647,sa3004979,COL,SS,SS
1823,Eddy Martinez,666558,666558,sa914203,FA,OF,OF
1824,Eddy Rodriguez,699014,699014,sa3016154,PIT,OF,OF
1825,Eddy Yean,678868,678868,sa3006543,PIT,RP,RP
1826,Eddys Leonard,678760,678760,sa3005554,LAD,SS,SS
1827,Edgar Arredondo,639238,639238,sa732750,FA,SP,SP
1828,Edgar Barclay,687607,687607,sa1170012,NYY,SP,SP
1829,Edgar Basabe,699205,699205,sa3015810,TEX,OF,OF
1830,Edgar Cabral,641431,641431,sa738507,PHI,C,C
1831,Edgar Escobar,681592,681592,sa3007244,STL,RP,RP
1832,Edgar Garcia,658305,658305,19276,WSH,RP,RP
1833,Edgar Gonzalez,429440,429440,1727,STL,SP,SP
1834,Edgar Martinez,678641,678641,sa3006490,FA,SP,SP
1835,Edgar Martinez,680585,680585,sa3005790,KC,SS,SS
1836,Edgar Navarro,679346,679346,sa3005703,CHW,RP,RP
1837,Edgar Quero,700337,700337,sa3015239,LAA,C,C
1838,Edgar Santana,650828,650828,17355,FA,RP,RP
1839,Edgardo Fermin,660662,660662,sa872571,FA,2b,2b
1840,Edgardo Rodriguez,678614,678614,sa3005532,STL,C,C
1841,Edinson Volquez,450172,3990,3990,FA,RP,RP
1842,Edison Mora,681812,681812,sa3007315,SF,SS,SS
1843,Edisson Gonzalez,672548,672548,sa3002979,TOR,SP,SP
1844,Edmond Americaan,669274,669274,sa3008341,FA,OF,OF
1845,Edmundo Sosa,624641,624641,17022,STL,2B/SS,2B/SS
1846,Edouard Julien,666397,666397,sa3014445,MIN,2B,2B
1847,Edryn Rodriguez,692043,692043,sa3015600,SEA,2B,2B
1848,Eduar Segovia,680887,680887,sa3008374,PHI,SP,SP
1849,Eduard Monroy,685480,685480,sa3011243,BAL,RP,RP
1850,Eduardo Bazardo,660825,660825,20997,FA,RP,RP
1851,Eduardo Diaz,666452,666452,sa917182,ARI,OF,OF
1852,Eduardo Escobar,500871,6153,6153,NYM,2B/3B,1B/2B/ 3B
1853,Eduardo Garcia,684487,684487,sa3015514,KC,1B,1B
1854,Eduardo Garcia,682633,682633,sa3008751,MIL,SS,SS
1855,Eduardo Jimenez,621592,621592,19642,FA,RP,RP
1856,Eduardo Lopez,682637,682637,sa3009275,BOS,OF,OF
1857,Eduardo Nunez,456488,6848,6848,FA,2B,2B/SS/ 3B
1858,Eduardo Paredes,622161,622161,16344,FA,RP,RP
1859,Eduardo Rodriguez,593958,13164,13164,DET,SP,SP
1860,Eduardo Salazar,674285,674285,sa3003131,CIN,SP,SP
1861,Eduardo Silva,656962,656962,sa3007942,FA,2B,2B
1862,Eduardo Torrealba,665908,665908,sa917095,NYY,SS,SS
1863,Eduardo Valencia,680664,680664,sa3006622,DET,C,C
1864,Eduardo Vaughan,682804,682804,sa3008810,BOS,OF,OF
1865,Eduardo Vera,622747,622747,sa657658,FA,SP,SP
1866,Eduarh Colina,691608,691608,sa3015568,MIL,OF,OF
1867,Edubray Ramos,591693,16086,16086,FA,RP,RP
1868,Edwar Colina,666674,666674,20589,TEX,RP,RP
1869,Edward Baram,687037,687037,sa3010664,OAK,RP,RP
1870,Edward Cabrera,665795,665795,21690,MIA,SP,SP
1871,Edward Cuello,672859,672859,sa3002795,LAD,RP,RP
1872,Edward Forbes,656431,656431,sa828696,ARI,3b,3b
1873,Edward Howard,690992,690992,sa3014540,CHC,SS,SS
1874,Edward Olivares,658668,658668,19698,KC,OF,OF
1875,Edward Romero,682756,682756,sa3008796,ARI,SS,SS
1876,Edward Urena,694274,694274,sa3015161,WSH,RP,RP
1877,Edwin Arroyo,695490,695490,sa3017626,SEA,SS,SS
1878,Edwin Barragan,692408,692408,sa3015622,TB,2B,2B
1879,Edwin Diaz,641521,641521,sa738152,HOU,SS,SS
1880,Edwin Diaz,621242,14710,14710,NYM,RP,RP
1881,Edwin Encarnacion,429665,2151,2151,FA,DH,1B
1882,Edwin Figuera,660741,660741,sa872730,FA,SS,SS
1883,Edwin Hidalgo,699119,699119,sa3015799,LAA,C,C
1884,Edwin Jackson,429719,1841,1841,FA,RP,RP
1885,Edwin Mateo,672858,672858,sa3003364,LAD,OF,OF
1886,Edwin Nunez,695835,695835,sa3014813,STL,RP,RP
1887,Edwin Peralta,679799,679799,sa3006081,CHW,3B,3B
1888,Edwin Rios,621458,621458,18316,LAD,1B,1B/3B
1889,Edwin Uceta,670955,670955,20539,ARI,RP,RP
1890,Edwin Yon,660696,660696,sa872464,LAA,OF,OF
1891,Efrain Contreras,678713,678713,sa3005692,SD,SP,SP
1892,Efren Delgado,604596,604596,sa594882,FA,SP,SP
1893,Efrenyer Narvaez,683534,683534,sa3008885,TEX,C,C
1894,Eguy Rosario,666703,666703,sa917140,SD,2b,2b
1895,Ehire Adrianza,501303,8418,8418,WSH,OF,2B/3B/ OF
1896,Elehuris Montero,660707,660707,20543,COL,3b,3b
1897,Eli Lingos,661526,661526,sa3006798,CLE,RP,RP
1898,Eli Morgan,669212,669212,20203,CLE,SP,SP
1899,Eli White,642201,642201,19346,TEX,OF,OF
1900,Eliam Sandoval,698954,698954,sa3015751,SF,OF,OF
1901,Elian Miranda,693749,693749,sa3014947,ARI,1B,1B
1902,Elian Rayo,692378,692378,sa3015612,SF,3B,3B
1903,Elian Rodriguez,677080,677080,sa3004715,HOU,SP,SP
1904,Elias Diaz,553869,11680,11680,COL,C,C
1905,Elias Fabian,691101,691101,sa3010284,CHC,OF,OF
1906,Elias Reynoso,699021,699021,sa3015772,STL,SS,SS
1907,Elier Hernandez,609274,609274,sa659238,FA,OF,OF
1908,Eliesel Santana,692456,692456,sa3015635,WSH,OF,OF
1909,Elieser Hernandez,622694,622694,16933,MIA,SP,SP
1910,Eliezer Alvarez,608421,608421,sa657261,FA,,
1911,Elih Marrero,663503,663503,sa3007822,BOS,C,C
1912,Elijah Cabell,669010,669010,sa3017323,STL,OF,OF
1913,Elijah Dunham,685313,685313,sa3014827,NYY,OF,OF
1914,Elijah Greene,690178,690178,sa3014836,FA,OF,OF
1915,Elijah Wilson,670250,670250,sa918961,PIT,C,C
1916,Elio Campos,699069,699069,sa3016645,LAD,2B,2B
1917,Elliot Ashbeck,664142,664142,sa875665,SD,RP,RP
1918,Elliot Soto,519303,519303,11155,MIN,SS,SS
1919,Elly De La Cruz,682829,682829,sa3009289,CIN,SS,SS
1920,Eloy Jimenez,650391,650391,17484,CHW,OF,OF
1921,Elvin Rodriguez,660730,660730,20962,DET,RP,RP
1922,Elvis Alvarado,665660,665660,sa919291,DET,RP,RP
1923,Elvis Andrus,462101,8709,8709,OAK,SS,SS
1924,Elvis Garcia,691477,691477,sa3015360,HOU,SP,SP
1925,Elvis Luciano,672773,672773,20632,TOR,RP,RP
1926,Elvis Peguero,665625,665625,21652,LAA,RP,RP
1927,Elvis Peralta,669687,669687,sa1170420,OAK,SS,SS
1928,Emerson Hancock,676106,676106,sa3014456,SEA,SP,SP
1929,Emerson Martinez,627218,627218,sa747285,FA,SP,SP
1930,Emerson Purroy,699806,699806,sa3015840,CLE,SS,SS
1931,Emerson Talavera,695360,695360,sa3016005,CHW,SP,SP
1932,Emiliano Teodo,693713,693713,sa3015158,TEX,SP,SP
1933,Emilio Bonifacio,466988,4054,4054,FA,2B,2B
1934,Emilio Pagan,641941,641941,14771,MIN,RP,RP
1935,Emilio Vargas,642496,642496,sa736761,CHW,SP,SP
1936,Emilker Guzman,675842,675842,sa3003158,LAA,RP,RP
1937,Emmanuel Clase,661403,661403,21032,CLE,RP,RP
1938,Emmanuel Duran,678710,678710,sa3005837,LAA,RP,RP
1939,Emmanuel Rivera,656896,656896,19890,KC,3B,3B
1940,Emmanuel Rodriguez,691181,691181,sa3014693,MIN,OF,OF
1941,Ender Inciarte,542255,4922,4922,NYY,OF,OF
1942,Enderso Lira,694229,694229,sa3016145,BOS,C,C
1943,Enderson Franco,575070,575070,11896,FA,RP,RP
1944,Endri Garcia,692491,692491,sa3016121,TOR,OF,OF
1945,Endy Rodriguez,682848,682848,sa3008272,MIN,C,C
1946,Enger Castellano,692634,692634,sa3015660,NYY,3B,3B
1947,Enmanuel De Jesus,646241,646241,sa828317,SF,SP,SP
1948,Enmanuel Mejia,684871,684871,sa3009262,PIT,RP,RP
1949,Enmanuel Ramirez,698990,698990,sa3015763,WSH,OF,OF
1950,Enmanuel Terrero,691927,691927,sa3015591,PIT,OF,OF
1951,Enmanuel Valdez,665839,665839,sa917288,HOU,2b,2b
1952,Enny Romero,544836,4001,4001,FA,RP,RP
1953,Enoli Paredes,660600,660600,20447,HOU,RP,RP
1954,Enrique Hernandez,571771,10472,10472,BOS,2B/OF,2B/OF
1955,Enrique Santana,682451,682451,sa3007496,NYY,RP,RP
1956,Enrique Valdez,678823,678823,sa3005568,KC,SS,SS
1957,Enyel De Los Santos,660853,660853,18403,CLE,RP,RP
1958,Erasmo Ramirez,541640,10314,10314,WSH,RP,RP
1959,Eric Cerantola,672021,672021,sa3017914,KC,SP,SP
1960,Eric De La Rosa,680763,680763,sa3006911,DET,OF,OF
1961,Eric Filia,596107,596107,sa827359,FA,OF,OF
1962,Eric Haase,606992,606992,14111,DET,C/OF,C/OF
1963,Eric Hanhold,621098,621098,18332,PIT,RP,RP
1964,Eric Hosmer,543333,3516,3516,SD,1B,1B
1965,Eric Jenkins,663346,663346,sa874775,FA,OF,OF
1966,Eric Jones,687613,687613,sa3011883,FA,1B,1B
1967,Eric Lauer,641778,641778,19316,MIL,SP,SP
1968,Eric Mock,675564,675564,sa3010367,CLE,SP,SP
1969,Eric Orze,679358,679358,sa3014793,NYM,RP,RP
1970,Eric Pardinho,672078,672078,sa968102,TOR,SP,SP
1971,Eric Rivera,687771,687771,sa1115765,FA,OF,OF
1972,Eric Rodriguez,681995,681995,sa185525,CLE,C,C
1973,Eric Silva,696150,696150,sa3017965,SF,SP,SP
1974,Eric Skoglund,607215,607215,16155,KC,SP,SP
1975,Eric Sogard,519299,7927,7927,FA,2B,2B/SS/ 3B
1976,Eric Stamets,608715,13795,13795,TOR,SS,SS
1977,Eric Stout,657770,657770,16873,FA,RP,RP
1978,Eric Thames,519346,3711,3711,OAK,1B,1B
1979,Eric Torres,701539,701539,sa3017262,LAA,RP,RP
1980,Eric Wagaman,676572,676572,sa3002875,NYY,1B,1B
1981,Eric Wood,607780,607780,sa602394,FA,3b,3b
1982,Eric Yang,687066,687066,sa1169769,CIN,C,C
1983,Eric Yardley,642233,642233,15538,FA,RP,RP
1984,Erich Uelmen,657272,657272,sa915866,CHC,RP,RP
1985,Erick Brito,684081,684081,sa3011753,PHI,1B,1B
1986,Erick Caripa,691407,691407,sa3015533,CLE,OF,OF
1987,Erick Castillo,602080,602080,12990,CHC,C,C
1988,Erick Fedde,607200,607200,17425,WSH,SP,SP
1989,Erick Leal,612797,612797,sa657825,FA,SP,SP
1990,Erick Mejia,625510,625510,15817,SEA,SS,SS
1991,Erick Pena,691179,691179,sa3014686,KC,OF,OF
1992,Erick Salcedo,593137,593137,sa548029,FA,SS,SS
1993,Erick Tejeda,682715,682715,sa3008783,WSH,1B,1B
1994,Erik Cha,681912,681912,sa3007854,MIA,RP,RP
1995,Erik Davis,458530,8422,,MIL,RP,RP
1996,Erik Gonzalez,570481,13369,13369,MIA,3B,1B/SS/ 3B
1997,Erik Kratz,456124,4403,4403,FA,C,C
1998,Erik Miller,669062,669062,sa3011336,PHI,SP,SP
1999,Erik Ostberg,675964,675964,sa3004505,TB,C,C
2000,Erik Sabrowski,681870,681870,sa3015121,CLE,SP,SP
2001,Erik Swanson,657024,657024,16587,SEA,RP,RP
2002,Ernesto Martinez,667803,667803,sa3003173,MIL,1B,1B
2003,Ernie Clement,676391,676391,20352,CLE,2B,2B/3B
2004,Ernie De La Trinidad,670797,670797,sa3003955,FA,OF,OF
2005,Ernny Ordonez,688658,688658,sa1170897,PIT,1B,1B
2006,Errol Robinson,642021,642021,sa857819,FA,SS,SS
2007,Erubiel Fuentes,691866,691866,sa3015581,OAK,SS,SS
2008,Eruviel Castillo,698936,698936,sa3015740,BAL,3B,3B
2009,Ervin Santana,429722,3200,3200,FA,RP,RP
2010,Eskoly De Jesus,700290,700290,sa3016192,ARI,OF,OF
2011,Esmerlin Vinicio,691263,691263,sa3014708,SF,SP,SP
2012,Esmerlyn Valdez,699013,699013,sa3015768,PIT,OF,OF
2013,Esmil Torres,682742,682742,sa3009284,FA,SS,SS
2014,Esneider Gomez,691438,691438,sa3015543,COL,3B,3B
2015,Esney Chacon,672623,672623,sa3003267,DET,OF,OF
2016,Esteban Gonzalez,691416,691416,sa3015535,CLE,OF,OF
2017,Esteban Quiroz,606019,606019,sa596560,CHC,SS,SS
2018,Esteury Ruiz,665923,665923,sa917030,SD,2b,2b
2019,Estevan Florial,664314,664314,19151,NYY,OF,OF
2020,Estiven Machado,692497,692497,,TOR,,
2021,Ethan Elliott,687898,687898,sa3010380,SD,SP,SP
2022,Ethan Evanko,673862,673862,sa3008037,PHI,RP,RP
2023,Ethan Hankins,677945,677945,sa3008589,CLE,SP,SP
2024,Ethan Hearn,683001,683001,sa3011502,CHC,C,C
2025,Ethan Lindow,676600,676600,sa3005028,PHI,SP,SP
2026,Ethan Murray,696140,696140,sa3017051,MIL,SS,SS
2027,Ethan Paul,663871,663871,sa3011423,FA,SS,SS
2028,Ethan Roberts,681799,681799,24930,CHC,RP,RP
2029,Ethan Skender,663690,663690,sa3010268,SD,3B,3B
2030,Ethan Small,663629,663629,sa3011621,MIL,SP,SP
2031,Ethan Wilson,681159,681159,sa3017329,PHI,OF,OF
2032,Eudys Carrasco,683626,683626,sa3009552,PIT,3B,3B
2033,Eugene Encina,664039,664039,sa875765,FA,SP,SP
2034,Eugene Helder,650853,650853,sa826786,FA,2b,2b
2035,Eugenio Suarez,553993,12552,12552,SEA,SS/3B,SS/3B
2036,Euribiel Angeles,683494,683494,sa3008877,OAK,SS,SS
2037,Eury Perez,691587,691587,sa3014807,MIA,SP,SP
2038,Eury Ramos,660756,660756,sa873729,CHC,RP,RP
2039,Evan Alexander,670116,670116,sa918444,NYY,OF,OF
2040,Evan Carter,694497,694497,sa3014490,TEX,OF,OF
2041,Evan Fitterer,683157,683157,sa3011433,MIA,SP,SP
2042,Evan Kravetz,667478,667478,sa3010559,CIN,SP,SP
2043,Evan Kruczynski,676358,676358,sa3004341,STL,SP,SP
2044,Evan Lee,681885,681885,sa3008336,WSH,SP,SP
2045,Evan Longoria,446334,9368,9368,SF,3B,3B
2046,Evan Marshall,605359,12297,12297,FA,RP,RP
2047,Evan Marzilli,608685,13771,,CHC,OF,OF
2048,Evan McKendry,679928,679928,sa3010787,TB,SP,SP
2049,Evan Mendoza,656734,656734,sa3002836,STL,3B,3B
2050,Evan Miller,670377,670377,sa915725,SD,RP,RP
2051,Evan Phillips,623465,623465,17734,LAD,RP,RP
2052,Evan Reifert,682126,682126,sa3014860,TB,RP,RP
2053,Evan Scribner,519267,7525,,TB,RP,RP
2054,Evan Skoug,656967,656967,sa829713,CHW,C,C
2055,Evan White,657108,657108,20078,SEA,1B,1B
2056,Everette Cooper,691444,691444,sa3015544,HOU,OF,OF
2057,Everhett Hazelwood,689185,689185,sa3017197,CHW,RP,RP
2058,Everson Pereira,677592,677592,sa3007034,NYY,OF,OF
2059,Ewry Espinal,691919,691919,sa3015588,PIT,OF,OF
2060,Ezequiel Duran,677649,677649,sa3005271,TEX,2B,2B
2061,Ezequiel Pagan,681868,681868,sa3007975,CHC,OF,OF
2062,Ezequiel Surun,700332,700332,sa3015860,ARI,SS,SS
2063,Ezequiel Tovar,678662,678662,sa3008239,COL,SS,SS
2064,Fabian Machado,691655,691655,sa3015578,NYM,OF,OF
2065,Fabian Pertuz,678285,678285,sa3005500,CHC,SS,SS
2066,Fabian Urbina,691543,691543,sa3011668,PIT,3B,3B
2067,Fabricio Macias,671246,671246,sa927338,PIT,OF,OF
2068,Fadriel Cruz,677571,677571,sa3005476,COL,2B,2B
2069,Faustino Carrera,666627,666627,sa917740,TB,SP,SP
2070,Federico Polanco,678836,678836,sa3005571,MIA,SS,SS
2071,Felipe Paulino,462956,462956,3777,HOU,RP,RP
2072,Felipe Tejada,660619,660619,sa873145,CHW,RP,RP
2073,Felipe Valderrama,699131,699131,sa3015803,MIL,C,C
2074,Felipe Vazquez,553878,12076,12076,FA,RP,RP
2075,Felix Bautista,642585,642585,20666,BAL,RP,RP
2076,Felix Familia,672445,672445,sa3003213,KC,C,C
2077,Felix Hernandez,433587,4772,4772,FA,SP,SP
2078,Felix Minjarez,682503,682503,sa3007272,SD,RP,RP
2079,Felix Negueis,679350,679350,sa3008739,NYY,OF,OF
2080,Felix Paulino,656077,656077,sa828972,CHW,SP,SP
2081,Felix Pena,570240,13403,13403,NYM,RP,RP
2082,Felix Reyes,694025,694025,sa3015688,PHI,OF,OF
2083,Felix Salguera,683658,683658,sa3008914,TB,C,C
2084,Felix Stevens,685474,685474,sa3008946,CHC,OF,OF
2085,Felix Taveras,692406,692406,sa3015621,SL,OF,OF
2086,Felix Tena,700170,700170,sa3015847,COL,OF,OF
2087,Felix Valerio,680589,680589,sa3005613,MIL,2B,2B
2088,Fernando Abad,472551,4994,4994,SEA,RP,RP
2089,Fernando Cruz,518585,518585,sa389855,CIN,RP,RP
2090,Fernando Diaz,685735,685735,sa3009338,STL,1B,1B
2091,Fernando Guanare,699121,699121,sa3015496,LAA,SP,SP
2092,Fernando Hernandez,691895,691895,sa3015582,PHI,3B,3B
2093,Fernando Perez,622047,622047,sa657942,SD,2B,2B
2094,Fernando Rodney,407845,494,494,FA,RP,RP
2095,Fernando Romero,622864,622864,15885,FA,RP,RP
2096,Fernando Salas,477569,4971,4971,FA,RP,RP
2097,Fernando Tatis Jr.,665487,665487,19709,SD,SS/OF,SS/OF
2098,Fernando Vargas,694028,694028,sa3016777,CHW,OF,OF
2099,Fernery Ozuna,642271,642271,,TEX,RP,RP
2100,Fidel Montero,700320,700320,sa3015856,NYY,OF,OF
2101,Fleury Nova,681591,681591,sa3005620,FA,OF,OF
2102,Florencio Serrano,677568,677568,sa3010124,TEX,SP,SP
2103,Ford Proctor,665154,665154,sa876187,TB,SS,SS
2104,Forrest Wall,657088,657088,sa828682,SEA,2b,2b
2105,Forrest Whitley,666215,666215,sa917930,HOU,SP,SP
2106,Foster Griffin,656492,656492,16432,KC,RP,RP
2107,Frainyer Chavez,669413,669413,sa3007019,TEX,SS,SS
2108,Framber Valdez,664285,664285,17295,HOU,SP,SP
2109,Fran Alduey,694199,694199,sa3015707,CLE,SS,SS
2110,Franchy Cordero,614173,614173,14567,BOS,OF,1B/OF
2111,Francinel Martina,687850,687850,sa3010898,WSH,2B,2B
2112,Francis De Leon,699292,699292,sa3016723,NYM,OF,OF
2113,Francis Martes,642564,642564,17303,FA,RP,RP
2114,Francis Reynoso,692400,692400,sa3015619,SL,1B,1B
2115,Francisco Acuna,672696,672696,sa3003291,PIT,SS,SS
2116,Francisco Alvarez,682626,682626,sa3010862,NYM,C,C
2117,Francisco Arcia,516472,10286,10286,FA,C,C
2118,Francisco Cervelli,465041,5275,5275,FA,C,C
2119,Francisco Del Valle,669303,669303,sa918323,LAA,OF,OF
2120,Francisco Garcia,693745,693745,sa3015677,COL,3B,3B
2121,Francisco Hernandez,677731,677731,sa3004942,STL,3B,3B
2122,Francisco Laya,699216,699216,sa3016335,TEX,OF,OF
2123,Francisco Lindor,596019,12916,12916,NYM,SS,SS
2124,Francisco Liriano,434538,3201,3201,FA,RP,RP
2125,Francisco Mejia,642336,16403,16403,TB,C,C
2126,Francisco Morales,672839,672839,22913,PHI,RP,RP
2127,Francisco Ortiz,674383,674383,sa3003419,COL,C,C
2128,Francisco Palma,678686,678686,sa3006193,FA,OF,OF
2129,Francisco Peguero,501317,501317,,MIN,,
2130,Francisco Pena,506747,8298,8298,FA,C,C
2131,Francisco Perez,660906,660906,21018,WSH,RP,RP
2132,Francisco Rios,642590,642590,sa736833,FA,RP,RP
2133,Francisco Tostado,676762,676762,sa3007030,SF,1B,1B
2134,Francisco Urbaez,688005,688005,sa3014944,CIN,2B,2B
2135,Franco Aleman,680916,680916,sa3018178,CLE,SP,SP
2136,Frandy Almonte,699200,699200,sa3015808,TEX,OF,OF
2137,Frank Astacio,683400,683400,sa3008856,BOS,3B,3B
2138,Frank Duncan,641538,641538,sa738963,COL,SP,SP
2139,Frank German,681464,681464,sa3007729,BOS,SP,SP
2140,Frank Hernandez,693746,693746,sa3015678,CHC,OF,OF
2141,Frank Lopez,678562,678562,sa3007227,CLE,RP,RP
2142,Frank Rubio,676298,676298,sa3005162,SF,RP,RP
2143,Frank Schwindel,643524,643524,15351,CHC,1B,1B
2144,Frankie Montas,593423,14309,14309,OAK,SP,SP
2145,Franklin Barreto,620439,15519,15519,HOU,2B,2B/SS
2146,Franklin Dacosta,672374,672374,sa3002925,TB,SP,SP
2147,Franklin Labour,665780,665780,sa916848,SF,OF,OF
2148,Franklin Linares,685438,685438,sa3009820,NYM,OF,OF
2149,Franklin Parra,681853,681853,sa3008461,FA,SP,SP
2150,Franklin Rollin,650971,650971,sa827951,FA,2b,2b
2151,Franklin Shook,669298,669298,sa3014915,MIL,SP,SP
2152,Franklin Soto,672763,672763,sa3003328,FA,SS,SS
2153,Franklin Torres,650660,650660,sa830300,FA,2b,2b
2154,Franklyn Kilome,642584,642584,17861,WSH,RP,RP
2155,Franmil Reyes,614177,614177,14566,CLE,DH,OF
2156,Franny Cobos,678725,678725,sa3006494,HOU,RP,RP
2157,Fraser Ellard,686642,686642,sa3016907,CHW,RP,RP
2158,Fray Morelo,685573,685573,sa3009815,MIL,RP,RP
2159,Fred Schlichtholz,668880,668880,sa3004455,SD,RP,RP
2160,Freddie Freeman,518692,5361,5361,LAD,1B,1B
2161,Freddvil Chevez,673882,673882,sa3003413,TB,1B,1B
2162,Freddy Fermin,666023,666023,sa918173,KC,C,C
2163,Freddy Galvis,520471,6609,6609,FA,SS,SS/3B
2164,Freddy Guilamo,683414,683414,sa3009297,HOU,C,C
2165,Freddy Pacheco,681643,681643,sa3006164,STL,RP,RP
2166,Freddy Peralta,642547,642547,18679,MIL,SP,SP
2167,Freddy Tarnok,676206,676206,sa3005175,ATL,SP,SP
2168,Freddy Zamora,668965,668965,sa3014500,MIL,SS,SS
2169,Frederick Bencosme,695930,695930,sa3016779,BAL,SS,SS
2170,Frederick Cuevas,660663,660663,sa872550,FA,OF,OF
2171,Frederis Parra,622350,622350,sa657275,FA,SP,SP
2172,Freuddy Batista,673945,673945,sa3002866,SEA,C,C
2173,Freudis Nova,671265,671265,sa3003195,HOU,3B,3B
2174,Freylin Minyety,700824,700824,sa3017341,PIT,2B,2B
2175,Gabe Holt,686746,686746,sa3011899,MIL,2B,2B
2176,Gabe Klobosits,656620,656620,19881,OAK,RP,RP
2177,Gabe Matthews,687346,687346,sa3016920,LAA,1B,1B
2178,Gabe Mosser,682077,682077,sa3006834,SD,SP,SP
2179,Gabe Snyder,676376,676376,sa3006880,FA,1B,1B
2180,Gabe Speier,642100,642100,17170,KC,RP,RP
2181,Gabriel Arias,525734,525734,sa507276,TB,SP,SP
2182,Gabriel Arias,672356,672356,22563,CLE,SS,SS
2183,Gabriel Cancel,663708,663708,sa875231,KC,2b,2b
2184,Gabriel Garcia,663696,663696,sa875999,FA,1B,1B
2185,Gabriel Gil,679198,679198,sa3005935,COL,C,C
2186,Gabriel Gonzalez,694224,694224,sa3015723,SEA,OF,OF
2187,Gabriel Guerrero,602115,14528,14528,FA,OF,OF
2188,Gabriel Maciel,670622,670622,sa919532,OAK,OF,OF
2189,Gabriel Martinez,683447,683447,sa3008865,TOR,OF,OF
2190,Gabriel Moncada,682732,682732,sa3008789,SEA,1B,1B
2191,Gabriel Morales,672385,672385,sa3002781,SD,SP,SP
2192,Gabriel Moreno,672515,672515,sa3003226,TOR,C,C
2193,Gabriel Moya,622382,622382,16348,FA,RP,RP
2194,Gabriel Rodriguez,676082,676082,sa3007219,COL,RP,RP
2195,Gabriel Rodriguez,682621,682621,sa3008744,CLE,SS,SS
2196,Gabriel Sequeira,679780,679780,sa3014858,DET,RP,RP
2197,Gabriel Silva,700385,700385,sa3015865,KC,C,C
2198,Gabriel Terrero,700175,700175,sa3015849,COL,1B,1B
2199,Gabriel Valdez,650608,650608,sa828365,FA,SP,SP
2200,Gabriel Ynoa,593679,12938,12938,BAL,SP,SP
2201,Gage Canning,663561,663561,sa3006711,WSH,OF,OF
2202,Gage Workman,669398,669398,sa3014441,DET,SS,SS
2203,Galli Cribbs,658061,658061,sa708444,FA,SS,SS
2204,Gareth Morgan,601712,601712,sa828708,FA,OF,OF
2205,Garrett Acton,670183,670183,sa3014787,OAK,RP,RP
2206,Garrett Burhenn,696148,696148,sa3018173,DET,SP,SP
2207,Garrett Cleavinger,664076,664076,17897,LAD,RP,RP
2208,Garrett Cooper,643265,643265,15279,MIA,1B/OF,1B/OF
2209,Garrett Crochet,676979,676979,27463,CHW,RP,RP
2210,Garrett Davila,663657,663657,sa875052,CHW,RP,RP
2211,Garrett Farmer,686594,686594,sa3010811,TOR,RP,RP
2212,Garrett Frechette,683102,683102,sa3010636,SF,1B,1B
2213,Garrett Hampson,641658,641658,19262,COL,2B/OF,2B/OF
2214,Garrett Hill,682051,682051,sa3007259,DET,SP,SP
2215,Garrett Hiott,687997,687997,sa3009972,TB,OF,OF
2216,Garrett Mitchell,669003,669003,sa3014438,MIL,OF,OF
2217,Garrett Richards,572070,9784,9784,TEX,RP,RP
2218,Garrett Saunders,689837,689837,sa3010909,FA,SS,SS
2219,Garrett Schilling,675983,675983,sa3004770,COL,SP,SP
2220,Garrett Schoenle,676881,676881,sa3016937,CHW,RP,RP
2221,Garrett Spain,696521,696521,sa3017174,TOR,OF,OF
2222,Garrett Stallings,668831,668831,sa3014457,BAL,SP,SP
2223,Garrett Stubbs,596117,596117,18067,PHI,C,C
2224,Garrett Whitley,663605,663605,sa874244,MIL,OF,OF
2225,Garrett Whitlock,676477,676477,20191,BOS,SP,SP
2226,Garrett Williams,624526,624526,sa738512,STL,SP,SP
2227,Garrett Wolforth,663446,663446,sa876111,CIN,1B,1B
2228,Garrison Bryant,670193,670193,sa918939,NYM,SP,SP
2229,Garrison Schwartz,673859,673859,sa3003956,FA,OF,OF
2230,Garvin Alston,664691,664691,sa3010238,WSH,RP,RP
2231,Gary Sanchez,596142,11442,11442,MIN,C,C
2232,Gavin Collins,641468,641468,sa857219,CLE,3b,3b
2233,Gavin Collyer,686560,686560,sa3011742,TEX,SP,SP
2234,Gavin Floyd,425856,3886,,TOR,RP,RP
2235,Gavin Hollowell,668970,668970,sa3010239,COL,RP,RP
2236,Gavin Jones,689435,689435,sa3010049,FA,3B,3B
2237,Gavin LaValley,656642,656642,sa828878,FA,3b,3b
2238,Gavin Lux,666158,666158,19955,LAD,2B/SS,2B/SS/ OF
2239,Gavin Sheets,657757,657757,19901,CHW,OF,1B/OF
2240,Gavin Stone,694813,694813,sa3014810,LAD,SP,SP
2241,Gavin Stupienski,669279,669279,sa913367,KC,C,C
2242,Gavin Wallace,676719,676719,sa3004102,PIT,SP,SP
2243,Gavin Williams,668909,668909,sa3018106,CLE,SP,SP
2244,Gedionne Marlin,699203,699203,sa3015809,TEX,2B,2B
2245,Geison Urbaez,696064,696064,sa3015135,TOR,RP,RP
2246,Genesis Cabrera,650893,650893,17490,STL,RP,RP
