Season,Name,Team,PA,HR,SB,K%,BB%,BABIP,ISO,HR/FB,FB%,wRC+,SwStr%,O-Swing%,Swing%,Contact%,maxEV,Barrel%,playerid,seasonct,seasonid
2019,Justin Turner,LAD,549,27,2,16.00%,9.30%,0.304,0.219,17.00%,40.40%,131,7.00%,28.10%,45.40%,84.50%,107.7,7.30%,5235,9,5235s9
2019,Gio Urshela,NYY,476,21,1,18.30%,5.30%,0.349,0.219,17.50%,33.40%,132,11.50%,41.80%,56.50%,79.60%,113.3,6.40%,10681,3,10681s3
2019,Ronald Acuna Jr.,ATL,715,41,37,26.30%,10.60%,0.337,0.238,24.80%,37.60%,125,11.70%,26.70%,45.30%,74.20%,115.9,12.90%,18401,2,18401s2
2019,Will Smith,LAD,196,15,2,26.50%,9.20%,0.264,0.318,23.10%,53.70%,130,9.90%,24.90%,42.50%,76.70%,108.6,9.90%,19197,1,19197s1
2019,Dominic Smith,NYM,197,11,1,22.30%,9.60%,0.32,0.243,22.40%,37.10%,134,12.00%,34.50%,48.50%,75.30%,108.5,6.80%,15653,3,15653s3
2019,Willson Contreras,CHC,409,24,1,24.90%,9.30%,0.314,0.261,27.30%,34.00%,126,15.10%,37.40%,49.90%,69.70%,113.1,11.20%,11609,4,11609s4
2019,Matt Olson,OAK,547,36,0,25.20%,9.30%,0.3,0.277,23.70%,44.60%,135,11.30%,28.60%,45.10%,75.00%,111.9,14.20%,14344,3,14344s3
2019,Ian Happ,CHC,156,11,2,25.00%,9.60%,0.286,0.3,26.20%,41.60%,126,14.70%,34.00%,51.90%,71.70%,112.7,13.70%,17919,3,17919s3
2019,Brad Miller,- - -,170,13,2,26.50%,8.80%,0.281,0.305,26.00%,47.20%,127,12.70%,27.80%,45.50%,72.00%,113.4,12.80%,12775,7,12775s7
2019,Michael Brantley,HOU,637,22,3,10.40%,8.00%,0.32,0.191,14.00%,30.80%,132,4.00%,29.20%,43.70%,90.80%,108.9,5.30%,4106,10,4106s10
2019,Corey Dickerson,- - -,279,12,1,20.10%,5.70%,0.344,0.262,15.00%,38.60%,126,14.20%,46.20%,58.40%,75.60%,109.3,8.20%,10762,7,10762s7
2019,Bryce Harper,PHI,682,35,15,26.10%,14.50%,0.313,0.25,23.50%,37.80%,124,15.30%,31.60%,48.30%,68.30%,116.4,13.50%,11579,8,11579s8
2019,Yuli Gurriel,HOU,612,31,5,10.60%,6.00%,0.289,0.243,15.60%,39.40%,131,6.80%,35.40%,49.70%,86.30%,110.6,3.20%,19198,4,19198s4
2019,David Dahl,COL,413,15,4,26.60%,6.80%,0.386,0.222,17.20%,32.50%,111,14.70%,37.90%,52.10%,71.80%,107.1,10.00%,13744,3,13744s3
2019,Reese McGuire,TOR,105,5,0,17.10%,6.70%,0.324,0.227,20.00%,32.10%,128,11.10%,38.50%,52.20%,78.60%,104.5,3.80%,15674,1,15674s1
2019,Mike Tauchman,NYY,296,13,6,24.00%,11.50%,0.333,0.227,20.60%,33.30%,128,8.50%,22.80%,43.10%,80.40%,109.8,6.30%,15274,1,15274s1
2019,Tim Anderson,CHW,518,18,17,21.00%,2.90%,0.399,0.173,16.70%,27.60%,128,13.50%,45.20%,58.50%,77.00%,107.8,4.90%,15172,4,15172s4
2019,Cameron Maybin,NYY,269,11,9,26.80%,11.20%,0.365,0.209,16.90%,39.40%,128,11.20%,27.30%,41.90%,73.20%,110.5,9.60%,5223,10,5223s10
2019,Edwin Encarnacion,- - -,486,34,0,21.20%,11.90%,0.239,0.287,21.10%,50.60%,130,10.50%,28.20%,43.60%,76.00%,113,11.90%,2151,14,2151s14
2019,Joc Pederson,LAD,514,36,1,21.60%,9.70%,0.249,0.289,25.90%,40.90%,126,10.20%,30.20%,45.70%,77.70%,113.7,10.00%,11899,5,11899s5
2019,Yasmani Grandal,MIL,632,28,5,22.00%,17.20%,0.279,0.222,19.60%,38.00%,121,9.10%,24.40%,38.40%,76.20%,111.3,10.30%,11368,8,11368s8
2019,Luis Arraez,MIN,366,4,2,7.90%,9.80%,0.355,0.104,4.60%,29.10%,126,2.80%,26.90%,42.00%,93.30%,102.2,1.70%,18568,1,18568s1
2019,Adam Duvall,ATL,130,10,0,30.00%,5.40%,0.306,0.3,20.40%,60.50%,120,13.00%,34.90%,48.70%,73.30%,112.3,15.90%,10950,4,10950s4
2019,Aristides Aquino,CIN,225,19,7,26.70%,7.10%,0.266,0.317,28.80%,44.90%,117,19.10%,41.20%,55.70%,65.70%,118.3,10.90%,15482,1,15482s1
2019,Hunter Dozier,KCR,586,26,2,25.30%,9.40%,0.339,0.243,15.60%,43.90%,123,11.50%,30.10%,44.70%,74.30%,115.1,8.90%,15117,2,15117s2
2019,Luke Voit,NYY,510,21,0,27.80%,13.90%,0.345,0.2,21.00%,34.70%,126,15.80%,26.60%,47.40%,66.70%,112.6,13.20%,14811,3,14811s3
2019,Gleyber Torres,NYY,604,38,5,21.40%,7.90%,0.296,0.256,21.50%,41.90%,125,13.30%,35.10%,51.80%,74.40%,109.6,9.40%,16997,2,16997s2
2019,Wilmer Flores,ARI,285,9,0,10.90%,5.30%,0.332,0.17,10.00%,38.30%,119,4.70%,31.30%,45.90%,89.70%,106.3,4.70%,5827,7,5827s7
2019,Andrew McCutchen,PHI,262,10,2,21.00%,16.40%,0.299,0.201,16.70%,36.60%,120,8.40%,17.70%,35.50%,76.30%,110.3,7.30%,9847,11,9847s11
2019,Michael Conforto,NYM,648,33,7,23.00%,13.00%,0.29,0.237,20.50%,40.00%,127,11.30%,27.30%,45.70%,75.30%,112.2,10.90%,16376,5,16376s5
2019,Lourdes Gurriel Jr.,TOR,343,20,6,25.10%,5.80%,0.318,0.264,20.20%,42.90%,124,15.70%,38.60%,50.70%,69.10%,109.6,9.90%,19238,2,19238s2
2019,Nick Castellanos,- - -,664,27,2,21.50%,6.20%,0.337,0.236,14.40%,39.60%,122,14.00%,40.90%,54.70%,74.50%,111.2,10.10%,11737,6,11737s6
2019,Kyle Schwarber,CHC,610,38,2,25.60%,11.50%,0.276,0.282,24.10%,42.20%,119,11.20%,26.40%,43.00%,73.90%,117.6,14.00%,16478,4,16478s4
2019,Tommy Edman,STL,349,11,15,17.50%,4.60%,0.346,0.196,12.10%,34.60%,124,8.30%,32.40%,47.70%,82.60%,110.1,5.30%,19470,1,19470s1
2019,Ramon Laureano,OAK,481,24,13,25.60%,5.60%,0.342,0.233,19.20%,39.20%,127,12.80%,33.10%,48.60%,73.70%,111.6,9.10%,17128,2,17128s2
2019,Trea Turner,WSN,569,19,35,19.90%,7.60%,0.348,0.2,14.20%,32.80%,118,10.30%,31.90%,46.70%,78.00%,113.5,6.10%,16252,4,16252s4
2019,Max Kepler,MIN,596,36,1,16.60%,10.10%,0.244,0.267,18.00%,46.60%,122,9.30%,30.60%,49.30%,81.20%,112.5,8.40%,12144,4,12144s4
2019,Tom Murphy,SEA,281,18,2,31.00%,6.80%,0.34,0.262,22.20%,46.60%,126,13.10%,31.90%,44.90%,70.90%,111.7,10.30%,13499,1,13499s1
2019,Matt Chapman,OAK,670,36,1,21.90%,10.90%,0.27,0.257,19.00%,43.10%,125,9.20%,24.80%,42.00%,78.10%,114.4,10.90%,16505,3,16505s3
2019,Brandon Lowe,TBR,327,17,5,34.60%,7.60%,0.377,0.243,21.80%,42.90%,127,19.10%,34.10%,54.20%,64.80%,114.3,14.10%,18882,2,18882s2
2019,Ryan Braun,MIL,508,22,11,20.70%,6.70%,0.325,0.22,20.40%,30.40%,117,12.20%,37.40%,51.30%,76.30%,111.7,8.60%,3410,13,3410s13
2019,Ozzie Albies,ATL,702,24,15,16.00%,7.70%,0.325,0.205,12.40%,36.60%,116,11.70%,37.90%,55.50%,78.90%,110.8,6.20%,16556,3,16556s3
2019,Eric Thames,MIL,459,25,3,30.50%,11.10%,0.313,0.258,21.00%,46.10%,116,14.60%,30.90%,47.20%,69.10%,110.5,8.50%,3711,5,3711s5
2019,Shin-Soo Choo,TEX,660,24,15,25.00%,11.80%,0.333,0.19,20.90%,29.10%,112,11.70%,22.70%,41.90%,72.00%,111.8,8.00%,3174,13,3174s13
2019,Starling Marte,PIT,586,23,25,16.00%,4.30%,0.319,0.208,18.50%,28.20%,118,12.30%,36.40%,53.30%,76.90%,111.6,8.00%,9241,8,9241s8
2019,Mike Yastrzemski,SFG,411,21,2,26.00%,7.80%,0.325,0.245,18.40%,43.30%,120,11.50%,29.20%,47.10%,75.50%,108.5,10.10%,14854,1,14854s1
2019,Jorge Polanco,MIN,704,22,4,16.50%,8.50%,0.328,0.19,9.60%,44.40%,120,7.30%,28.50%,44.60%,83.60%,108.2,6.30%,13152,4,13152s4
2019,Shohei Ohtani,LAA,425,18,12,25.90%,7.80%,0.354,0.219,26.50%,24.50%,120,12.30%,32.80%,49.10%,75.00%,115.1,11.40%,19755,2,19755s2
2019,Danny Santana,TEX,511,28,21,29.50%,4.90%,0.353,0.251,24.30%,35.10%,111,15.80%,41.90%,55.60%,71.50%,113.1,8.80%,10322,5,10322s5
2019,Tommy La Stella,LAA,321,16,0,8.70%,6.20%,0.282,0.192,18.40%,33.20%,119,4.20%,26.00%,41.70%,89.90%,105.9,4.80%,12371,5,12371s5
2019,Jesse Winker,CIN,384,16,0,15.60%,9.90%,0.286,0.204,23.20%,24.90%,111,7.20%,24.70%,44.10%,83.80%,110.8,4.30%,13590,3,13590s3
2019,Willie Calhoun,TEX,337,21,0,15.70%,6.80%,0.262,0.256,18.40%,44.20%,110,7.20%,33.30%,49.10%,85.40%,111.9,5.40%,17838,2,17838s2
2019,Francisco Lindor,CLE,654,32,22,15.00%,7.00%,0.291,0.234,17.40%,36.60%,118,7.70%,35.40%,51.20%,85.00%,113.5,7.10%,12916,5,12916s5
2019,Tommy Pham,TBR,654,21,25,18.80%,12.40%,0.316,0.176,19.10%,24.80%,123,7.30%,19.90%,38.40%,80.90%,113.3,7.20%,2967,5,2967s5
2019,Mike Moustakas,MIL,584,35,3,16.80%,9.10%,0.25,0.262,18.20%,45.30%,113,11.00%,33.90%,49.80%,77.90%,112.9,10.10%,4892,9,4892s9
2019,Ji-Man Choi,TBR,487,19,2,22.20%,13.10%,0.303,0.198,17.80%,34.70%,122,10.30%,24.10%,42.70%,75.90%,110.1,9.40%,5452,3,5452s3
2019,Mitch Moreland,BOS,335,19,1,22.10%,10.10%,0.271,0.255,24.10%,35.00%,112,13.10%,29.80%,48.80%,73.10%,114,11.10%,3086,10,3086s10
2019,Javier Baez,CHC,561,29,11,27.80%,5.00%,0.345,0.25,24.40%,31.60%,112,18.40%,44.10%,55.20%,66.70%,114.1,12.50%,12979,5,12979s5
2019,Rhys Hoskins,PHI,705,29,2,24.50%,16.50%,0.267,0.228,14.30%,50.40%,112,8.50%,24.00%,39.20%,78.20%,111,8.40%,16472,3,16472s3
2019,Gary Sanchez,NYY,446,34,0,28.00%,9.00%,0.244,0.293,26.40%,47.60%,116,13.10%,35.30%,44.00%,70.20%,118.3,18.40%,11442,4,11442s4
2019,Paul Goldschmidt,STL,682,34,3,24.30%,11.40%,0.303,0.216,19.90%,39.40%,117,11.10%,31.40%,46.40%,76.00%,111.5,10.60%,9218,9,9218s9
2019,Donovan Solano,SFG,228,4,0,21.50%,4.40%,0.409,0.126,8.20%,29.20%,116,8.70%,39.00%,50.60%,82.70%,109.6,4.20%,8623,4,8623s4
2019,Christian Walker,ARI,603,29,8,25.70%,11.10%,0.312,0.217,20.10%,38.40%,110,12.80%,28.20%,48.70%,73.80%,112.4,11.50%,13419,1,13419s1
2019,Aledmys Diaz,HOU,247,9,2,11.30%,10.50%,0.268,0.195,12.90%,37.20%,118,8.30%,27.80%,45.10%,81.60%,109.9,5.30%,15937,4,15937s4
2019,Omar Narvaez,SEA,482,22,0,19.10%,9.80%,0.306,0.182,16.10%,40.50%,120,9.80%,28.90%,47.70%,79.60%,106.1,5.30%,13338,4,13338s4
2019,Brett Gardner,NYY,550,28,10,19.60%,9.50%,0.265,0.253,19.30%,38.20%,115,6.70%,24.80%,38.30%,82.60%,109.7,3.40%,9927,11,9927s11
2019,Jose Abreu,CHW,693,33,2,21.90%,5.20%,0.32,0.219,21.00%,31.90%,115,11.30%,37.30%,49.50%,77.20%,117.9,12.00%,15676,6,15676s6
2019,Jake Cave,MIN,228,8,0,31.10%,9.20%,0.358,0.197,28.60%,21.90%,114,14.40%,31.70%,47.70%,69.80%,111.5,10.90%,14477,2,14477s2
2019,Eloy Jimenez,CHW,504,31,0,26.60%,6.00%,0.308,0.246,27.20%,33.90%,115,15.30%,36.70%,49.90%,69.40%,114.1,12.20%,17484,1,17484s1
2019,Cavan Biggio,TOR,430,16,14,28.60%,16.50%,0.309,0.195,14.70%,47.00%,114,8.70%,15.80%,35.90%,75.90%,104.6,7.70%,19252,1,19252s1
2019,Brian Anderson,MIA,520,20,5,21.90%,8.50%,0.305,0.207,16.30%,35.30%,114,11.90%,34.80%,47.50%,74.90%,114.4,7.80%,18289,2,18289s2
2019,Eric Sogard,- - -,442,13,8,14.30%,8.60%,0.316,0.167,9.30%,42.30%,115,4.20%,26.50%,38.80%,89.30%,102.9,0.90%,7927,7,7927s7
2019,Adam Eaton,WSN,656,15,15,16.20%,9.90%,0.319,0.148,8.20%,40.40%,108,6.80%,28.20%,43.10%,84.20%,110.7,3.60%,11205,8,11205s8
2019,Alex Verdugo,LAD,377,12,4,13.00%,6.90%,0.309,0.181,14.00%,28.70%,112,6.60%,31.10%,44.60%,85.20%,111.3,4.70%,17027,1,17027s1
2019,Yandy Diaz,TBR,347,14,2,17.60%,10.10%,0.288,0.208,17.50%,32.00%,118,9.30%,25.30%,44.90%,79.30%,114.3,9.20%,16578,3,16578s3
2019,Eduardo Escobar,ARI,699,35,5,18.60%,7.20%,0.283,0.242,15.20%,44.60%,108,12.00%,40.80%,52.50%,77.10%,106.9,6.40%,6153,8,6153s8
2019,Alex Dickerson,- - -,190,6,1,22.10%,6.80%,0.331,0.213,10.90%,41.40%,112,10.60%,33.70%,49.90%,78.80%,112.9,9.00%,12649,2,12649s2
2019,Corey Seager,LAD,541,19,1,18.10%,8.10%,0.303,0.211,12.30%,39.20%,112,12.00%,30.70%,51.10%,76.50%,109.7,6.30%,13624,5,13624s5
2019,Byron Buxton,MIN,295,10,14,23.10%,6.40%,0.314,0.251,10.10%,48.50%,112,14.60%,37.20%,53.90%,72.80%,113.6,7.30%,14161,4,14161s4
2019,Whit Merrifield,KCR,735,16,20,17.10%,6.10%,0.35,0.16,8.70%,33.50%,110,8.90%,34.10%,49.10%,81.70%,104.8,3.40%,11281,4,11281s4
2019,J.T. Realmuto,PHI,593,25,9,20.70%,6.90%,0.309,0.217,15.70%,37.60%,107,11.10%,34.80%,50.70%,78.20%,112.9,6.60%,11739,5,11739s5
2019,Brandon Nimmo,NYM,254,8,3,28.00%,18.10%,0.293,0.186,16.30%,38.00%,115,10.10%,20.00%,40.30%,74.90%,109.9,5.30%,12927,3,12927s3
2019,Kevin Newman,PIT,531,12,16,11.70%,5.30%,0.333,0.138,9.80%,28.40%,109,6.60%,37.30%,50.70%,87.00%,107.1,2.10%,17696,1,17696s1
2019,Carson Kelly,ARI,365,18,0,21.60%,13.20%,0.271,0.232,18.60%,41.10%,106,8.80%,25.00%,41.80%,79.00%,109.1,8.10%,13620,1,13620s1
2019,Franmil Reyes,- - -,548,37,0,28.50%,8.60%,0.279,0.263,31.10%,34.50%,111,17.80%,34.30%,51.50%,65.40%,115,14.50%,14566,2,14566s2
2019,Victor Caratini,CHC,279,11,1,21.10%,10.40%,0.305,0.18,22.00%,26.60%,106,9.70%,27.90%,45.90%,78.80%,113.6,8.50%,14968,2,14968s2
2019,David Peralta,ARI,423,12,0,20.60%,8.30%,0.327,0.186,14.60%,27.70%,105,11.40%,37.10%,50.40%,77.40%,113.2,5.10%,2136,6,2136s6
2019,Kurt Suzuki,WSN,309,17,0,11.70%,6.50%,0.248,0.221,16.00%,42.90%,105,9.30%,32.40%,51.90%,82.10%,107.3,5.30%,8259,13,8259s13
2019,Austin Nola,SEA,267,10,1,23.60%,8.60%,0.325,0.185,13.90%,40.90%,114,9.00%,24.80%,42.40%,78.90%,107.6,3.40%,15941,1,15941s1
2019,Garrett Cooper,MIA,421,15,0,26.10%,7.80%,0.357,0.165,23.80%,23.20%,111,10.20%,37.00%,48.40%,79.00%,113.5,8.80%,15279,1,15279s1
2019,Robinson Chirinos,HOU,437,17,1,28.60%,11.70%,0.306,0.205,17.70%,39.50%,112,14.90%,33.50%,47.10%,68.30%,107.8,6.90%,3142,6,3142s6
2019,Pablo Sandoval,SFG,296,14,1,22.60%,6.10%,0.304,0.239,20.90%,32.20%,110,13.50%,40.80%,54.70%,75.20%,114.7,10.50%,5409,11,5409s11
2019,David Bote,CHC,356,11,5,26.10%,12.40%,0.333,0.165,19.30%,26.90%,105,13.80%,31.60%,45.70%,69.80%,113.8,5.20%,14593,2,14593s2
2019,Marcell Ozuna,STL,549,29,12,20.80%,11.30%,0.257,0.231,22.10%,35.20%,110,11.50%,30.00%,44.90%,74.30%,115.3,11.80%,10324,7,10324s7
2019,Jonathan Villar,BAL,714,24,40,24.60%,8.50%,0.341,0.179,16.70%,31.30%,107,12.30%,30.80%,49.10%,74.90%,114,6.60%,10071,7,10071s7
2019,Manny Machado,SDP,661,32,5,19.40%,9.80%,0.274,0.206,16.80%,41.10%,109,10.50%,31.40%,46.60%,77.40%,112.6,7.60%,11493,8,11493s8
2019,Jose Ramirez,CLE,542,23,24,13.70%,9.60%,0.256,0.224,12.00%,46.50%,108,5.60%,26.40%,42.30%,86.70%,112.1,6.00%,13510,6,13510s6
2019,Avisail Garcia,TBR,530,20,10,23.60%,5.80%,0.34,0.182,17.20%,31.60%,113,17.30%,40.00%,56.40%,69.30%,116.2,10.60%,5760,7,5760s7
2019,Phillip Ervin,CIN,260,7,4,24.20%,6.90%,0.339,0.195,10.80%,37.10%,100,12.80%,29.70%,47.90%,73.30%,111.6,4.00%,14738,2,14738s2
2019,Derek Dietrich,CIN,306,19,1,24.20%,9.20%,0.176,0.275,22.40%,48.30%,100,13.80%,31.60%,48.90%,71.70%,111.7,10.10%,10542,7,10542s7
2019,Kolten Wong,STL,549,11,24,15.10%,8.60%,0.321,0.138,8.10%,35.60%,109,7.70%,31.40%,47.40%,83.80%,107.7,2.00%,12532,6,12532s6
2019,Shed Long Jr.,SEA,168,5,3,23.80%,9.50%,0.327,0.191,14.30%,31.30%,112,10.70%,27.30%,45.20%,76.30%,107.7,4.50%,16542,1,16542s1
2019,Clint Frazier,NYY,246,12,1,28.50%,6.50%,0.329,0.222,18.20%,41.80%,108,13.30%,25.00%,44.10%,69.80%,109.2,10.80%,15983,2,15983s2
2019,Brock Holt,BOS,295,3,1,19.30%,9.50%,0.365,0.104,5.30%,27.70%,103,6.80%,27.30%,42.00%,83.80%,103,1.50%,9345,6,9345s6
2019,Daniel Vogelbach,SEA,558,30,0,26.70%,16.50%,0.232,0.232,21.30%,44.80%,112,8.60%,22.00%,34.10%,74.60%,113.1,9.80%,14130,2,14130s2
2019,A.J. Pollock,LAD,342,15,5,21.60%,6.70%,0.3,0.201,17.20%,36.70%,107,11.40%,31.60%,46.60%,75.40%,108.1,7.60%,9256,6,9256s6
2019,James McCann,CHW,476,18,4,28.80%,6.30%,0.359,0.187,18.60%,32.10%,108,13.50%,35.30%,49.60%,72.70%,112,8.30%,12859,5,12859s5
2019,Brian Goodwin,LAA,458,17,7,28.20%,8.30%,0.337,0.208,13.80%,43.00%,106,10.80%,28.20%,42.00%,74.30%,111.4,6.30%,12858,3,12858s3
2019,Nick Markakis,ATL,469,9,2,12.60%,10.00%,0.31,0.135,9.20%,27.10%,101,4.70%,27.40%,41.80%,88.80%,114.7,2.50%,5930,14,5930s14
2019,Joey Votto,CIN,608,15,5,20.20%,12.50%,0.313,0.15,9.80%,37.80%,98,7.30%,21.00%,41.50%,82.40%,109.5,6.40%,4314,12,4314s12
2019,Kyle Seager,SEA,443,23,2,19.40%,9.90%,0.248,0.229,17.00%,43.80%,111,8.80%,27.60%,45.30%,80.60%,107.1,7.10%,9785,9,9785s9
2019,Christian Vazquez,BOS,521,23,4,19.40%,6.30%,0.305,0.201,16.00%,37.70%,102,9.30%,35.20%,49.90%,81.40%,107.4,5.20%,9774,5,9774s5
2019,Stephen Vogt,SFG,280,10,3,23.60%,7.10%,0.311,0.227,10.60%,48.70%,106,12.60%,37.70%,50.80%,75.20%,109.6,7.30%,5000,6,5000s6
2019,Asdrubal Cabrera,- - -,514,18,4,20.00%,11.10%,0.294,0.181,13.60%,37.80%,98,8.50%,28.80%,45.30%,81.20%,108.4,5.70%,4962,13,4962s13
2019,Chris Taylor,LAD,414,12,8,27.80%,8.90%,0.344,0.199,13.60%,34.80%,106,14.70%,29.80%,49.60%,70.30%,108.3,4.70%,13757,5,13757s5
2019,Yasiel Puig,- - -,611,24,19,21.80%,7.20%,0.308,0.191,13.90%,40.70%,100,13.60%,34.20%,52.60%,74.20%,114.4,8.50%,14225,7,14225s7
2019,Tyler Naquin,CLE,294,10,4,22.40%,4.80%,0.345,0.179,13.30%,35.90%,105,13.00%,39.70%,54.60%,76.20%,114.4,8.00%,13359,3,13359s3
2019,Kole Calhoun,LAA,632,33,4,25.60%,11.10%,0.265,0.236,22.90%,36.90%,105,14.70%,29.00%,48.10%,69.50%,110.1,10.70%,11200,7,11200s7
2019,Dustin Garneau,- - -,101,3,0,21.80%,9.90%,0.295,0.163,9.70%,48.40%,105,7.50%,21.40%,46.30%,83.90%,106,4.60%,9433,2,9433s2
2019,Ryan McMahon,COL,539,24,5,29.70%,10.40%,0.323,0.2,27.00%,27.90%,89,14.70%,29.20%,49.50%,70.30%,112.9,8.70%,15112,2,15112s2
2019,Andrew Benintendi,BOS,615,13,10,22.80%,9.60%,0.333,0.165,7.90%,40.70%,100,11.60%,32.90%,51.20%,77.30%,107.7,7.10%,17901,4,17901s4
2019,Mike Brosseau,TBR,142,6,1,27.50%,4.90%,0.345,0.189,15.00%,43.00%,110,12.10%,39.90%,52.30%,76.80%,108.3,2.10%,19683,1,19683s1
2019,Brian Dozier,WSN,482,20,3,21.80%,12.70%,0.271,0.192,14.60%,44.10%,100,9.00%,22.30%,39.10%,76.80%,106.6,6.40%,9810,8,9810s8
2019,Vladimir Guerrero Jr.,TOR,514,15,0,17.70%,8.90%,0.308,0.162,12.10%,33.10%,105,10.60%,31.60%,46.80%,77.30%,118.9,7.20%,19611,1,19611s1
2019,Scott Kingery,PHI,500,19,15,29.40%,6.80%,0.337,0.216,15.20%,39.90%,100,15.20%,33.70%,50.40%,69.90%,111.4,7.30%,17975,2,17975s2
2019,Eddie Rosario,MIN,590,32,3,14.60%,3.70%,0.273,0.224,15.80%,42.20%,104,11.70%,46.30%,59.10%,80.30%,108.6,7.70%,12155,5,12155s5
2019,Nathaniel Lowe,TBR,169,7,0,29.60%,7.70%,0.34,0.191,18.90%,35.60%,109,10.60%,30.00%,44.80%,76.40%,114.3,10.60%,19566,1,19566s1
2019,Todd Frazier,NYM,499,21,1,21.20%,8.00%,0.284,0.192,14.30%,43.20%,107,10.30%,28.50%,42.70%,75.90%,108.4,6.70%,785,9,785s9
2019,Jason Castro,MIN,275,13,0,32.00%,12.00%,0.307,0.203,22.00%,39.30%,103,15.60%,25.20%,45.20%,65.40%,110.5,15.90%,8722,8,8722s8
2019,Daniel Murphy,COL,478,13,1,15.50%,6.70%,0.307,0.174,9.80%,36.10%,88,5.90%,33.90%,48.20%,87.70%,106.4,2.40%,4316,11,4316s11
2019,Ian Desmond,COL,482,20,3,24.70%,7.10%,0.304,0.223,20.20%,30.50%,88,10.90%,29.60%,45.50%,76.10%,113.6,9.80%,6885,10,6885s10
2019,Jason Heyward,CHC,589,21,8,18.70%,11.50%,0.281,0.177,15.20%,34.20%,100,9.20%,30.30%,45.40%,79.70%,111.8,4.90%,4940,10,4940s10
2019,Mike Freeman,CLE,213,4,1,28.60%,10.30%,0.388,0.113,13.30%,25.90%,103,9.70%,27.70%,44.00%,77.90%,105.7,1.60%,11241,1,11241s1
2019,Wilson Ramos,NYM,524,14,1,13.20%,8.40%,0.31,0.129,17.90%,19.20%,106,10.10%,37.50%,53.90%,81.30%,111,3.70%,1433,8,1433s8
2019,Nomar Mazara,TEX,469,19,4,23.00%,6.00%,0.312,0.2,17.80%,32.70%,94,12.60%,38.40%,50.70%,75.10%,114.6,9.50%,14553,4,14553s4
2019,Jon Berti,MIA,287,6,17,25.40%,8.40%,0.36,0.133,15.80%,20.80%,104,9.50%,25.00%,41.60%,77.20%,111.9,3.30%,12037,1,12037s1
2019,Bryan Holaday,MIA,129,4,0,16.30%,8.50%,0.308,0.157,14.80%,28.40%,104,8.20%,28.50%,44.40%,81.60%,104.8,1.00%,11287,4,11287s4
2019,Domingo Santana,SEA,507,21,8,32.30%,9.90%,0.347,0.188,23.60%,30.80%,107,14.10%,26.40%,46.70%,69.90%,109.5,12.00%,10348,5,10348s5
2019,Ehire Adrianza,MIN,236,5,0,16.90%,8.50%,0.311,0.144,9.40%,32.30%,102,8.20%,30.30%,48.40%,83.10%,106.9,3.50%,8418,5,8418s5
2019,Dexter Fowler,STL,574,19,8,24.70%,12.90%,0.294,0.17,15.20%,35.90%,103,10.60%,25.30%,42.50%,75.20%,111.1,7.10%,4062,11,4062s11
2019,Roberto Perez,CLE,449,24,0,28.30%,10.00%,0.285,0.213,28.20%,32.30%,102,11.50%,24.20%,39.50%,70.80%,112.8,10.60%,2900,5,2900s5
2019,Mitch Haniger,SEA,283,15,4,28.60%,10.60%,0.257,0.244,20.00%,44.90%,107,11.00%,24.90%,42.50%,74.10%,109,11.40%,14274,4,14274s4
2019,Aaron Hicks,NYY,255,12,1,28.20%,12.20%,0.286,0.208,19.40%,40.80%,103,12.30%,25.10%,40.70%,69.70%,111,7.90%,5297,7,5297s7
2019,Cesar Puello,- - -,147,4,0,25.90%,6.80%,0.325,0.136,33.30%,13.80%,103,12.90%,33.80%,44.40%,70.90%,110.4,6.80%,7216,1,7216s1
2019,C.J. Cron,MIN,499,25,0,21.40%,5.80%,0.277,0.216,19.50%,36.30%,101,11.90%,35.50%,50.20%,76.40%,115.9,14.20%,12546,6,12546s6
2019,Teoscar Hernandez,TOR,464,26,6,33.00%,9.70%,0.293,0.242,22.80%,43.20%,102,14.70%,30.30%,47.30%,68.90%,112.1,11.30%,13066,3,13066s3
2019,Victor Reyes,DET,292,3,9,21.90%,4.80%,0.384,0.127,5.50%,26.30%,101,9.50%,39.00%,51.50%,81.60%,109.1,1.40%,15487,2,15487s2
2019,Jonathan Schoop,MIN,464,23,1,25.00%,4.30%,0.298,0.217,19.70%,36.80%,101,17.70%,43.40%,58.20%,69.60%,114.9,8.80%,11265,6,11265s6
2019,Matt Beaty,LAD,268,9,5,12.30%,6.30%,0.275,0.193,12.70%,32.90%,101,7.60%,33.40%,46.20%,83.60%,114.3,4.60%,17710,1,17710s1
2019,Justin Smoak,TOR,500,22,0,21.20%,15.80%,0.223,0.198,16.70%,42.70%,101,9.00%,23.00%,39.70%,77.30%,110.8,11.00%,9054,10,9054s10
2019,Alex Avila,ARI,201,9,1,33.80%,17.90%,0.287,0.213,37.50%,25.00%,96,12.00%,16.70%,35.20%,65.90%,107.9,16.70%,7476,10,7476s10
2019,Michael Chavis,BOS,382,18,2,33.20%,8.10%,0.347,0.19,23.10%,35.50%,96,18.60%,35.30%,51.60%,63.90%,113.8,9.10%,17321,1,17321s1
2019,Myles Straw,HOU,128,0,8,18.80%,14.80%,0.345,0.074,0.00%,28.90%,103,4.20%,20.50%,35.60%,88.10%,102.8,1.20%,17620,1,17620s1
