Season,Name,Team,PA,HR,SB,K%,BB%,BABIP,ISO,HR/FB,FB%,wRC+,SwStr%,O-Swing%,Swing%,Contact%,maxEV,Barrel%,playerid,seasonct,seasonid
2010,Adam LaRoche,ARI,615,25,0,28.00%,7.80%,0.33,0.207,14.50%,44.00%,104,11.50%,27.50%,44.60%,74.00%,,,1904,5,1904s5
2010,Mike Napoli,LAA,510,26,4,26.90%,8.20%,0.279,0.23,19.30%,42.30%,115,13.00%,26.40%,43.90%,70.50%,,,3057,5,3057s5
2010,John Jaso,TBR,404,5,4,9.70%,14.60%,0.282,0.115,4.50%,37.00%,115,3.80%,18.10%,33.20%,88.40%,,,5887,1,5887s1
2010,Edwin Encarnacion,TOR,367,21,1,16.30%,7.90%,0.235,0.238,15.10%,50.50%,109,8.30%,29.50%,47.70%,82.50%,,,2151,5,2151s5
2010,Seth Smith,COL,398,17,2,16.80%,8.80%,0.256,0.223,12.10%,47.60%,95,8.50%,28.60%,43.90%,80.80%,,,7331,3,7331s3
2010,Miguel Cairo,CIN,226,4,4,13.30%,7.50%,0.32,0.12,7.40%,31.40%,106,7.40%,30.20%,47.60%,84.70%,,,1412,4,1412s4
2010,Bill Hall,BOS,382,18,9,27.20%,8.90%,0.3,0.209,17.00%,44.00%,104,11.70%,30.80%,45.90%,74.30%,,,1605,5,1605s5
2010,Drew Stubbs,CIN,583,22,30,28.80%,9.40%,0.33,0.189,15.90%,40.50%,105,11.80%,24.20%,43.10%,72.30%,,,9328,2,9328s2
2010,Dan Johnson,TBR,140,7,1,19.30%,17.90%,0.188,0.216,17.10%,47.10%,114,6.40%,19.00%,35.90%,82.00%,,,2167,3,2167s3
2010,Darnell McDonald,BOS,363,9,9,23.40%,8.30%,0.342,0.16,10.00%,38.60%,104,10.80%,27.80%,45.60%,76.80%,,,1867,2,1867s2
2010,Johnny Damon,DET,613,8,11,14.70%,11.30%,0.312,0.13,4.80%,37.10%,107,7.10%,28.10%,44.40%,84.20%,,,185,5,185s5
2010,Will Rhymes,DET,213,1,0,7.50%,6.60%,0.326,0.11,1.80%,32.70%,107,3.00%,28.70%,40.80%,93.00%,,,9802,1,9802s1
2010,Lorenzo Cain,MIL,158,1,7,17.70%,5.70%,0.37,0.109,2.30%,36.80%,107,7.20%,30.30%,46.80%,84.70%,,,9077,1,9077s1
2010,Dexter Fowler,COL,505,6,13,20.60%,11.30%,0.328,0.15,5.50%,33.20%,94,7.50%,19.70%,41.80%,81.90%,,,4062,2,4062s2
2010,Ian Stewart,COL,441,18,5,24.90%,10.20%,0.308,0.187,15.50%,41.30%,94,11.90%,29.80%,46.10%,73.90%,,,5950,3,5950s3
2010,Jason Michaels,HOU,203,8,0,14.30%,5.90%,0.26,0.215,10.50%,48.40%,108,7.90%,28.90%,44.10%,82.00%,,,1399,5,1399s5
2010,Mike Sweeney,- - -,168,8,3,12.50%,8.30%,0.244,0.192,13.60%,45.00%,112,10.10%,34.10%,55.20%,81.90%,,,634,5,634s5
2010,Adam Jones,BAL,621,19,7,19.20%,3.70%,0.328,0.158,11.40%,36.80%,105,13.30%,39.50%,53.80%,75.10%,,,6368,3,6368s3
2010,Brandon Phillips,CIN,687,18,16,12.10%,6.70%,0.293,0.155,10.00%,33.30%,104,9.40%,33.10%,51.70%,81.80%,,,791,5,791s5
2010,Michael Young,TEX,718,21,4,16.00%,7.00%,0.311,0.16,11.20%,34.10%,101,8.60%,29.60%,48.50%,82.00%,,,1286,5,1286s5
2010,Ben Francisco,PHI,197,6,8,17.80%,7.10%,0.302,0.173,9.20%,44.80%,106,8.30%,23.70%,44.70%,81.10%,,,4677,3,4677s3
2010,Miguel Montero,ARI,331,9,0,21.50%,8.80%,0.318,0.172,9.10%,43.20%,100,10.50%,30.10%,47.40%,77.70%,,,3364,4,3364s4
2010,Chris Denorfia,SDP,317,9,8,16.10%,8.50%,0.3,0.162,16.10%,24.00%,113,7.70%,23.10%,39.10%,79.90%,,,4400,2,4400s2
2010,Angel Pagan,NYM,633,11,37,15.30%,7.00%,0.331,0.135,5.40%,44.00%,108,6.00%,31.30%,46.00%,86.90%,,,2918,5,2918s5
2010,Austin Kearns,- - -,461,10,4,25.20%,10.00%,0.344,0.132,10.60%,32.50%,108,10.40%,22.50%,43.80%,76.40%,,,332,5,332s5
2010,Gregg Zaun,MIL,117,2,0,10.30%,9.40%,0.281,0.127,6.70%,33.00%,104,5.40%,26.60%,46.30%,88.20%,,,580,5,580s5
2010,Brian Roberts,BAL,261,4,12,15.30%,10.00%,0.319,0.113,4.70%,44.70%,103,6.00%,28.20%,45.80%,86.70%,,,166,5,166s5
2010,Lyle Overbay,TOR,608,20,1,21.50%,11.00%,0.285,0.189,12.70%,38.90%,105,9.80%,24.30%,42.10%,76.60%,,,1617,5,1617s5
2010,Troy Glaus,ATL,483,16,0,20.70%,13.00%,0.277,0.16,11.30%,44.60%,104,10.00%,23.20%,41.80%,76.10%,,,15,4,15s4
2010,Chris Heisey,CIN,226,8,1,25.20%,7.10%,0.312,0.179,12.70%,45.30%,102,12.70%,30.60%,48.60%,73.90%,,,3978,1,3978s1
2010,Travis Snider,TOR,319,14,6,24.80%,6.60%,0.302,0.208,18.40%,34.90%,104,12.60%,32.10%,51.30%,75.00%,,,2830,2,2830s2
2010,Jose Tabata,PIT,441,4,19,12.90%,6.30%,0.339,0.101,4.80%,24.60%,106,8.30%,30.90%,48.10%,82.90%,,,2411,1,2411s1
2010,Matt Stairs,SDP,111,6,2,28.80%,9.90%,0.274,0.242,20.00%,44.10%,111,10.50%,27.70%,43.30%,75.20%,,,1384,5,1384s5
2010,Jeff Keppinger,HOU,575,6,4,6.30%,8.90%,0.298,0.105,4.20%,29.60%,104,2.70%,20.20%,38.10%,92.90%,,,3856,4,3856s4
2010,Carlos Beltran,NYM,255,7,3,15.30%,11.80%,0.275,0.173,9.60%,39.50%,106,6.40%,25.10%,41.90%,84.30%,,,589,5,589s5
2010,Brad Hawpe,- - -,346,9,2,24.60%,12.10%,0.308,0.174,10.50%,39.60%,92,12.40%,25.20%,45.80%,72.90%,,,1885,5,1885s5
2010,Jason Bay,NYM,401,6,10,22.70%,11.00%,0.329,0.144,5.10%,45.20%,106,11.80%,26.40%,45.00%,73.70%,,,1717,5,1717s5
2010,Jonny Gomes,CIN,571,18,5,21.50%,6.80%,0.311,0.164,9.00%,50.40%,101,13.00%,36.20%,50.50%,74.00%,,,1845,5,1845s5
2010,Shane Victorino,PHI,648,18,34,12.20%,8.20%,0.273,0.17,9.50%,37.60%,102,5.80%,29.10%,42.70%,86.10%,,,1677,5,1677s5
2010,Ichiro Suzuki,SEA,732,6,42,11.70%,6.10%,0.353,0.079,4.10%,25.30%,110,5.30%,34.90%,49.40%,89.00%,,,1101,5,1101s5
2010,Mike Aviles,KCR,448,8,14,10.90%,4.50%,0.327,0.108,5.60%,37.90%,103,6.20%,31.00%,49.60%,87.40%,,,5986,3,5986s3
2010,Michael Cuddyer,MIN,675,14,7,13.80%,8.60%,0.298,0.146,8.20%,32.90%,103,7.80%,33.30%,47.00%,83.30%,,,1534,5,1534s5
2010,Mark Reynolds,ARI,596,32,7,35.40%,13.90%,0.257,0.234,19.90%,54.90%,96,17.20%,25.20%,45.70%,62.00%,,,7619,4,7619s4
2010,Fred Lewis,TOR,480,8,17,21.70%,7.90%,0.325,0.152,7.10%,34.30%,102,8.40%,26.80%,46.30%,81.60%,,,4693,4,4693s4
2010,Starlin Castro,CHC,506,3,10,14.00%,5.70%,0.346,0.108,2.60%,29.20%,99,6.60%,31.40%,47.10%,85.70%,,,4579,1,4579s1
2010,Mark Ellis,OAK,492,5,7,11.40%,8.10%,0.321,0.089,3.50%,37.20%,106,6.10%,28.70%,44.30%,86.00%,,,1443,5,1443s5
2010,Miguel Olivo,COL,427,14,7,27.40%,6.30%,0.346,0.18,12.40%,40.40%,88,18.10%,39.40%,54.40%,66.20%,,,1638,5,1638s5
2010,Austin Jackson,DET,675,4,27,25.20%,7.00%,0.396,0.107,3.30%,27.40%,101,9.50%,27.80%,46.30%,79.30%,,,9848,1,9848s1
2010,Ryan Ludwick,- - -,553,17,0,21.90%,8.70%,0.297,0.167,10.10%,45.20%,106,11.20%,26.70%,47.40%,76.20%,,,1260,4,1260s4
2010,Todd Helton,COL,473,8,0,19.00%,14.20%,0.307,0.111,5.90%,43.30%,88,6.50%,19.50%,39.50%,83.50%,,,432,5,432s5
2010,Matt Kemp,LAD,668,28,19,25.40%,7.90%,0.295,0.201,16.20%,39.30%,106,12.90%,30.00%,45.90%,71.70%,,,5631,5,5631s5
2010,Melvin Upton Jr.,TBR,610,18,42,26.90%,11.00%,0.304,0.187,11.00%,43.70%,107,12.10%,24.50%,45.60%,73.50%,,,5015,5,5015s5
2010,Freddy Sanchez,SFG,479,7,3,14.20%,6.70%,0.33,0.104,5.60%,34.40%,104,6.80%,33.50%,47.10%,85.40%,,,1624,5,1624s5
2010,Jason Kubel,MIN,582,21,0,19.90%,9.60%,0.28,0.178,11.90%,43.20%,101,8.10%,28.00%,44.50%,81.50%,,,2161,5,2161s5
2010,Gregor Blanco,- - -,269,1,11,18.60%,10.80%,0.353,0.084,2.30%,26.00%,101,4.50%,21.10%,39.00%,88.40%,,,3123,2,3123s2
2010,Jamey Carroll,LAD,414,0,12,15.50%,12.30%,0.349,0.048,0.00%,26.10%,104,3.60%,18.20%,34.80%,89.70%,,,1591,5,1591s5
2010,Carlos Guillen,DET,275,6,1,14.90%,7.60%,0.304,0.146,7.80%,36.20%,100,8.00%,31.90%,52.10%,84.40%,,,1079,5,1079s5
2010,Josh Thole,NYM,227,3,1,11.00%,10.60%,0.305,0.089,5.20%,33.00%,103,4.10%,24.30%,41.30%,89.90%,,,9689,1,9689s1
2010,Jeff Baker,CHC,224,4,1,22.30%,7.10%,0.34,0.141,7.10%,35.90%,97,9.70%,32.00%,50.60%,80.70%,,,2073,4,2073s4
2010,Ryan Doumit,PIT,456,13,1,19.10%,9.00%,0.29,0.155,9.50%,42.90%,102,9.00%,31.30%,45.10%,79.90%,,,2113,5,2113s5
2010,Jose Reyes,NYM,603,11,30,10.40%,5.10%,0.301,0.146,5.60%,39.80%,102,5.70%,31.40%,44.30%,87.00%,,,1736,5,1736s5
2010,Jason Varitek,BOS,123,7,0,28.50%,8.10%,0.268,0.241,15.90%,57.10%,96,13.60%,32.10%,46.40%,70.70%,,,217,5,217s5
2010,Carlos Pena,TBR,582,28,5,27.10%,14.90%,0.222,0.211,21.20%,40.60%,105,13.50%,26.10%,45.30%,69.90%,,,934,4,934s4
2010,Aaron Cunningham,SDP,147,1,1,19.00%,4.80%,0.349,0.129,2.40%,39.00%,106,9.90%,29.60%,51.70%,80.60%,,,4087,1,4087s1
2010,Joe Inglett,MIL,160,1,1,21.30%,9.40%,0.324,0.148,2.00%,45.40%,98,8.30%,21.00%,41.60%,79.80%,,,7254,3,7254s3
2010,Mike Cameron,BOS,180,4,0,24.40%,7.80%,0.33,0.142,6.10%,55.50%,95,10.30%,24.40%,42.50%,75.70%,,,1070,5,1070s5
2010,Brian Schneider,PHI,147,4,0,17.00%,12.90%,0.271,0.144,10.50%,38.00%,98,9.40%,26.70%,43.50%,77.90%,,,795,5,795s5
2010,Alexei Ramirez,CHW,626,18,13,13.10%,4.30%,0.3,0.149,10.80%,33.30%,95,7.80%,34.60%,49.30%,84.20%,,,5133,3,5133s3
2010,Juan Uribe,SFG,575,24,1,16.00%,7.80%,0.256,0.192,12.40%,44.50%,102,12.40%,34.60%,53.60%,76.70%,,,454,5,454s5
2010,Daniel Nava,BOS,188,1,1,24.50%,10.10%,0.333,0.118,2.00%,44.70%,95,10.20%,25.60%,42.40%,75.60%,,,5450,1,5450s1
2010,Shelley Duncan,CLE,259,11,1,29.30%,10.00%,0.294,0.188,12.80%,55.80%,102,12.50%,34.80%,47.20%,73.20%,,,3620,1,3620s1
2010,Yorvit Torrealba,SDP,363,7,7,18.50%,9.10%,0.321,0.108,10.90%,25.10%,105,9.50%,25.90%,43.60%,78.10%,,,1135,5,1135s5
2010,Cody Ross,- - -,569,14,9,21.30%,6.50%,0.324,0.145,10.20%,33.70%,96,10.10%,31.90%,46.30%,78.00%,,,1760,5,1760s5
2010,Placido Polanco,PHI,602,6,5,7.80%,5.30%,0.312,0.088,3.40%,34.60%,96,3.80%,26.30%,45.40%,91.40%,,,1176,5,1176s5
2010,Aramis Ramirez,CHC,507,25,0,17.80%,6.70%,0.245,0.211,11.60%,56.80%,94,10.60%,32.10%,52.10%,79.40%,,,1002,5,1002s5
2010,Scott Podsednik,- - -,595,6,35,13.90%,6.70%,0.338,0.085,4.30%,31.00%,99,3.70%,24.70%,38.10%,90.30%,,,1095,5,1095s5
2010,Brennan Boesch,DET,512,14,7,19.30%,7.80%,0.297,0.159,9.60%,39.70%,96,12.20%,39.80%,56.20%,77.90%,,,914,1,914s1
2010,Jose Guillen,- - -,577,19,1,19.60%,5.50%,0.291,0.158,11.70%,38.80%,98,10.20%,34.20%,48.50%,78.80%,,,57,5,57s5
2010,Alexi Casilla,MIN,170,1,6,10.00%,7.60%,0.304,0.118,2.10%,37.30%,97,4.90%,32.40%,44.00%,88.70%,,,5248,4,5248s4
2010,Paul Janish,CIN,228,5,1,13.20%,9.60%,0.283,0.125,5.70%,51.50%,94,5.30%,26.20%,43.70%,87.80%,,,7412,2,7412s2
2010,Marco Scutaro,BOS,695,11,5,10.20%,7.60%,0.295,0.112,4.70%,41.90%,93,2.00%,18.80%,36.90%,94.80%,,,1555,5,1555s5
2010,Casey Blake,LAD,571,17,0,24.20%,8.40%,0.305,0.159,12.30%,36.90%,101,8.10%,26.40%,41.30%,80.10%,,,719,5,719s5
2010,Alex Gonzalez,- - -,640,23,1,18.40%,4.80%,0.275,0.197,9.80%,49.00%,96,11.30%,39.60%,52.30%,78.50%,,,520,4,520s4
2010,Ryan Sweeney,OAK,331,1,1,12.40%,7.30%,0.333,0.089,1.40%,27.90%,100,3.70%,25.40%,43.10%,91.30%,,,6352,3,6352s3
2010,Chris Coghlan,FLA,400,5,10,21.00%,8.30%,0.336,0.115,7.50%,24.70%,94,7.80%,26.30%,42.80%,81.60%,,,6878,2,6878s2
2010,Adam Rosales,OAK,279,7,2,23.30%,6.80%,0.335,0.129,10.80%,34.00%,99,10.50%,30.80%,49.50%,78.70%,,,9682,2,9682s2
2010,Orlando Hudson,MIN,559,6,10,15.60%,8.90%,0.312,0.105,4.80%,30.90%,96,5.60%,22.40%,41.50%,86.50%,,,1307,5,1307s5
2010,Matt Diaz,ATL,244,7,3,18.00%,5.30%,0.282,0.188,11.90%,32.60%,94,10.80%,37.00%,54.70%,79.90%,,,1771,5,1771s5
2010,Ty Wigginton,BAL,649,22,0,17.90%,7.70%,0.27,0.167,12.50%,37.10%,93,9.40%,25.80%,46.80%,80.00%,,,1491,5,1491s5
2010,Derek Jeter,NYY,739,10,18,14.30%,8.50%,0.307,0.1,9.80%,18.40%,93,6.70%,27.60%,46.50%,85.50%,,,826,5,826s5
2010,Nick Hundley,SDP,307,8,0,21.50%,8.10%,0.293,0.168,9.50%,39.60%,101,10.30%,27.90%,48.60%,78.70%,,,3376,3,3376s3
2010,Ben Zobrist,TBR,655,10,24,16.30%,14.00%,0.273,0.115,6.00%,38.10%,100,5.80%,24.80%,37.40%,84.40%,,,7435,5,7435s5
2010,Will Venable,SDP,445,13,29,28.80%,10.10%,0.324,0.163,11.20%,44.10%,101,12.80%,33.00%,47.70%,72.60%,,,211,3,211s3
2010,Francisco Cervelli,NYY,317,0,1,13.20%,10.40%,0.316,0.064,0.00%,34.20%,92,5.90%,21.00%,40.80%,85.40%,,,5275,2,5275s2
2010,James Loney,LAD,648,10,10,14.70%,8.00%,0.302,0.128,6.30%,32.20%,97,5.30%,26.60%,42.90%,87.40%,,,4556,5,4556s5
2010,Corey Patterson,BAL,341,8,21,22.00%,5.90%,0.332,0.136,9.40%,38.10%,92,12.50%,39.30%,51.70%,75.10%,,,300,4,300s4
2010,Mark Teahen,CHW,262,4,3,23.30%,9.50%,0.329,0.124,7.70%,29.90%,90,9.20%,25.50%,41.40%,77.80%,,,4511,5,4511s5
2010,Juan Rivera,LAA,455,15,2,12.70%,7.30%,0.261,0.156,10.80%,38.60%,98,7.70%,29.80%,45.50%,83.00%,,,843,4,843s4
2010,Howie Kendrick,LAA,658,10,14,14.30%,4.30%,0.313,0.128,6.90%,28.10%,98,7.60%,30.40%,45.60%,83.10%,,,4229,5,4229s5
2010,Pablo Sandoval,SFG,616,13,3,13.10%,7.60%,0.291,0.14,7.00%,38.50%,96,9.60%,43.00%,56.40%,82.80%,,,5409,3,5409s3
2010,Brandon Inge,DET,580,13,4,23.10%,9.30%,0.305,0.15,7.40%,45.20%,92,11.30%,27.00%,45.70%,75.10%,,,470,5,470s5
2010,Lastings Milledge,PIT,412,4,5,15.00%,6.80%,0.323,0.103,3.90%,32.90%,95,11.30%,32.30%,49.90%,77.20%,,,6441,5,6441s5
2010,Mitch Maier,KCR,421,5,3,16.20%,9.70%,0.307,0.113,3.70%,44.30%,93,6.10%,24.60%,41.90%,85.20%,,,5588,2,5588s2
2010,Garrett Jones,PIT,654,21,7,18.80%,8.10%,0.274,0.167,11.20%,39.20%,95,9.50%,30.30%,47.10%,79.70%,,,2714,2,2714s2
2010,J.J. Hardy,MIN,375,6,1,14.40%,7.50%,0.299,0.126,6.10%,33.80%,93,5.60%,25.40%,39.60%,85.50%,,,3797,5,3797s5
2010,Chris Carter,NYM,180,4,1,9.40%,6.70%,0.274,0.126,5.60%,47.30%,95,6.70%,36.30%,48.20%,86.00%,,,7707,1,7707s1
2010,Mike Fontenot,- - -,261,1,1,15.70%,5.70%,0.335,0.092,1.80%,28.00%,91,7.70%,30.80%,47.10%,83.60%,,,3912,4,3912s4
2010,Rick Ankiel,- - -,240,6,3,29.60%,10.80%,0.319,0.156,13.00%,32.60%,92,17.90%,32.10%,51.60%,64.80%,,,1142,4,1142s4
2010,A.J. Ellis,LAD,128,0,0,14.10%,10.90%,0.33,0.046,0.00%,32.20%,96,4.60%,22.90%,37.30%,87.40%,,,5677,1,5677s1
2010,Felix Pie,BAL,308,5,5,16.90%,4.20%,0.316,0.139,7.20%,29.10%,90,8.50%,35.90%,51.70%,83.70%,,,3751,3,3751s3
2010,Jonathan Herrera,COL,257,1,2,14.00%,9.70%,0.33,0.059,1.70%,31.90%,78,4.90%,23.40%,36.60%,86.40%,,,4182,1,4182s1
2010,Chris Iannetta,COL,223,9,1,21.50%,13.50%,0.212,0.186,14.10%,45.40%,78,9.70%,23.00%,44.70%,77.90%,,,8267,4,8267s4
2010,Ryan Kalish,BOS,179,4,10,21.20%,6.70%,0.303,0.153,8.90%,35.70%,87,6.70%,22.10%,42.30%,84.00%,,,6962,1,6962s1
2010,Chase Headley,SDP,674,11,17,20.60%,8.30%,0.323,0.111,6.40%,36.00%,98,8.80%,26.60%,44.10%,79.80%,,,4720,3,4720s3
2010,Blake DeWitt,- - -,496,5,3,17.30%,9.50%,0.313,0.111,4.00%,35.00%,92,7.00%,29.40%,43.50%,83.80%,,,7485,2,7485s2
2010,Sean Rodriguez,TBR,378,9,13,25.70%,5.60%,0.324,0.146,9.70%,39.40%,96,12.50%,29.90%,47.30%,73.50%,,,6589,2,6589s2
2010,Edgar Renteria,SFG,267,3,3,16.10%,7.90%,0.323,0.099,4.20%,36.50%,94,8.50%,25.30%,44.80%,81.00%,,,1178,5,1178s5
2010,Travis Ishikawa,SFG,173,3,0,16.80%,7.50%,0.307,0.127,7.10%,32.30%,94,9.80%,33.70%,49.20%,79.80%,,,4793,3,4793s3
2010,Danny Espinosa,WSN,112,6,0,26.80%,8.00%,0.239,0.233,18.20%,45.80%,90,14.50%,29.90%,47.70%,69.30%,,,9219,1,9219s1
2010,John McDonald,TOR,163,6,2,16.00%,3.70%,0.26,0.204,10.30%,45.30%,90,7.30%,40.10%,51.80%,85.70%,,,395,5,395s5
2010,Rod Barajas,- - -,339,17,0,15.90%,3.80%,0.236,0.208,9.80%,66.20%,93,10.90%,41.90%,53.10%,79.10%,,,45,5,45s5
2010,Gordon Beckham,CHW,498,9,4,18.50%,7.40%,0.297,0.126,6.90%,37.00%,86,9.60%,31.40%,49.30%,80.50%,,,9015,2,9015s2
2010,Bobby Wilson,LAA,106,4,0,21.70%,7.50%,0.261,0.188,11.80%,47.20%,94,8.60%,32.80%,50.10%,82.60%,,,6564,1,6564s1
2010,Carlos Lee,HOU,649,24,3,9.10%,5.70%,0.238,0.17,9.50%,45.80%,89,6.00%,33.40%,49.10%,87.70%,,,243,5,243s5
2010,Adam Lind,TOR,613,23,0,23.50%,6.20%,0.277,0.188,13.30%,40.40%,89,10.70%,33.60%,49.10%,78.20%,,,8027,4,8027s4
2010,George Kottaras,MIL,250,9,2,17.60%,13.20%,0.209,0.193,11.70%,44.80%,88,6.30%,18.20%,37.30%,82.90%,,,5506,2,5506s2
2010,Jhonny Peralta,- - -,615,15,1,16.70%,8.60%,0.275,0.143,7.50%,43.40%,91,9.50%,30.80%,48.40%,80.20%,,,1738,5,1738s5
2010,Rajai Davis,OAK,561,5,50,13.90%,4.60%,0.322,0.093,3.00%,36.90%,92,7.70%,33.50%,49.30%,84.30%,,,3708,4,3708s4
2010,Allen Craig,STL,124,4,0,21.00%,7.30%,0.282,0.167,11.40%,39.30%,90,10.40%,31.70%,48.70%,78.20%,,,3433,1,3433s1
2010,Eli Whiteside,SFG,141,4,1,24.80%,5.70%,0.299,0.159,10.50%,41.80%,92,11.10%,31.50%,48.20%,77.20%,,,3536,2,3536s2
2010,Kila Ka'aihue,KCR,206,8,0,18.90%,11.70%,0.231,0.178,11.40%,49.30%,89,7.60%,25.20%,38.90%,80.20%,,,4707,1,4707s1
2010,Jimmy Rollins,PHI,394,8,17,8.10%,10.20%,0.246,0.131,6.70%,37.40%,88,4.10%,22.70%,39.90%,89.70%,,,971,5,971s5
2010,Michael Bourn,HOU,605,2,52,18.00%,9.80%,0.329,0.08,2.10%,23.20%,89,7.30%,23.30%,40.30%,81.80%,,,6387,4,6387s4
2010,Cliff Pennington,OAK,576,6,29,16.70%,8.70%,0.296,0.118,3.40%,43.00%,91,5.80%,26.10%,43.50%,86.60%,,,3395,3,3395s3
2010,Ryan Langerhans,SEA,132,3,4,38.60%,18.20%,0.34,0.121,12.50%,42.90%,94,13.60%,21.50%,37.60%,63.90%,,,98,5,98s5
2010,Jason Repko,MIN,146,3,3,26.00%,8.90%,0.302,0.118,7.50%,46.50%,87,10.90%,31.00%,43.80%,74.70%,,,2628,2,2628s2
2010,Maicer Izturis,LAA,238,3,7,11.30%,8.80%,0.272,0.113,4.10%,39.70%,92,3.70%,27.00%,39.70%,90.80%,,,2437,5,2437s5
2010,Denard Span,MIN,705,3,26,10.50%,8.50%,0.294,0.084,2.00%,27.60%,87,3.10%,18.70%,39.30%,92.00%,,,8347,3,8347s3
2010,Delwyn Young,PIT,207,7,1,25.10%,6.30%,0.286,0.178,12.50%,40.00%,89,11.10%,38.60%,50.10%,77.70%,,,4563,3,4563s3
2010,Miguel Tejada,- - -,681,15,2,9.80%,4.40%,0.28,0.112,8.20%,32.00%,88,5.70%,35.20%,51.20%,88.90%,,,941,5,941s5
2010,Ian Desmond,WSN,574,10,17,19.00%,4.90%,0.317,0.124,7.70%,31.60%,86,10.20%,32.40%,48.00%,78.40%,,,6885,1,6885s1
2010,Omar Vizquel,CHW,391,2,11,11.50%,8.70%,0.309,0.055,2.00%,32.70%,83,4.80%,23.30%,41.60%,88.40%,,,411,5,411s5
2010,Craig Tatum,BAL,126,0,1,16.70%,9.50%,0.344,0.035,0.00%,26.90%,85,7.60%,23.40%,45.40%,83.20%,,,7468,1,7468s1
2010,Jorge Cantu,- - -,515,11,0,18.40%,5.60%,0.295,0.136,7.30%,39.10%,83,10.10%,35.00%,49.60%,79.60%,,,2521,5,2521s5
2010,Russell Martin,LAD,387,5,6,15.80%,12.40%,0.287,0.085,6.50%,28.30%,90,7.30%,22.10%,41.70%,82.00%,,,4616,5,4616s5
2010,Roger Bernadina,WSN,461,11,16,20.20%,7.60%,0.288,0.138,8.90%,39.40%,86,9.10%,25.90%,42.30%,78.40%,,,6421,1,6421s1
2010,Jason Donald,CLE,325,4,5,21.50%,6.80%,0.32,0.125,6.20%,29.80%,90,11.10%,35.30%,51.00%,77.90%,,,9331,1,9331s1
2010,Matt Wieters,BAL,502,11,0,18.70%,9.40%,0.287,0.128,8.00%,38.30%,84,7.30%,29.40%,43.20%,82.70%,,,4298,2,4298s2
2010,Chris Snyder,- - -,376,15,0,25.00%,13.80%,0.241,0.169,15.30%,43.40%,82,9.60%,21.00%,38.20%,74.30%,,,4606,5,4606s5
2010,Jason Bartlett,TBR,532,4,11,15.60%,8.50%,0.299,0.096,3.00%,34.50%,91,7.00%,23.90%,43.20%,83.50%,,,8219,5,8219s5
2010,Reid Brignac,TBR,326,8,3,23.60%,6.10%,0.317,0.13,8.60%,42.10%,90,11.20%,41.10%,52.80%,78.50%,,,8380,1,8380s1
2010,Ramon Santiago,DET,367,3,2,15.30%,8.20%,0.308,0.063,4.00%,29.60%,84,5.20%,27.40%,45.60%,88.70%,,,1417,3,1417s3
2010,Alex Gordon,KCR,281,8,1,22.10%,12.10%,0.254,0.14,11.30%,39.20%,85,9.10%,21.90%,41.60%,78.10%,,,5209,4,5209s4
2010,Andres Blanco,TEX,185,0,0,13.00%,5.90%,0.319,0.072,0.00%,34.00%,78,7.70%,32.50%,47.40%,83.60%,,,1907,2,1907s2
2010,Jose Molina,TOR,183,6,1,19.70%,4.90%,0.28,0.132,13.30%,34.60%,85,11.60%,37.80%,57.10%,79.80%,,,25,5,25s5
2010,Asdrubal Cabrera,CLE,425,3,6,14.10%,5.90%,0.318,0.071,3.00%,31.40%,88,5.00%,26.80%,44.00%,88.60%,,,4962,4,4962s4
2010,Yuniesky Betancourt,KCR,588,16,2,10.90%,3.90%,0.267,0.146,7.60%,42.40%,84,6.40%,37.30%,53.20%,87.80%,,,8585,5,8585s5
2010,A.J. Pierzynski,CHW,503,9,3,7.80%,3.00%,0.278,0.118,5.80%,35.90%,80,7.70%,40.80%,56.00%,86.20%,,,746,5,746s5
2010,Juan Pierre,CHW,734,1,68,6.40%,6.10%,0.294,0.041,0.80%,22.60%,80,2.10%,26.30%,40.40%,94.80%,,,443,5,443s5
2010,Andy Marte,CLE,188,5,0,18.60%,9.00%,0.26,0.153,7.40%,50.00%,88,7.70%,24.80%,40.70%,81.20%,,,3203,4,3203s4
2010,Mark Kotsay,CHW,359,8,1,10.00%,8.90%,0.247,0.138,6.80%,40.50%,80,4.50%,22.50%,44.00%,89.50%,,,1042,5,1042s5
2010,Yunel Escobar,- - -,567,4,6,10.10%,9.90%,0.282,0.062,3.30%,28.40%,83,6.30%,24.10%,44.10%,85.70%,,,4191,4,4191s4
2010,Geoff Blum,HOU,218,2,0,15.10%,6.90%,0.311,0.089,3.40%,34.90%,84,7.20%,30.50%,43.80%,83.30%,,,550,5,550s5
2010,Skip Schumaker,STL,529,5,5,12.10%,8.10%,0.294,0.074,6.20%,19.60%,85,4.70%,30.70%,45.40%,89.50%,,,3704,4,3704s4
2010,Justin Smoak,- - -,397,13,1,22.90%,11.60%,0.255,0.152,12.70%,39.20%,81,9.40%,26.30%,42.30%,77.30%,,,9054,1,9054s1
2010,Conor Jackson,- - -,241,2,6,11.20%,12.90%,0.261,0.091,3.10%,35.70%,79,5.30%,21.50%,39.10%,86.40%,,,5997,5,5997s5
2010,Willie Bloomquist,- - -,199,3,8,14.10%,4.50%,0.299,0.112,5.40%,35.00%,82,5.60%,29.90%,48.00%,88.30%,,,1066,5,1066s5
