idlevelorg,Name,Org,Age,Level,PA,xSpect,K%,ISO,BB%,OPS,BABIP,AVG,OBP,SLG,XBH,HR,SB,CS,eFB%,eGB%,eLD%,Days,Date
sa3010899-AA-MIA,Troy Johnston,MIA,25,AA,41,0.826,0.171,0.282,0.0,1.333,0.571,0.538,0.512,0.821,8,1,0,0,0.4,0.257,0.371,14,2022-06-03
sa1115762-AAA-KCR,Vinnie Pasquantino,KCR,24,AAA,50,1.905,0.14,0.533,0.08,1.331,0.324,0.378,0.42,0.911,11,6,0,0,0.412,0.324,0.235,14,2022-06-03
sa3014693-A-MIN,Emmanuel Rodriguez,MIN,19,A,51,0.773,0.275,0.424,0.353,1.326,0.5,0.333,0.569,0.758,6,3,1,1,0.188,0.312,0.438,14,2022-06-03
sa3008765-A+-TEX,Luisangel Acuna,TEX,20,A+,24,1.588,0.167,0.529,0.292,1.324,0.2,0.294,0.5,0.824,3,3,3,1,0.4,0.6,0.1,14,2022-06-03
sa3010848-AA-BAL,Maverick Handley,BAL,24,AA,37,1.343,0.108,0.29,0.108,1.315,0.481,0.484,0.541,0.774,5,2,0,1,0.407,0.296,0.259,14,2022-06-03
sa1115829-AAA-BAL,Kyle Stowers,BAL,24,AAA,46,0.969,0.239,0.463,0.087,1.31,0.44,0.39,0.457,0.854,9,5,1,0,0.32,0.4,0.28,14,2022-06-03
sa3005570-A-LAD,Yunior Garcia,LAD,20,A,28,1.273,0.143,0.364,0.179,1.308,0.438,0.409,0.536,0.773,4,2,0,0,0.25,0.438,0.312,14,2022-06-03
sa3010696-A+-HOU,Colin Barber,HOU,21,A+,34,1.259,0.118,0.296,0.176,1.3,0.476,0.444,0.559,0.741,4,2,0,2,0.238,0.571,0.19,14,2022-06-03
5486-AAA-MIL,Abraham Almonte,MIL,33,AAA,49,1.429,0.184,0.525,0.184,1.299,0.28,0.325,0.449,0.85,9,6,0,0,0.6,0.32,0.08,14,2022-06-03
sa3005586-A-TOR,Jommer Hernandez,TOR,21,A,11,0.0,0.091,0.0,0.364,1.299,0.667,0.571,0.727,0.571,0,0,0,0,0.0,0.833,0.0,14,2022-06-03
sa3017215-A+-HOU,Quincy Hamilton,HOU,24,A+,35,0.806,0.2,0.323,0.114,1.288,0.565,0.452,0.514,0.774,7,1,2,1,0.435,0.261,0.304,14,2022-06-03
sa881850-AAA-BOS,Ronaldo Hernandez,BOS,24,AAA,37,1.343,0.108,0.29,0.081,1.288,0.481,0.484,0.514,0.774,5,2,0,0,0.37,0.407,0.222,14,2022-06-03
sa915708-AA-DET,Dane Myers,DET,26,AA,12,1.333,0.167,0.444,0.167,1.278,0.333,0.333,0.5,0.778,2,1,1,1,0.167,0.667,0.167,14,2022-06-03
sa657521-AAA-KCR,Angelo Castellano,KCR,27,AAA,28,4.941,0.036,0.353,0.214,1.277,0.333,0.353,0.571,0.706,4,1,1,1,0.4,0.2,0.267,14,2022-06-03
sa3014448-A+-TEX,Trevor Hauver,TEX,23,A+,50,1.126,0.18,0.405,0.22,1.277,0.375,0.351,0.52,0.757,7,4,0,0,0.333,0.5,0.167,14,2022-06-03
18032-AAA-MIL,Mark Mathias,MIL,27,AAA,21,1.633,0.143,0.467,0.238,1.276,0.25,0.333,0.476,0.8,3,2,1,0,0.5,0.417,0.167,14,2022-06-03
sa3009845-A-HOU,Kenedy Corona,HOU,22,A,50,1.208,0.18,0.435,0.06,1.266,0.387,0.391,0.44,0.826,8,6,2,0,0.452,0.419,0.161,14,2022-06-03
18206-AAA-NYM,Nick Dini,NYM,28,AAA,25,1.42,0.16,0.455,0.08,1.258,0.333,0.364,0.44,0.818,4,3,0,0,0.8,0.133,0.0,14,2022-06-03
sa3014466-AAA-STL,Alec Burleson,STL,23,AAA,57,1.658,0.088,0.291,0.018,1.255,0.478,0.473,0.491,0.764,8,4,1,0,0.326,0.413,0.283,14,2022-06-03
sa738505-AAA-CIN,Chris Okey,CIN,27,AAA,11,0.55,0.364,0.4,0.091,1.255,0.667,0.4,0.455,0.8,2,0,0,0,0.167,0.167,0.667,14,2022-06-03
sa3006677-AA-TBR,Jacson McGowan,TBR,25,AA,15,0.383,0.467,0.357,0.0,1.252,0.833,0.429,0.467,0.786,3,1,0,0,0.5,0.167,0.333,14,2022-06-03
sa3007516-AAA-OAK,Jonah Bride,OAK,26,AAA,32,1.333,0.094,0.25,0.094,1.246,0.5,0.464,0.531,0.714,5,1,0,0,0.292,0.5,0.25,14,2022-06-03
19354-AAA-TBR,Luke Raley,TBR,27,AAA,33,0.825,0.242,0.4,0.152,1.245,0.375,0.36,0.485,0.76,4,3,0,0,0.375,0.5,0.188,14,2022-06-03
sa3017342-A+-TBR,Kyle Manzardo,TBR,21,A+,39,1.433,0.179,0.514,0.077,1.242,0.28,0.343,0.385,0.857,7,5,0,0,0.48,0.36,0.16,14,2022-06-03
sa3007028-AA-MIN,Chris Williams,MIN,25,AA,34,0.787,0.235,0.37,0.206,1.241,0.471,0.37,0.5,0.741,6,2,0,0,0.471,0.294,0.235,14,2022-06-03
sa3008865-A-TOR,Gabriel Martinez,TOR,19,A,39,1.76,0.103,0.361,0.077,1.239,0.393,0.417,0.462,0.778,5,4,0,0,0.357,0.464,0.214,14,2022-06-03
8418-AA-WSN,Ehire Adrianza,WSN,32,AA,20,0.833,0.15,0.25,0.15,1.238,0.5,0.438,0.55,0.688,2,1,0,0,0.417,0.333,0.333,14,2022-06-03
sa3011257-AA-SFG,Tyler Fitzgerald,SFG,24,AA,42,0.805,0.214,0.345,0.19,1.237,0.444,0.345,0.548,0.69,6,2,0,0,0.722,0.167,0.056,14,2022-06-03
sa913274-AAA-HOU,Corey Julks,HOU,26,AAA,54,0.87,0.259,0.451,0.056,1.231,0.419,0.373,0.407,0.824,10,6,0,0,0.355,0.355,0.29,14,2022-06-03
sa3004819-AA-DET,Quincy Nieporte,DET,27,AA,48,5.684,0.042,0.474,0.146,1.227,0.212,0.316,0.438,0.789,8,5,0,0,0.455,0.333,0.212,14,2022-06-03
26288-A+-BAL,Adley Rutschman,BAL,24,A+,15,inf,0.0,0.231,0.133,1.226,0.462,0.462,0.533,0.692,3,0,0,0,0.231,0.385,0.385,14,2022-06-03
sa3016860-A+-SEA,Cole Barr,SEA,24,A+,30,1.0,0.167,0.333,0.1,1.208,0.412,0.375,0.5,0.708,4,2,4,0,0.235,0.471,0.353,14,2022-06-03
sa3016830-A-SDP,Cole Cummings,SDP,24,A,25,1.071,0.2,0.429,0.12,1.202,0.357,0.333,0.44,0.762,4,2,1,0,0.714,0.071,0.214,14,2022-06-03
sa873706-AAA-LAA,David MacKinnon,LAA,27,AAA,52,0.825,0.212,0.349,0.154,1.202,0.448,0.372,0.481,0.721,8,3,1,0,0.345,0.31,0.345,14,2022-06-03
sa872729-A+-SEA,Dariel Gomez,SEA,25,A+,40,0.798,0.35,0.559,0.125,1.199,0.267,0.265,0.375,0.824,9,5,0,0,0.6,0.267,0.267,14,2022-06-03
sa3004780-AA-SFG,Shane Matheny,SFG,26,AA,18,1.125,0.167,0.375,0.056,1.194,0.417,0.375,0.444,0.75,3,1,0,0,0.333,0.583,0.167,14,2022-06-03
sa3010177-A+-BOS,Alex Erro,BOS,24,A+,13,0.0,0.154,0.0,0.385,1.192,0.667,0.5,0.692,0.5,0,0,0,0,0.333,0.5,0.167,14,2022-06-03
sa3003959-AAA-TOR,Cullen Large,TOR,26,AAA,20,1.053,0.2,0.421,0.05,1.189,0.385,0.368,0.4,0.789,4,2,1,0,0.692,0.385,0.077,14,2022-06-03
sa3004297-AA-MIL,Brent Diaz,MIL,26,AA,21,1.853,0.095,0.353,0.143,1.182,0.308,0.353,0.476,0.706,2,2,0,0,0.615,0.231,0.154,14,2022-06-03
14553-AAA-SDP,Nomar Mazara,SDP,27,AAA,36,0.728,0.222,0.324,0.056,1.18,0.5,0.412,0.444,0.735,7,2,0,0,0.333,0.25,0.417,14,2022-06-03
19977-AAA-WSN,Tres Barrera,WSN,27,AAA,31,1.192,0.129,0.308,0.161,1.176,0.4,0.385,0.484,0.692,4,2,0,1,0.4,0.5,0.15,14,2022-06-03
sa3006889-A-LAA,D'Shawn Knowles,LAA,21,A,16,0.889,0.188,0.333,0.062,1.171,0.455,0.4,0.438,0.733,3,1,1,0,0.364,0.545,0.091,14,2022-06-03
sa917141-AAA-SDP,Kelvin Melean,SDP,23,AAA,19,1.018,0.105,0.214,0.211,1.169,0.429,0.429,0.526,0.643,3,0,0,0,0.071,0.643,0.286,14,2022-06-03
sa3008767-A-SFG,Victor Bericoto,SFG,20,A,35,0.431,0.2,0.172,0.171,1.164,0.591,0.448,0.543,0.621,5,0,0,0,0.227,0.455,0.318,14,2022-06-03
sa3008239-AA-COL,Ezequiel Tovar,COL,20,AA,49,0.795,0.224,0.357,0.122,1.163,0.407,0.357,0.449,0.714,6,4,4,1,0.407,0.333,0.222,14,2022-06-03
sa3014464-AA-STL,Jordan Walker,STL,20,AA,44,0.754,0.227,0.343,0.159,1.163,0.435,0.343,0.477,0.686,7,2,1,0,0.304,0.522,0.217,14,2022-06-03
19956-A-PHI,Mickey Moniak,PHI,24,A,13,0.65,0.231,0.3,0.0,1.162,0.444,0.4,0.462,0.7,2,0,0,0,0.444,0.222,0.222,14,2022-06-03
sa915652-AAA-COL,Sean Bouchard,COL,26,AAA,26,0.91,0.192,0.35,0.154,1.162,0.375,0.35,0.462,0.7,4,1,2,0,0.438,0.25,0.312,14,2022-06-03
sa604598-AAA-WSN,Joey Meneses,WSN,30,AAA,46,1.232,0.152,0.375,0.109,1.16,0.321,0.35,0.435,0.725,5,5,0,0,0.429,0.357,0.214,14,2022-06-03
sa917068-AA-COL,Daniel Montano,COL,23,AA,10,0.0,0.3,0.0,0.1,1.156,0.833,0.556,0.6,0.556,0,0,1,0,0.167,0.333,0.5,14,2022-06-03
sa3017282-A-SFG,Vaun Brown,SFG,24,A,43,0.498,0.279,0.278,0.093,1.155,0.565,0.389,0.488,0.667,7,1,6,0,0.478,0.261,0.261,14,2022-06-03
sa3017852-A-TBR,Bobby Seymour,TBR,23,A,46,1.376,0.13,0.359,0.13,1.153,0.323,0.359,0.435,0.718,6,4,1,0,0.355,0.484,0.194,14,2022-06-03
sa3008246-A+-TBR,Beau Brundage,TBR,25,A+,26,0.91,0.308,0.56,0.038,1.148,0.286,0.28,0.308,0.84,6,3,1,0,0.429,0.5,0.143,14,2022-06-03
14352-AAA-HOU,Lewis Brinson,HOU,28,AAA,50,0.572,0.32,0.366,0.14,1.147,0.435,0.341,0.44,0.707,7,4,0,1,0.391,0.391,0.261,14,2022-06-03
sa3004972-A+-LAD,Imanol Vargas,LAD,24,A+,49,0.535,0.347,0.371,0.245,1.147,0.429,0.286,0.49,0.657,5,4,0,0,0.571,0.214,0.286,14,2022-06-03
16448-AAA-BAL,Jacob Nottingham,BAL,27,AAA,33,1.269,0.152,0.385,0.182,1.147,0.278,0.308,0.455,0.692,4,3,2,0,0.333,0.5,0.167,14,2022-06-03
sa737626-AAA-STL,Ben DeLuzio,STL,27,AAA,50,2.131,0.08,0.341,0.1,1.145,0.351,0.364,0.44,0.705,9,3,8,0,0.297,0.405,0.27,14,2022-06-03
sa3004165-AAA-PIT,Bligh Madris,PIT,26,AAA,45,0.663,0.244,0.324,0.178,1.142,0.435,0.351,0.467,0.676,6,3,1,0,0.304,0.435,0.304,14,2022-06-03
12092-AAA-HOU,Niko Goodrum,HOU,30,AAA,49,0.681,0.184,0.25,0.265,1.142,0.44,0.361,0.531,0.611,5,2,1,0,0.28,0.44,0.28,14,2022-06-03
sa738999-AA-CIN,Robbie Tenerowicz,CIN,27,AA,37,0.718,0.216,0.31,0.162,1.142,0.421,0.345,0.486,0.655,5,2,0,0,0.526,0.368,0.105,14,2022-06-03
sa3014696-A-NYY,Jasson Dominguez,NYY,19,A,51,0.559,0.235,0.263,0.216,1.141,0.462,0.368,0.51,0.632,5,2,4,0,0.385,0.423,0.154,14,2022-06-03
sa828422-AA-ATL,Hendrik Clementina,ATL,25,AA,36,0.397,0.306,0.242,0.083,1.139,0.6,0.424,0.472,0.667,4,2,1,0,0.25,0.25,0.45,14,2022-06-03
sa738300-AAA-CHC,Narciso Crook,CHC,26,AAA,22,0.496,0.318,0.316,0.136,1.139,0.545,0.368,0.455,0.684,3,1,1,1,0.182,0.364,0.273,14,2022-06-03
sa3016861-A-MIA,Zach Zubia,MIA,24,A,37,0.727,0.27,0.393,0.243,1.138,0.333,0.286,0.459,0.679,5,3,0,0,0.467,0.133,0.467,14,2022-06-03
sa3014884-A+-ATL,Landon Stephens,ATL,24,A+,48,1.125,0.167,0.375,0.146,1.138,0.321,0.325,0.438,0.7,7,4,1,0,0.607,0.25,0.179,14,2022-06-03
sa873990-AAA-OAK,Vince Fernandez,OAK,26,AAA,30,0.833,0.2,0.333,0.067,1.137,0.389,0.37,0.433,0.704,3,3,0,0,0.333,0.222,0.444,14,2022-06-03
sa3007750-AA-KCR,Logan Porter,KCR,26,AA,35,0.463,0.2,0.185,0.229,1.135,0.55,0.407,0.543,0.593,5,0,0,0,0.35,0.4,0.25,14,2022-06-03
sa3007976-AA-CHC,Levi Jordan,CHC,26,AA,40,6.25,0.025,0.312,0.125,1.131,0.286,0.344,0.475,0.656,4,3,1,1,0.5,0.357,0.143,14,2022-06-03
sa857823-AA-LAA,Preston Palmeiro,LAA,27,AA,37,1.423,0.108,0.308,0.297,1.129,0.3,0.308,0.514,0.615,4,2,0,0,0.5,0.25,0.2,14,2022-06-03
sa3017109-A-BOS,Tyler Miller,BOS,22,A,48,1.6,0.104,0.333,0.104,1.128,0.333,0.357,0.438,0.69,5,4,0,0,0.394,0.333,0.242,14,2022-06-03
sa3007013-A+-TEX,Scott Kapers,TEX,25,A+,20,0.625,0.4,0.5,0.1,1.128,0.286,0.278,0.35,0.778,3,3,0,0,0.714,0.143,0.0,14,2022-06-03
sa872765-A+-WSN,Omar Meregildo,WSN,24,A+,55,0.573,0.327,0.375,0.091,1.127,0.44,0.333,0.418,0.708,8,5,0,0,0.6,0.24,0.16,14,2022-06-03
19878-AAA-CHW,Adam Haseley,CHW,26,AAA,46,0.89,0.174,0.31,0.065,1.125,0.4,0.381,0.435,0.69,5,4,7,0,0.3,0.467,0.233,14,2022-06-03
sa3015137-AA-CHW,Yoelqui Cespedes,CHW,24,AA,36,0.86,0.222,0.382,0.028,1.124,0.391,0.353,0.389,0.735,7,3,2,1,0.435,0.304,0.261,14,2022-06-03
17837-AA-MIL,Jakson Reetz,MIL,26,AA,45,0.726,0.222,0.323,0.2,1.124,0.333,0.29,0.511,0.613,4,3,0,0,0.389,0.389,0.222,14,2022-06-03
sa876060-AA-MIA,Griffin Conine,MIA,24,AA,36,0.589,0.333,0.393,0.194,1.123,0.385,0.286,0.444,0.679,5,3,0,0,0.462,0.308,0.231,14,2022-06-03
sa3011227-AA-BOS,Christian Koss,BOS,24,AA,46,0.732,0.217,0.318,0.022,1.118,0.469,0.386,0.413,0.705,7,2,3,0,0.375,0.469,0.156,14,2022-06-03
16357-AAA-MIL,Pablo Reyes,MIL,28,AAA,49,3.811,0.041,0.311,0.082,1.117,0.333,0.378,0.429,0.689,6,4,5,0,0.333,0.385,0.282,14,2022-06-03
sa917030-AA-SDP,Esteury Ruiz,SDP,23,AA,55,1.27,0.145,0.37,0.073,1.117,0.333,0.348,0.4,0.717,9,4,13,1,0.417,0.278,0.278,14,2022-06-03
sa3011309-A-BAL,Darell Hernaiz,BAL,20,A,14,inf,0.0,0.091,0.071,1.117,0.455,0.455,0.571,0.545,1,0,1,0,0.273,0.545,0.182,14,2022-06-03
sa1115910-AA-KCR,Michael Massey,KCR,24,AA,58,0.845,0.121,0.204,0.121,1.115,0.432,0.429,0.483,0.633,6,2,5,1,0.432,0.318,0.25,14,2022-06-03
sa3008365-AA-TBR,Ronny Simon,TBR,22,AA,17,0.607,0.235,0.286,0.176,1.113,0.444,0.357,0.471,0.643,2,1,2,1,0.444,0.444,0.222,14,2022-06-03
24589-AAA-CLE,Richie Palacios,CLE,25,AAA,13,2.955,0.077,0.455,0.154,1.112,0.222,0.273,0.385,0.727,2,1,1,0,0.222,0.444,0.333,14,2022-06-03
sa3011484-AA-BAL,Gunnar Henderson,BAL,21,AA,49,0.987,0.143,0.282,0.163,1.11,0.394,0.359,0.469,0.641,8,1,0,0,0.364,0.303,0.333,14,2022-06-03
sa3008006-A-MIL,Arbert Cipion,MIL,22,A,35,0.365,0.171,0.125,0.086,1.108,0.56,0.469,0.514,0.594,2,1,0,2,0.16,0.56,0.2,14,2022-06-03
sa3011560-A-SDP,Jared Alvarez-Lopez,SDP,21,A,33,0.437,0.212,0.185,0.182,1.108,0.55,0.407,0.515,0.593,4,0,0,0,0.2,0.65,0.15,14,2022-06-03
sa3014506-AA-STL,Masyn Winn,STL,20,AA,39,1.013,0.179,0.364,0.128,1.107,0.346,0.333,0.41,0.697,8,2,1,0,0.192,0.423,0.346,14,2022-06-03
sa1169587-A+-CIN,Rece Hinds,CIN,21,A+,48,0.5,0.25,0.25,0.167,1.104,0.5,0.375,0.479,0.625,5,2,1,0,0.308,0.346,0.346,14,2022-06-03
sa3017040-A+-HOU,Chad Stevens,HOU,23,A+,47,0.956,0.17,0.326,0.043,1.102,0.364,0.372,0.404,0.698,6,4,3,2,0.242,0.515,0.242,14,2022-06-03
sa3014827-AA-NYY,Elijah Dunham,NYY,24,AA,47,1.366,0.128,0.349,0.064,1.102,0.333,0.349,0.404,0.698,7,4,4,0,0.545,0.333,0.182,14,2022-06-03
sa913717-A+-LAD,Juan Zabala,LAD,22,A+,11,0.611,0.091,0.111,0.182,1.101,0.5,0.444,0.545,0.556,1,0,0,0,0.5,0.375,0.125,14,2022-06-03
5398-AAA-ARI,Juan Graterol,ARI,33,AAA,12,0.4,0.25,0.2,0.083,1.1,0.571,0.4,0.5,0.6,2,0,1,0,0.0,0.714,0.286,14,2022-06-03
sa917309-A-CIN,Steven Leyton,CIN,23,A,10,1.25,0.2,0.5,0.0,1.1,0.286,0.3,0.3,0.8,2,1,0,0,0.143,0.286,0.286,14,2022-06-03
sa3007639-A-TBR,Nick Schnell,TBR,22,A,12,0.6,0.167,0.2,0.167,1.1,0.5,0.4,0.5,0.6,2,0,1,2,0.25,0.5,0.25,14,2022-06-03
sa918012-AAA-STL,Conner Capel,STL,25,AAA,52,0.757,0.173,0.262,0.192,1.1,0.419,0.357,0.481,0.619,7,2,4,1,0.29,0.387,0.29,14,2022-06-03
sa3017112-A+-KCR,Parker Bates,KCR,24,A+,19,0.679,0.158,0.214,0.263,1.098,0.4,0.357,0.526,0.571,1,1,1,0,0.4,0.5,0.2,14,2022-06-03
sa3010898-A-WSN,Junior Martina,WSN,24,A,12,0.0,0.167,0.0,0.417,1.095,0.6,0.429,0.667,0.429,0,0,0,0,0.2,0.4,0.4,14,2022-06-03
sa829152-AAA-SEA,Brian O'Keefe,SEA,28,AAA,35,1.167,0.143,0.333,0.114,1.095,0.348,0.333,0.429,0.667,5,2,0,0,0.478,0.174,0.304,14,2022-06-03
sa3014717-A-WSN,Sammy Infante,WSN,21,A,45,0.603,0.356,0.429,0.067,1.094,0.381,0.31,0.356,0.738,8,5,1,1,0.429,0.333,0.19,14,2022-06-03
23359-AA-CHC,Nelson Velazquez,CHC,23,AA,94,0.587,0.351,0.412,0.149,1.094,0.368,0.288,0.394,0.7,14,9,5,2,0.553,0.184,0.263,14,2022-06-03
sa3005271-AA-TEX,Ezequiel Duran,TEX,23,AA,41,0.705,0.195,0.275,0.024,1.09,0.484,0.4,0.415,0.675,9,1,1,1,0.387,0.323,0.323,14,2022-06-03
18083-AAA-OAK,Austin Allen,OAK,28,AAA,22,0.647,0.182,0.235,0.182,1.088,0.417,0.353,0.5,0.588,2,1,0,0,0.5,0.167,0.333,14,2022-06-03
sa3010886-A-TEX,Daniel Mateo,TEX,20,A,34,0.411,0.235,0.194,0.088,1.083,0.524,0.419,0.471,0.613,2,2,1,1,0.286,0.429,0.286,14,2022-06-03
26288-AA-BAL,Adley Rutschman,BAL,24,AA,14,1.167,0.071,0.167,0.143,1.083,0.455,0.417,0.5,0.583,2,0,0,0,0.182,0.364,0.455,14,2022-06-03
sa917333-AA-MIN,Jair Camargo,MIN,22,AA,12,0.5,0.583,0.583,0.0,1.083,0.333,0.25,0.25,0.833,3,2,0,0,0.333,0.333,0.333,14,2022-06-03
sa872817-AA-SDP,Yorman Rodriguez,SDP,24,AA,48,0.838,0.146,0.244,0.021,1.083,0.41,0.422,0.417,0.667,5,3,0,0,0.359,0.385,0.282,14,2022-06-03
sa3015076-A+-NYM,Brandon McIlwain,NYM,24,A+,39,0.533,0.205,0.219,0.103,1.081,0.455,0.375,0.487,0.594,3,2,1,1,0.318,0.455,0.182,14,2022-06-03
22558-AAA-SEA,Jarred Kelenic,SEA,22,AAA,51,0.598,0.314,0.375,0.059,1.081,0.429,0.333,0.373,0.708,9,4,1,0,0.429,0.393,0.179,14,2022-06-03
sa916976-AA-NYY,Andres Chaparro,NYY,23,AA,28,0.812,0.214,0.348,0.107,1.081,0.333,0.304,0.429,0.652,4,2,0,0,0.6,0.267,0.133,14,2022-06-03
sa3007312-AA-LAD,James Outman,LAD,25,AA,55,0.384,0.364,0.279,0.145,1.077,0.55,0.326,0.473,0.605,6,3,1,1,0.2,0.4,0.4,14,2022-06-03
sa3007298-A+-PHI,Rixon Wingrove,PHI,22,A+,23,0.523,0.391,0.409,0.043,1.075,0.4,0.318,0.348,0.727,3,3,0,0,0.5,0.5,0.0,14,2022-06-03
sa3008007-A+-WSN,Onix Vega,WSN,23,A+,18,0.964,0.111,0.214,0.222,1.071,0.364,0.357,0.5,0.571,1,1,0,0,0.182,0.636,0.273,14,2022-06-03
sa511026-AAA-SDP,Aderlin Rodriguez,SDP,30,AAA,43,0.634,0.256,0.324,0.07,1.071,0.37,0.351,0.395,0.676,6,3,0,0,0.37,0.407,0.222,14,2022-06-03
sa3007512-AAA-PIT,Travis Swaggerty,PIT,24,AAA,59,0.592,0.203,0.241,0.085,1.07,0.475,0.389,0.441,0.63,7,2,2,1,0.35,0.425,0.225,14,2022-06-03
sa3006869-AA-LAD,Devin Mann,LAD,25,AA,50,0.962,0.12,0.231,0.2,1.07,0.364,0.359,0.48,0.59,5,2,0,0,0.515,0.333,0.182,14,2022-06-03
13770-AAA-BOS,Rob Refsnyder,BOS,31,AAA,49,0.81,0.224,0.364,0.102,1.07,0.345,0.318,0.388,0.682,8,4,2,0,0.448,0.414,0.138,14,2022-06-03
sa3010028-A+-CLE,Christian Cairo,CLE,21,A+,32,0.64,0.219,0.28,0.188,1.069,0.375,0.32,0.469,0.6,3,2,1,0,0.438,0.375,0.188,14,2022-06-03
sa918408-AA-STL,Todd Lott,STL,24,AA,10,0.833,0.2,0.333,0.0,1.067,0.333,0.333,0.4,0.667,1,1,0,0,0.667,0.167,0.333,14,2022-06-03
sa3014830-AA-CLE,Micah Pries,CLE,24,AA,42,0.86,0.214,0.368,0.095,1.065,0.346,0.316,0.381,0.684,6,3,1,0,0.538,0.269,0.192,14,2022-06-03
19859-AAA-TBR,Rene Pinto,TBR,25,AAA,32,0.788,0.219,0.345,0.031,1.065,0.364,0.345,0.375,0.69,6,2,0,0,0.455,0.273,0.273,14,2022-06-03
sa3010170-AA-TEX,Blaine Crim,TEX,25,AA,51,0.797,0.157,0.25,0.137,1.065,0.412,0.364,0.451,0.614,7,2,0,0,0.353,0.353,0.294,14,2022-06-03
sa3008824-A-COL,Aiverson Rodriguez,COL,20,A,20,0.556,0.2,0.222,0.1,1.061,0.5,0.389,0.45,0.611,3,0,0,0,0.143,0.571,0.214,14,2022-06-03
sa3014820-AA-CIN,Jacob Hurtubise,CIN,24,AA,19,0.211,0.158,0.067,0.105,1.06,0.583,0.467,0.526,0.533,1,0,5,0,0.25,0.75,0.0,14,2022-06-03
sa3004065-AAA-ARI,Jancarlos Cintron,ARI,27,AAA,17,0.667,0.176,0.235,0.0,1.059,0.5,0.412,0.412,0.647,3,0,0,0,0.071,0.571,0.357,14,2022-06-03
