bbpct,kpct,bbperk,avg,obp,slg,ops,iso,babip,wsb,wrc,wraa,woba,wrcplus,gbperfb,ldpct,gbpct,fbpct,iffbpct,hrperfb,pullpct,centpct,oppopct,swstrpct,playerid,playeridlevel,date,playeridunique
0.32,0.16,2.0,0.29411765,0.52,0.64705882,1.16705882,0.35294117,0.33333333,-0.5337792560458183,6.818644530514168,3.530743918755934,0.4998653984069824,207.3859686065097,0.0,0.16666667,0.0,0.83333333,0.1,0.1,0.30769231,0.30769231,0.38461538,0.12264151,13546,13546-AAA,2022-06-18,13546-AAA-2022-06-18-PHI
0.05232558,0.11627907,0.45,0.24203822,0.29069767,0.36305732,0.65375499,0.1210191,0.25547445,-0.3632001802325248,16.591101925362864,-6.029654283533772,0.2914732607991196,73.3445945491321,0.57142857,0.21428571,0.28571429,0.5,0.24285714,0.04285714,0.44680851,0.21276596,0.34042553,0.07907743,13593,13593-AAA,2022-06-18,13593-AAA-2022-06-18-NYY
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,,,,,,,13607,13607-AAA,2022-06-18,13607-AAA-2022-06-18-WSN
0.14285714,0.25274725,0.56521739,0.19480519,0.31868132,0.20779221,0.52647353,0.01298702,0.27777778,1.0505054742097857,6.800359341035867,-5.1675988857640975,0.2657848681722368,56.82138266331644,2.25,0.22,0.54,0.24,0.16666667,0.0,0.33962264,0.30188679,0.35849057,0.13586957,13608,13608-AAA,2022-06-18,13608-AAA-2022-06-18-TOR
0.18181818,0.04545455,4.0,0.35294118,0.45454545,0.82352941,1.27807486,0.47058823,0.26666667,-0.0253036050125956,6.277370765428721,3.029925986747919,0.4998433481563221,193.30184786017375,0.22222222,0.3125,0.125,0.5625,0.22222222,0.22222222,0.29411765,0.52941176,0.17647059,0.09302326,13620,13620-AAA,2022-06-18,13620-AAA-2022-06-18-ARI
0.07142857,0.14285714,0.5,0.38461538,0.42857143,0.69230769,1.12087912,0.30769231,0.4,-0.032774418592453,3.5708315424613395,1.7296071998767295,0.478957861661911,193.93788469300824,1.2,0.0,0.54545455,0.45454545,0.2,0.2,0.27272727,0.18181818,0.54545455,0.0952381,13621,13621-AAA,2022-06-18,13621-AAA-2022-06-18-DET
0.10824742,0.14948454,0.72413793,0.27218935,0.3556701,0.43195266,0.78762276,0.15976331,0.29927007,-0.4178738370537758,28.279132873654277,2.7650241264103936,0.3497625144652134,110.8372357968768,1.5952381,0.22695035,0.4751773,0.29787234,0.28571429,0.11904762,0.44366197,0.18309859,0.37323944,0.08427673,13633,13633-AAA,2022-06-18,13633-AAA-2022-06-18-ATL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,,,,,,,,,,,13654,13654-AAA,2022-06-18,13654-AAA-2022-06-18-MIN
0.03921569,0.35294118,0.11111111,0.17241379,0.21052632,0.26206897,0.47259529,0.08965518,0.25842697,-0.3167201280593872,4.661682856795946,-15.460268887164435,0.2134631323186974,23.16715056329043,1.25806452,0.21348315,0.43820225,0.34831461,0.19354839,0.06451613,0.45652174,0.19565217,0.34782609,0.1869783,13663,13663-AAA,2022-06-18,13663-AAA-2022-06-18-DET
0.10891089,0.21782178,0.5,0.2849162,0.36138614,0.40782123,0.76920737,0.12290503,0.35606061,-0.491616278886795,29.03562636407821,2.469389421071699,0.3473651609798469,109.2952171825064,1.23404255,0.21641791,0.43283582,0.35074627,0.21276596,0.08510638,0.3880597,0.21641791,0.39552239,0.11260054,13744,13744-AAA,2022-06-18,13744-AAA-2022-06-18-MIL
