idlevelorg,Name,Org,Age,Level,PA,xSpect,K%,ISO,BB%,OPS,BABIP,AVG,OBP,SLG,XBH,HR,SB,CS,eFB%,eGB%,eLD%,Days,Date
sa3011603-A+-PHI,Uziel Viloria,PHI,20,A+,10,0.0,0.1,0.0,0.1,0.522,0.25,0.222,0.3,0.222,0,0,0,1,0.5,0.25,0.25,7,2022-06-03
sa3014888-AAA-BAL,Dylan Harris,BAL,25,AAA,17,0.101,0.412,0.083,0.294,0.52,0.2,0.083,0.353,0.167,1,0,0,1,0.2,0.4,0.2,7,2022-06-03
sa3016999-A+-STL,Thomas Francisco,STL,23,A+,16,0.0,0.312,0.0,0.0,0.517,0.333,0.267,0.25,0.267,0,0,0,0,0.25,0.667,0.167,7,2022-06-03
sa3007059-A-DET,Daneurys De La Cruz,DET,21,A,16,0.059,0.562,0.067,0.062,0.517,0.5,0.2,0.25,0.267,1,0,0,0,0.5,0.167,0.333,7,2022-06-03
sa3007828-AA-COL,Willie MacIver,COL,25,AA,16,0.0,0.312,0.0,0.0,0.517,0.333,0.267,0.25,0.267,0,0,0,0,0.417,0.333,0.167,7,2022-06-03
17750-AAA-CIN,Max Schrock,CIN,27,AAA,14,0.0,0.143,0.0,0.071,0.516,0.273,0.231,0.286,0.231,0,0,0,0,0.273,0.455,0.273,7,2022-06-03
sa3009884-AA-COL,Isaac Collins,COL,24,AA,21,0.233,0.238,0.111,0.048,0.516,0.231,0.167,0.238,0.278,2,0,2,0,0.615,0.154,0.308,7,2022-06-03
sa3006713-A+-WSN,Cole Daily,WSN,25,A+,29,0.193,0.207,0.08,0.138,0.516,0.211,0.16,0.276,0.24,2,0,3,0,0.316,0.421,0.263,7,2022-06-03
sa829787-AA-MIN,Andrew Bechtold,MIN,26,AA,20,0.263,0.3,0.158,0.05,0.516,0.167,0.158,0.2,0.316,1,1,0,0,0.333,0.667,0.0,7,2022-06-03
17161-AAA-LAA,Chad Wallach,LAA,30,AAA,19,0.127,0.263,0.067,0.211,0.516,0.2,0.133,0.316,0.2,1,0,0,0,0.2,0.7,0.1,7,2022-06-03
sa3011501-A-OAK,T.J. Schofield-Sam,OAK,21,A,20,0.263,0.1,0.053,0.05,0.513,0.235,0.211,0.25,0.263,1,0,0,0,0.294,0.529,0.176,7,2022-06-03
sa3006889-A+-LAA,D'Shawn Knowles,LAA,21,A+,18,0.0,0.222,0.0,0.056,0.513,0.308,0.235,0.278,0.235,0,0,0,0,0.615,0.231,0.154,7,2022-06-03
sa3004840-AA-SEA,Jack Larsen,SEA,27,AA,31,0.115,0.161,0.037,0.129,0.513,0.227,0.185,0.29,0.222,1,0,0,0,0.364,0.364,0.318,7,2022-06-03
22165-AAA-COL,Ryan Vilade,COL,23,AAA,31,0.144,0.129,0.037,0.129,0.513,0.217,0.185,0.29,0.222,1,0,2,0,0.348,0.609,0.043,7,2022-06-03
sa3015232-A-CLE,Luis Durango,CLE,19,A,19,0.0,0.105,0.0,0.158,0.511,0.167,0.143,0.368,0.143,0,0,1,3,0.333,0.583,0.0,7,2022-06-03
sa3017665-A+-TEX,Aaron Zavala,TEX,22,A+,19,0.0,0.211,0.0,0.263,0.511,0.2,0.143,0.368,0.143,0,0,0,0,0.3,0.6,0.1,7,2022-06-03
sa3008294-AAA-MIL,Brice Turang,MIL,22,AAA,24,0.065,0.333,0.043,0.042,0.511,0.333,0.217,0.25,0.261,1,0,2,0,0.2,0.6,0.2,7,2022-06-03
sa3011899-AA-MIL,Gabe Holt,MIL,24,AA,17,inf,0.0,0.133,0.0,0.51,0.158,0.2,0.176,0.333,2,0,1,0,0.368,0.474,0.053,7,2022-06-03
sa3017397-A-PIT,Brenden Dixon,PIT,21,A,21,0.0,0.429,0.0,0.19,0.51,0.375,0.176,0.333,0.176,0,0,0,0,0.25,0.5,0.25,7,2022-06-03
sa3006671-AA-BOS,Devlin Granberg,BOS,26,AA,27,0.141,0.296,0.083,0.037,0.509,0.25,0.167,0.259,0.25,1,0,0,0,0.25,0.625,0.125,7,2022-06-03
sa916849-AA-SFG,Diego Rincones,SFG,23,AA,17,0.0,0.235,0.0,0.059,0.508,0.25,0.214,0.294,0.214,0,0,0,0,0.667,0.333,0.167,7,2022-06-03
sa3005541-A+-SFG,Luis Toribio,SFG,21,A+,13,0.0,0.385,0.0,0.154,0.508,0.286,0.2,0.308,0.2,0,0,0,0,0.286,0.571,0.0,7,2022-06-03
sa3004722-AA-ATL,Jacob Pearson,ATL,24,AA,13,0.162,0.308,0.1,0.231,0.508,0.167,0.1,0.308,0.2,1,0,0,0,0.167,0.5,0.333,7,2022-06-03
sa3007289-AA-KCR,Brhet Bewley,KCR,25,AA,25,0.114,0.2,0.045,0.12,0.507,0.235,0.182,0.28,0.227,1,0,0,0,0.353,0.235,0.412,7,2022-06-03
sa3008836-A-BOS,Brainer Bonaci,BOS,19,A,17,0.0,0.118,0.0,0.176,0.507,0.182,0.154,0.353,0.154,0,0,1,0,0.273,0.545,0.182,7,2022-06-03
sa3008297-A+-NYM,Jaylen Palmer,NYM,21,A+,19,0.21,0.421,0.176,0.105,0.505,0.125,0.118,0.211,0.294,1,1,1,0,0.375,0.625,0.0,7,2022-06-03
sa917935-AA-STL,Delvin Perez,STL,23,AA,19,0.419,0.211,0.176,0.105,0.505,0.083,0.118,0.211,0.294,1,1,1,0,0.417,0.417,0.083,7,2022-06-03
sa3014695-A-NYM,Alex Ramirez,NYM,19,A,23,0.235,0.304,0.143,0.087,0.503,0.214,0.143,0.217,0.286,2,0,2,1,0.214,0.643,0.071,7,2022-06-03
19873-AAA-ARI,Drew Ellis,ARI,26,AAA,24,0.0,0.083,0.0,0.25,0.5,0.125,0.125,0.375,0.125,0,0,0,0,0.625,0.312,0.062,7,2022-06-03
sa3010146-A+-HOU,AJ Lee,HOU,25,A+,15,0.0,0.467,0.0,0.133,0.5,0.4,0.167,0.333,0.167,0,0,0,0,0.2,0.8,0.0,7,2022-06-03
sa3016839-A+-LAA,Kenyon Yovan,LAA,24,A+,10,0.125,0.4,0.1,0.0,0.5,0.333,0.2,0.2,0.3,1,0,0,0,0.333,0.5,0.167,7,2022-06-03
sa3017605-A+-TOR,Andres Sosa,TOR,24,A+,15,0.0,0.2,0.0,0.2,0.5,0.143,0.1,0.4,0.1,0,0,1,0,0.571,0.143,0.286,7,2022-06-03
sa3007943-AA-DET,Parker Meadows,DET,22,AA,16,0.25,0.25,0.125,0.0,0.5,0.25,0.188,0.188,0.312,2,0,0,0,0.5,0.167,0.333,7,2022-06-03
sa3010157-AA-COL,Daniel Cope,COL,25,AA,12,,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.25,0,0,0,0,0.583,0.333,0.083,7,2022-06-03
sa3014548-A+-SFG,Jimmy Glowenke,SFG,23,A+,14,0.214,0.5,0.214,0.0,0.5,0.167,0.143,0.143,0.357,1,1,0,0,0.667,0.333,0.167,7,2022-06-03
sa3011540-AAA-LAD,Michael Busch,LAD,24,AAA,23,0.046,0.522,0.048,0.087,0.499,0.444,0.19,0.261,0.238,1,0,0,0,0.444,0.222,0.333,7,2022-06-03
sa3016953-A+-SEA,Andy Thomas,SEA,24,A+,19,0.093,0.316,0.059,0.105,0.498,0.273,0.176,0.263,0.235,1,0,0,0,0.364,0.455,0.273,7,2022-06-03
sa872783-AA-BAL,Cristopher Cespedes,BAL,24,AA,19,0.14,0.211,0.059,0.105,0.498,0.231,0.176,0.263,0.235,1,0,0,0,0.462,0.462,0.077,7,2022-06-03
sa3017081-AA-NYM,Wyatt Young,NYM,22,AA,19,0.0,0.263,0.0,0.053,0.498,0.286,0.235,0.263,0.235,0,0,0,0,0.286,0.571,0.214,7,2022-06-03
sa3008280-AAA-MIN,Michael Helman,MIN,26,AAA,15,0.192,0.2,0.077,0.133,0.497,0.2,0.154,0.267,0.231,1,0,0,0,0.6,0.3,0.1,7,2022-06-03
sa3017047-AA-MIL,Sal Frelick,MIL,22,AA,32,0.571,0.031,0.036,0.125,0.496,0.185,0.179,0.281,0.214,1,0,1,0,0.296,0.63,0.111,7,2022-06-03
sa3017376-A-HOU,Tyler Whitaker,HOU,19,A,25,0.26,0.32,0.167,0.0,0.493,0.176,0.167,0.16,0.333,2,1,1,0,0.412,0.471,0.059,7,2022-06-03
sa1169818-A+-ATL,Cody Milligan,ATL,23,A+,24,0.0,0.125,0.0,0.292,0.493,0.143,0.118,0.375,0.118,0,0,0,0,0.357,0.714,0.0,7,2022-06-03
sa3010009-AA-WSN,Jake Alu,WSN,25,AA,23,0.523,0.174,0.182,0.043,0.492,0.118,0.136,0.174,0.318,2,1,0,0,0.471,0.176,0.235,7,2022-06-03
21558-AAA-PHI,Matt Vierling,PHI,25,AAA,23,0.209,0.217,0.091,0.043,0.49,0.235,0.182,0.217,0.273,1,0,1,0,0.235,0.647,0.118,7,2022-06-03
13151-AAA-KCR,Jose Briceno,KCR,29,AAA,13,0.0,0.154,0.0,0.077,0.49,0.222,0.182,0.308,0.182,0,0,0,0,0.333,0.444,0.222,7,2022-06-03
sa917767-AA-PIT,Lolo Sanchez,PIT,23,AA,13,0.0,0.154,0.0,0.154,0.49,0.222,0.182,0.308,0.182,0,0,0,0,0.778,0.333,0.0,7,2022-06-03
sa3004163-AA-BOS,Tyreque Reed,BOS,25,AA,13,0.0,0.154,0.0,0.154,0.49,0.222,0.182,0.308,0.182,0,0,0,0,0.222,0.667,0.111,7,2022-06-03
sa3005597-A-NYY,Raimfer Salinas,NYY,21,A,13,0.0,0.231,0.0,0.0,0.49,0.25,0.182,0.308,0.182,0,0,1,0,0.0,0.75,0.125,7,2022-06-03
20078-AAA-SEA,Evan White,SEA,26,AAA,11,0.0,0.182,0.0,0.273,0.489,0.167,0.125,0.364,0.125,0,0,0,0,0.333,0.333,0.167,7,2022-06-03
sa3006733-AAA-HOU,David Hensley,HOU,26,AAA,23,0.0,0.391,0.0,0.0,0.488,0.385,0.227,0.261,0.227,0,0,1,0,0.231,0.615,0.154,7,2022-06-03
sa3017394-A+-KCR,Luca Tresh,KCR,22,A+,21,0.066,0.381,0.05,0.048,0.488,0.333,0.2,0.238,0.25,1,0,0,0,0.333,0.5,0.167,7,2022-06-03
sa918963-AAA-TOR,Chavez Young,TOR,24,AAA,15,0.536,0.133,0.143,0.067,0.486,0.167,0.143,0.2,0.286,1,0,0,0,0.083,0.5,0.417,7,2022-06-03
sa3014892-A-HOU,Cody Orr,HOU,23,A,19,0.0,0.526,0.0,0.053,0.485,0.5,0.222,0.263,0.222,0,0,3,0,0.25,0.25,0.5,7,2022-06-03
sa918890-AAA-KCR,John Rave,KCR,24,AAA,17,0.133,0.235,0.062,0.059,0.485,0.25,0.188,0.235,0.25,1,0,0,0,0.5,0.5,0.0,7,2022-06-03
sa3008785-A-MIA,Cristhian Rodriguez,MIA,20,A,17,0.089,0.353,0.062,0.059,0.485,0.3,0.188,0.235,0.25,1,0,1,0,0.3,0.4,0.3,7,2022-06-03
sa876814-AAA-TEX,Nash Knight,TEX,29,AAA,22,0.0,0.409,0.0,0.182,0.485,0.333,0.167,0.318,0.167,0,0,0,0,0.222,0.444,0.333,7,2022-06-03
sa3005081-AA-LAD,Jacob Amaya,LAD,23,AA,31,0.199,0.097,0.038,0.161,0.483,0.174,0.154,0.29,0.192,1,0,1,1,0.391,0.391,0.217,7,2022-06-03
sa3004942-A+-STL,Francisco Hernandez,STL,22,A+,24,0.0,0.375,0.0,0.125,0.482,0.333,0.19,0.292,0.19,0,0,1,0,0.333,0.5,0.167,7,2022-06-03
sa3010042-A-SFG,Grant McCray,SFG,21,A,24,0.0,0.25,0.0,0.125,0.482,0.267,0.19,0.292,0.19,0,0,2,0,0.2,0.6,0.2,7,2022-06-03
sa3004068-AA-CLE,Chris Roller,CLE,25,AA,16,0.615,0.062,0.077,0.062,0.481,0.143,0.154,0.25,0.231,1,0,1,0,0.571,0.286,0.214,7,2022-06-03
sa3014816-A+-CHW,Duke Ellis,CHW,24,A+,22,0.079,0.318,0.05,0.045,0.477,0.267,0.2,0.227,0.25,1,0,0,0,0.267,0.6,0.133,7,2022-06-03
sa917319-AAA-NYM,Carlos Rincon,NYM,24,AAA,22,0.138,0.364,0.1,0.091,0.477,0.25,0.15,0.227,0.25,2,0,0,1,0.333,0.5,0.167,7,2022-06-03
sa3005602-A-OAK,Danny Bautista,OAK,21,A,16,0.0,0.125,0.0,0.312,0.475,0.125,0.1,0.375,0.1,0,0,0,1,0.25,0.625,0.125,7,2022-06-03
sa3014831-A-SEA,Brett Rodriguez,SEA,24,A,19,0.062,0.421,0.053,0.0,0.474,0.364,0.211,0.211,0.263,1,0,3,0,0.455,0.364,0.091,7,2022-06-03
sa3016962-A+-LAA,Christian Molfetta,LAA,25,A+,11,0.0,0.182,0.0,0.091,0.473,0.25,0.2,0.273,0.2,0,0,0,0,0.625,0.25,0.125,7,2022-06-03
sa3016952-A+-ARI,Channy Ortiz,ARI,23,A+,11,0.0,0.364,0.0,0.091,0.473,0.333,0.2,0.273,0.2,0,0,0,0,0.0,1.0,0.0,7,2022-06-03
sa3010332-AAA-ATL,Braden Shewmake,ATL,24,AAA,26,0.312,0.192,0.12,0.038,0.472,0.158,0.16,0.192,0.28,1,1,0,0,0.368,0.263,0.316,7,2022-06-03
16953-AAA-ATL,Chadwick Tromp,ATL,27,AAA,20,0.139,0.2,0.056,0.1,0.472,0.214,0.167,0.25,0.222,1,0,0,0,0.357,0.571,0.071,7,2022-06-03
sa872464-A+-LAA,Edwin Yon,LAA,23,A+,17,0.0,0.353,0.0,0.0,0.471,0.364,0.235,0.235,0.235,0,0,1,0,0.182,0.636,0.091,7,2022-06-03
sa3005500-A+-CHC,Fabian Pertuz,CHC,21,A+,17,0.0,0.294,0.0,0.0,0.471,0.333,0.235,0.235,0.235,0,0,0,0,0.417,0.5,0.083,7,2022-06-03
sa922180-AA-WSN,Alfredo Rodriguez,WSN,28,AA,17,0.0,0.294,0.0,0.0,0.471,0.333,0.235,0.235,0.235,0,0,0,0,0.167,0.75,0.083,7,2022-06-03
sa3014834-AA-STL,Matt Koperniak,STL,24,AA,17,0.0,0.176,0.0,0.0,0.471,0.286,0.235,0.235,0.235,0,0,0,0,0.286,0.5,0.143,7,2022-06-03
sa3008901-A+-PIT,Dariel Lopez,PIT,20,A+,24,0.149,0.292,0.087,0.0,0.469,0.25,0.174,0.208,0.261,2,0,0,0,0.375,0.5,0.125,7,2022-06-03
sa3010339-AA-STL,Pedro Pages,STL,23,AA,14,0.0,0.429,0.0,0.143,0.468,0.286,0.182,0.286,0.182,0,0,0,0,0.571,0.429,0.286,7,2022-06-03
sa3004157-AAA-NYM,Cody Bohanek,NYM,26,AAA,15,0.083,0.4,0.067,0.0,0.467,0.333,0.2,0.2,0.267,1,0,0,0,0.222,0.667,0.111,7,2022-06-03
sa3015107-A+-BAL,TT Bowens,BAL,24,A+,21,0.1,0.333,0.067,0.19,0.467,0.125,0.067,0.333,0.133,1,0,0,0,0.375,0.5,0.25,7,2022-06-03
sa874178-AA-WSN,Mitch Longo,WSN,27,AA,16,0.0,0.125,0.0,0.125,0.466,0.182,0.154,0.312,0.154,0,0,0,1,0.364,0.364,0.273,7,2022-06-03
sa3017110-A+-KCR,Peyton Wilson,KCR,22,A+,20,0.301,0.35,0.211,0.05,0.466,0.091,0.105,0.15,0.316,2,1,0,0,0.273,0.636,0.182,7,2022-06-03
sa3015236-A-ARI,Jean Walters,ARI,20,A,18,0.0,0.333,0.0,0.111,0.465,0.3,0.188,0.278,0.188,0,0,0,1,0.2,0.6,0.2,7,2022-06-03
sa3011702-A+-NYY,Pat DeMarco,NYY,24,A+,14,0.117,0.357,0.083,0.071,0.464,0.222,0.167,0.214,0.25,1,0,0,1,0.333,0.778,0.0,7,2022-06-03
sa3017074-A+-ATL,Christian Robinson,ATL,22,A+,16,0.143,0.25,0.071,0.125,0.464,0.2,0.143,0.25,0.214,1,0,0,0,0.2,0.5,0.3,7,2022-06-03
sa3009275-A-BOS,Eduardo Lopez,BOS,20,A,19,0.211,0.158,0.067,0.158,0.463,0.143,0.133,0.263,0.2,1,0,1,0,0.643,0.214,0.143,7,2022-06-03
sa3009874-A+-TOR,Trevor Schwecke,TOR,24,A+,21,0.0,0.19,0.0,0.095,0.462,0.2,0.176,0.286,0.176,0,0,0,0,0.467,0.333,0.133,7,2022-06-03
sa3014688-A-LAA,Adrian Placencia,LAA,19,A,25,0.0,0.36,0.0,0.12,0.462,0.308,0.182,0.28,0.182,0,0,0,0,0.385,0.385,0.231,7,2022-06-03
sa3005598-A+-COL,Julio Carreras,COL,22,A+,26,0.333,0.231,0.154,0.0,0.462,0.158,0.154,0.154,0.308,2,1,0,0,0.526,0.368,0.105,7,2022-06-03
sa3017338-A+-CHW,Terrell Tatum,CHW,22,A+,18,0.318,0.278,0.176,0.056,0.461,0.091,0.118,0.167,0.294,1,1,0,0,0.091,0.909,0.091,7,2022-06-03
sa3015199-A-MIN,Kala'i Rosario,MIN,19,A,20,0.0,0.15,0.0,0.0,0.461,0.25,0.211,0.25,0.211,0,0,0,0,0.25,0.562,0.188,7,2022-06-03
sa3014815-A+-TOR,Harrison Ray,TOR,24,A+,19,0.132,0.474,0.125,0.105,0.461,0.222,0.125,0.211,0.25,1,0,0,0,0.444,0.333,0.222,7,2022-06-03
sa3006218-AAA-BOS,Ryan Fitzgerald,BOS,28,AAA,28,0.117,0.179,0.042,0.107,0.458,0.19,0.167,0.25,0.208,1,0,0,1,0.476,0.286,0.238,7,2022-06-03
sa3014524-A+-PHI,Casey Martin,PHI,23,A+,18,0.132,0.222,0.059,0.056,0.458,0.231,0.176,0.222,0.235,1,0,2,0,0.615,0.231,0.154,7,2022-06-03
sa3014715-A-TOR,Estiven Machado,TOR,19,A,18,0.176,0.167,0.059,0.056,0.458,0.214,0.176,0.222,0.235,1,0,0,0,0.071,0.786,0.143,7,2022-06-03
sa3005898-AA-CLE,Brayan Rocchio,CLE,21,AA,23,0.183,0.13,0.048,0.0,0.455,0.2,0.19,0.217,0.238,1,0,0,0,0.4,0.35,0.25,7,2022-06-03
21139-AAA-CHC,Tyler Payne,CHC,29,AAA,11,0.5,0.091,0.091,0.0,0.455,0.2,0.182,0.182,0.273,1,0,0,0,0.1,0.6,0.3,7,2022-06-03
sa3003360-A-MIA,Jorge Caballero,MIA,22,A,11,0.167,0.273,0.091,0.0,0.455,0.25,0.182,0.182,0.273,1,0,0,0,0.0,0.5,0.5,7,2022-06-03
20040-AA-SDP,Jorge Ona,SDP,25,AA,14,0.0,0.429,0.0,0.143,0.452,0.333,0.167,0.286,0.167,0,0,0,0,0.5,0.333,0.167,7,2022-06-03
sa3018208-A-CIN,Jamal O'Guinn,CIN,23,A,19,0.099,0.316,0.062,0.053,0.451,0.2,0.125,0.263,0.188,1,0,0,0,0.5,0.5,-0.1,7,2022-06-03
sa3017019-A+-BAL,Connor Norby,BAL,22,A+,16,0.0,0.25,0.0,0.062,0.45,0.273,0.2,0.25,0.2,0,0,1,0,0.545,0.273,0.182,7,2022-06-03
sa3006872-AA-CLE,George Valera,CLE,21,AA,12,0.3,0.167,0.1,0.167,0.45,0.125,0.1,0.25,0.2,1,0,0,0,0.375,0.375,0.25,7,2022-06-03
sa3003226-AAA-TOR,Gabriel Moreno,TOR,22,AAA,16,0.0,0.062,0.0,0.062,0.45,0.214,0.2,0.25,0.2,0,0,0,0,0.214,0.429,0.357,7,2022-06-03
19859-AAA-TBR,Rene Pinto,TBR,25,AAA,12,0.6,0.083,0.1,0.083,0.45,0.111,0.1,0.25,0.2,1,0,0,0,0.556,0.333,0.111,7,2022-06-03
16271-AAA-SEA,Alex Blandino,SEA,29,AAA,17,0.101,0.353,0.071,0.118,0.45,0.2,0.143,0.235,0.214,1,0,0,0,0.3,0.4,0.3,7,2022-06-03
sa829343-AA-CIN,Isiah Gilliam,CIN,25,AA,19,0.0,0.316,0.0,0.211,0.449,0.222,0.133,0.316,0.133,0,0,1,0,0.222,0.667,0.111,7,2022-06-03
sa3017512-A-MIN,Noah Miller,MIN,19,A,21,0.069,0.381,0.053,0.095,0.449,0.273,0.158,0.238,0.211,1,0,2,2,0.545,0.364,0.182,7,2022-06-03
sa3004378-AAA-ATL,Drew Waters,ATL,23,AAA,21,0.092,0.286,0.053,0.095,0.449,0.231,0.158,0.238,0.211,1,0,1,0,0.308,0.385,0.231,7,2022-06-03
sa3008181-AA-COL,Hunter Stovall,COL,25,AA,17,0.163,0.235,0.077,0.235,0.448,0.111,0.077,0.294,0.154,1,0,0,0,0.111,0.778,0.111,7,2022-06-03
sa874806-AA-NYY,Blake Perkins,NYY,25,AA,17,0.163,0.235,0.077,0.235,0.448,0.111,0.077,0.294,0.154,1,0,0,0,0.667,0.333,0.0,7,2022-06-03
sa1170451-AA-CHC,Bryce Ball,CHC,23,AA,31,0.0,0.226,0.0,0.226,0.448,0.176,0.125,0.323,0.125,0,0,0,0,0.353,0.471,0.176,7,2022-06-03
sa3008746-A-NYY,Antonio Gomez,NYY,20,A,23,0.261,0.261,0.136,0.043,0.447,0.133,0.136,0.174,0.273,1,1,1,0,0.533,0.467,0.0,7,2022-06-03
sa3008877-A+-OAK,Euribiel Angeles,OAK,20,A+,23,0.523,0.043,0.045,0.043,0.445,0.19,0.182,0.217,0.227,1,0,0,1,0.429,0.524,0.048,7,2022-06-03
sa3015182-A-LAD,Yeiner Fernandez,LAD,19,A,17,0.85,0.118,0.2,0.118,0.443,0.0,0.067,0.176,0.267,1,1,0,0,0.333,0.25,0.417,7,2022-06-03
sa915838-AAA-WSN,Cole Freeman,WSN,27,AAA,10,0.0,0.1,0.0,0.2,0.443,0.167,0.143,0.3,0.143,0,0,2,0,0.5,0.5,0.0,7,2022-06-03
sa3015703-A-OAK,Pedro Pineda,OAK,18,A,29,0.05,0.414,0.042,0.172,0.443,0.25,0.125,0.276,0.167,1,0,0,0,0.5,0.333,0.25,7,2022-06-03
sa3011656-AA-TBR,Kameron Misner,TBR,24,AA,25,0.17,0.44,0.15,0.2,0.44,0.0,0.05,0.24,0.2,1,1,1,0,0.5,0.25,0.25,7,2022-06-03
sa3017046-A-MIL,Zack Raabe,MIL,22,A,19,0.0,0.421,0.0,0.053,0.44,0.333,0.176,0.263,0.176,0,0,1,0,0.333,0.444,0.222,7,2022-06-03
sa3014507-A-LAA,David Calabrese,LAA,19,A,24,0.727,0.125,0.182,0.083,0.439,0.056,0.091,0.167,0.273,2,1,0,0,0.444,0.5,0.056,7,2022-06-03
sa873690-AAA-MIL,Weston Wilson,MIL,27,AAA,20,0.125,0.25,0.062,0.15,0.438,0.154,0.125,0.25,0.188,1,0,0,0,0.462,0.385,0.077,7,2022-06-03
19318-AAA-LAA,Matt Thaiss,LAA,27,AAA,12,0.0,0.333,0.0,0.083,0.432,0.286,0.182,0.25,0.182,0,0,0,0,0.143,0.429,0.429,7,2022-06-03
sa3011379-AA-TOR,Philip Clarke,TOR,24,AA,12,0.0,0.167,0.0,0.0,0.432,0.222,0.182,0.25,0.182,0,0,0,0,0.333,0.667,0.0,7,2022-06-03
sa3004149-A+-SDP,Agustin Ruiz,SDP,22,A+,26,0.279,0.269,0.15,0.154,0.431,0.0,0.05,0.231,0.2,1,1,0,0,0.5,0.357,0.143,7,2022-06-03
sa3010852-A+-WSN,Jeremy Ydens,WSN,24,A+,13,0.0,0.385,0.0,0.0,0.431,0.4,0.2,0.231,0.2,0,0,0,1,0.2,0.4,0.4,7,2022-06-03
sa3008851-A-NYY,Alexander Vargas,NYY,20,A,21,0.25,0.286,0.143,0.0,0.429,0.2,0.143,0.143,0.286,2,0,0,0,0.467,0.4,0.133,7,2022-06-03
sa3015188-A-NYM,Vincent Perozo,NYM,19,A,13,0.394,0.231,0.182,0.0,0.427,0.1,0.091,0.154,0.273,1,0,0,0,0.6,0.3,0.1,7,2022-06-03
sa3014531-AA-MIL,Joey Wiemer,MIL,23,AA,20,0.147,0.2,0.059,0.15,0.426,0.154,0.118,0.25,0.176,1,0,2,0,0.462,0.385,0.154,7,2022-06-03
sa3004934-AA-ATL,Riley Delgado,ATL,27,AA,15,0.0,0.2,0.0,0.267,0.424,0.125,0.091,0.333,0.091,0,0,0,0,0.5,0.375,0.125,7,2022-06-03
sa3017165-A-COL,Zach Kokoska,COL,23,A,15,0.0,0.133,0.0,0.133,0.424,0.111,0.091,0.333,0.091,0,0,1,0,0.889,0.0,0.0,7,2022-06-03
sa596287-AA-WSN,Wilson Garcia,WSN,28,AA,26,0.375,0.154,0.115,0.0,0.423,0.182,0.154,0.154,0.269,3,0,0,0,0.455,0.318,0.227,7,2022-06-03
sa3011265-AA-HOU,Bryan Arias,HOU,25,AA,17,0.0,0.235,0.0,0.059,0.423,0.25,0.188,0.235,0.188,0,0,0,0,0.333,0.5,0.167,7,2022-06-03
sa3003260-A+-DET,Jimmy Mojica,DET,22,A+,17,0.0,0.118,0.0,0.059,0.423,0.214,0.188,0.235,0.188,0,0,0,0,0.214,0.714,0.071,7,2022-06-03
sa3017328-A+-CIN,Matheu Nelson,CIN,23,A+,17,0.0,0.471,0.0,0.059,0.423,0.375,0.188,0.235,0.188,0,0,0,0,0.25,0.5,0.25,7,2022-06-03
sa3007071-A+-OAK,Matt Cross,OAK,23,A+,10,0.139,0.4,0.111,0.1,0.422,0.2,0.111,0.2,0.222,1,0,0,0,0.8,0.2,0.0,7,2022-06-03
15402-AAA-LAA,Jack Mayfield,LAA,31,AAA,27,0.18,0.111,0.04,0.074,0.422,0.182,0.16,0.222,0.2,1,0,1,0,0.182,0.636,0.182,7,2022-06-03
sa3008758-A-KCR,Omar Florentino,KCR,20,A,13,0.0,0.308,0.0,0.231,0.419,0.2,0.111,0.308,0.111,0,0,2,0,0.6,0.4,0.0,7,2022-06-03
sa3008602-AA-MIA,Victor Victor Mesa,MIA,25,AA,20,0.0,0.25,0.0,0.05,0.417,0.231,0.167,0.25,0.167,0,0,1,1,0.385,0.231,0.308,7,2022-06-03
sa3007528-A+-PHI,Nick Matera,PHI,25,A+,12,0.3,0.417,0.25,0.0,0.417,0.0,0.083,0.083,0.333,1,1,0,0,0.667,0.333,0.0,7,2022-06-03
17023-AAA-LAA,Magneuris Sierra,LAA,26,AAA,12,0.75,0.167,0.25,0.0,0.417,0.0,0.083,0.083,0.333,1,1,0,0,0.222,0.333,0.222,7,2022-06-03
sa3015193-A-STL,Jeremy Rivas,STL,19,A,21,0.103,0.286,0.059,0.143,0.415,0.182,0.118,0.238,0.176,1,0,0,0,0.182,0.636,0.091,7,2022-06-03
12174-AAA-PHI,Jorge Bonifacio,PHI,29,AAA,15,0.089,0.4,0.071,0.067,0.414,0.25,0.143,0.2,0.214,1,0,0,0,0.5,0.5,0.125,7,2022-06-03
sa3007874-A-ARI,Wilderd Patino,ARI,20,A,26,0.0,0.308,0.0,0.154,0.412,0.2,0.143,0.269,0.143,0,0,2,0,0.267,0.533,0.2,7,2022-06-03
sa3004385-A+-WSN,Israel Pineda,WSN,22,A+,17,0.071,0.412,0.059,0.0,0.412,0.3,0.176,0.176,0.235,1,0,0,0,0.4,0.5,0.2,7,2022-06-03
sa3006780-AA-BOS,Kole Cottam,BOS,25,AA,17,0.1,0.294,0.059,0.0,0.412,0.25,0.176,0.176,0.235,1,0,0,0,0.667,0.167,0.167,7,2022-06-03
sa1053018-AA-CIN,TJ Hopkins,CIN,25,AA,18,0.0,0.333,0.0,0.167,0.411,0.222,0.133,0.278,0.133,0,0,0,1,0.333,0.444,0.222,7,2022-06-03
20391-AAA-WSN,Luis Garcia,WSN,22,AAA,20,0.075,0.35,0.053,0.05,0.411,0.25,0.158,0.2,0.211,1,0,0,0,0.25,0.5,0.25,7,2022-06-03
