idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Pull%,Cent%,Oppo%,Date,hmm
sa3008838-A-KCR,Jaswel De Los Santos,KCR,20,A,73,36,0.411,0.051,0.207,0.178,0.396,0.143,0.085,0.26,0.136,0.167,1,0,0,4,0,0.214,0.714,0.071,0.214,0.714,0.071,2022-06-03,0.06244371601623052
sa3008842-A-LAD,Alex De Jesus,LAD,20,A,176,135,0.284,0.224,0.115,0.182,0.88,0.349,0.259,0.398,0.483,0.179,7,9,1,2,0,0.433,0.311,0.256,0.433,0.311,0.256,2022-06-03,0.3130538768466834
sa3008865-A-TOR,Gabriel Martinez,TOR,19,A,173,152,0.168,0.228,0.111,0.081,0.884,0.317,0.297,0.358,0.525,0.176,9,9,0,2,0,0.405,0.397,0.198,0.405,0.397,0.198,2022-06-03,0.3406556742992752
sa3008875-A-TEX,Junior Paniagua,TEX,20,A,128,68,0.273,0.111,0.156,0.062,0.593,0.293,0.214,0.268,0.325,0.024,1,8,1,4,0,0.56,0.267,0.173,0.56,0.267,0.173,2022-06-03,0.1711438197510966
sa3008877-A+-OAK,Euribiel Angeles,OAK,20,A+,186,76,0.134,0.063,0.088,0.038,0.621,0.298,0.263,0.296,0.326,0.019,1,6,1,4,4,0.351,0.432,0.216,0.351,0.432,0.216,2022-06-03,0.13615797154740109
sa3008878-A+-PIT,Maikol Escotto,PIT,20,A+,146,61,0.356,0.195,0.179,0.062,0.61,0.227,0.173,0.241,0.368,0.261,6,4,2,5,3,0.284,0.519,0.198,0.284,0.519,0.198,2022-06-03,0.2391128943464999
sa3008879-A-PIT,Deivis Nadal,PIT,20,A,20,135,0.25,0.158,0.147,0.0,0.824,0.429,0.316,0.35,0.474,0.0,0,1,1,0,0,0.143,0.714,0.143,0.143,0.714,0.143,2022-06-03,0.269827412351069
sa3008883-A-SEA,Milkar Perez,SEA,20,A,113,60,0.301,0.034,0.074,0.204,0.507,0.236,0.146,0.327,0.18,0.0,0,3,0,1,0,0.273,0.527,0.2,0.273,0.527,0.2,2022-06-03,0.05655827634187261
sa3008885-A-TEX,Efrenyer Narvaez,TEX,19,A,114,57,0.333,0.095,0.239,0.044,0.55,0.288,0.2,0.254,0.295,0.074,2,2,1,1,2,0.415,0.415,0.169,0.415,0.415,0.169,2022-06-03,0.14033419904396485
sa3008888-A-SDP,Albert Fabian,SDP,20,A,105,110,0.267,0.233,0.149,0.114,0.811,0.288,0.244,0.333,0.478,0.208,5,6,0,3,3,0.381,0.444,0.175,0.381,0.444,0.175,2022-06-03,0.3104066277387278
sa3008892-A-PIT,Juan Jerez,PIT,20,A,133,51,0.353,0.067,0.222,0.068,0.508,0.288,0.185,0.256,0.252,0.05,1,5,0,6,0,0.282,0.549,0.169,0.282,0.549,0.169,2022-06-03,0.10237760953696824
sa3008895-A-SDP,Charlis Aquino,SDP,20,A,33,94,0.303,0.107,0.202,0.061,0.701,0.389,0.25,0.344,0.357,0.0,0,3,0,5,1,0.294,0.647,0.059,0.294,0.647,0.059,2022-06-03,0.1807397113578501
sa3008897-A-SFG,Rayner Santana,SFG,19,A,71,65,0.451,0.175,0.25,0.099,0.633,0.31,0.19,0.268,0.365,0.143,3,2,0,0,0,0.656,0.219,0.125,0.656,0.219,0.125,2022-06-03,0.21744532233173763
sa3008898-A-TOR,Francisco Fajardo,TOR,22,A,50,78,0.3,0.149,0.122,0.06,0.622,0.267,0.213,0.26,0.362,0.182,2,1,0,2,0,0.355,0.516,0.129,0.355,0.516,0.129,2022-06-03,0.20553219959223423
sa3008904-A-SDP,Victor Duarte,SDP,21,A,65,58,0.338,0.056,0.145,0.108,0.553,0.312,0.185,0.312,0.241,0.0,0,3,0,0,0,0.516,0.323,0.161,0.516,0.323,0.161,2022-06-03,0.09296604852482626
sa3008905-A-PHI,Leandro Pineda,PHI,20,A,44,45,0.273,0.079,0.116,0.114,0.487,0.222,0.158,0.25,0.237,0.0,0,1,1,2,0,0.296,0.519,0.185,0.296,0.519,0.185,2022-06-03,0.11652744989862239
sa3008907-A-PIT,Rodolfo Nolasco,PIT,20,A,172,87,0.314,0.118,0.169,0.105,0.636,0.312,0.216,0.302,0.333,0.1,3,7,1,4,1,0.323,0.462,0.215,0.323,0.462,0.215,2022-06-03,0.1761607398595861
sa3008929-A-CLE,Jorge Burgos,CLE,20,A,188,105,0.197,0.098,0.143,0.117,0.707,0.32,0.258,0.351,0.356,0.057,2,8,1,3,1,0.292,0.483,0.225,0.292,0.483,0.225,2022-06-03,0.17758366916195753
sa3008938-A-NYM,Omar De Los Santos,NYM,22,A,169,139,0.349,0.231,0.255,0.047,0.85,0.421,0.294,0.325,0.525,0.25,7,10,3,23,2,0.283,0.485,0.232,0.283,0.485,0.232,2022-06-03,0.3203288292381489
sa3008939-A-BOS,Darel Belen,BOS,22,A,8,-100,0.625,0.0,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.333,0.667,0.0,0.333,0.667,0.0,2022-06-03,0.0
sa3008941-A-CHW,Wilber Sanchez,CHW,20,A,171,68,0.246,0.08,0.133,0.164,0.539,0.2,0.153,0.306,0.234,0.047,2,5,0,21,2,0.467,0.37,0.163,0.467,0.37,0.163,2022-06-03,0.11659075007804928
sa3008946-A-CHC,Felix Stevens,CHC,22,A,62,109,0.355,0.308,0.23,0.145,0.771,0.154,0.173,0.29,0.481,0.385,5,1,0,0,1,0.433,0.5,0.067,0.433,0.5,0.067,2022-06-03,0.34110267769929764
sa3008949-A-BAL,Michael Mantecon,BAL,20,A,57,42,0.228,0.038,0.128,0.053,0.491,0.268,0.208,0.246,0.245,0.0,0,2,0,0,0,0.39,0.439,0.171,0.39,0.439,0.171,2022-06-03,0.0739078292449363
sa3008956-A+-ARI,Leodany Perez,ARI,22,A+,13,79,0.385,0.091,0.125,0.154,0.58,0.333,0.182,0.308,0.273,0.0,0,1,0,1,0,0.286,0.571,0.143,0.286,0.571,0.143,2022-06-03,0.13466174057632568
sa3009191-A-NYM,Carlos Dominguez,NYM,22,A,161,144,0.422,0.262,0.211,0.068,0.86,0.409,0.262,0.335,0.524,0.458,11,5,0,7,5,0.316,0.342,0.342,0.316,0.342,0.342,2022-06-03,0.33187519468814675
sa3009275-A-BOS,Eduardo Lopez,BOS,20,A,120,96,0.308,0.175,0.123,0.117,0.697,0.281,0.214,0.308,0.388,0.118,4,6,0,4,0,0.507,0.299,0.194,0.507,0.299,0.194,2022-06-03,0.23671179172200024
sa3009279-A-HOU,Miguel Palma,HOU,20,A,156,80,0.186,0.091,0.132,0.128,0.602,0.235,0.197,0.314,0.288,0.045,2,6,0,0,0,0.44,0.41,0.15,0.44,0.41,0.15,2022-06-03,0.1471285540648941
sa3009286-A-PHI,Alexeis Azuaje,PHI,20,A,109,106,0.312,0.102,0.184,0.037,0.701,0.397,0.265,0.333,0.367,0.077,1,7,0,12,1,0.228,0.474,0.298,0.228,0.474,0.298,2022-06-03,0.17376928427855767
sa3009289-A+-CIN,Elly De La Cruz,CIN,20,A+,174,147,0.316,0.276,0.162,0.057,0.898,0.384,0.288,0.333,0.564,0.243,9,10,4,12,3,0.352,0.4,0.248,0.352,0.4,0.248,2022-06-03,0.3684252854390017
sa3009296-A-BAL,Moises Ramirez,BAL,20,A,118,27,0.424,0.038,0.198,0.076,0.41,0.268,0.143,0.229,0.181,0.0,0,4,0,0,1,0.259,0.593,0.148,0.259,0.593,0.148,2022-06-03,0.05602791948455377
sa3009328-A-BOS,Yorberto Mejicano,BOS,21,A,78,79,0.295,0.203,0.153,0.038,0.663,0.25,0.216,0.244,0.419,0.267,4,3,0,0,1,0.306,0.51,0.184,0.306,0.51,0.184,2022-06-03,0.26250477176124015
sa3009343-A-CHW,Benyamin Bailey,CHW,20,A,67,108,0.328,0.132,0.149,0.164,0.717,0.344,0.226,0.358,0.358,0.125,1,2,1,0,0,0.25,0.594,0.156,0.25,0.594,0.156,2022-06-03,0.19680284307653317
sa3009539-A+-CHC,Yohendrick Pinango,CHC,20,A+,177,118,0.209,0.189,0.129,0.073,0.779,0.308,0.268,0.322,0.457,0.175,7,10,0,6,0,0.325,0.48,0.195,0.325,0.48,0.195,2022-06-03,0.2822414297606948
sa3009542-A-BAL,Isaac Bellony,BAL,20,A,166,135,0.343,0.213,0.211,0.145,0.843,0.392,0.262,0.367,0.475,0.3,6,10,1,3,0,0.241,0.554,0.205,0.241,0.554,0.205,2022-06-03,0.29604207569033647
sa3009639-A-MIA,Sandro Bargallo,MIA,20,A,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,,,,2022-06-03,0.0
sa3009794-A-MIA,Angeudis Santos,MIA,20,A,74,129,0.257,0.136,0.161,0.095,0.789,0.404,0.288,0.365,0.424,0.0,0,5,2,4,0,0.261,0.413,0.326,0.261,0.413,0.326,2022-06-03,0.23362880258547414
sa3009834-A-PIT,Sergio Campana,PIT,20,A,149,76,0.356,0.056,0.166,0.121,0.575,0.342,0.206,0.313,0.262,0.045,1,4,0,11,4,0.31,0.592,0.099,0.31,0.592,0.099,2022-06-03,0.09459560585487979
sa3009845-A-HOU,Kenedy Corona,HOU,22,A,149,137,0.255,0.25,0.144,0.107,0.864,0.314,0.265,0.349,0.515,0.242,8,7,1,7,2,0.379,0.46,0.161,0.379,0.46,0.161,2022-06-03,0.33871118054478144
sa3009866-AA-TBR,Evan Edwards,TBR,25,AA,86,84,0.453,0.197,0.144,0.151,0.708,0.333,0.197,0.314,0.394,0.25,4,2,0,1,0,0.471,0.294,0.235,0.471,0.294,0.235,2022-06-03,0.24423803066032246
sa3009869-AA-TBR,Austin Shenton,TBR,24,AA,157,97,0.306,0.176,0.155,0.146,0.741,0.304,0.221,0.344,0.397,0.125,5,6,1,0,0,0.488,0.341,0.171,0.488,0.341,0.171,2022-06-03,0.2435804668275554
sa3009870-A-SDP,Matthew Acosta,SDP,24,A,126,82,0.238,0.175,0.124,0.127,0.678,0.214,0.194,0.309,0.369,0.132,5,3,0,7,1,0.521,0.384,0.096,0.521,0.384,0.096,2022-06-03,0.23207051184976638
sa3009871-AA-SFG,Will Wilson,SFG,23,AA,86,132,0.256,0.25,0.133,0.163,0.847,0.267,0.236,0.36,0.486,0.217,5,3,0,1,1,0.46,0.42,0.12,0.46,0.42,0.12,2022-06-03,0.32494972998926974
sa3009873-AA-TOR,Tanner Morris,TOR,24,AA,179,160,0.162,0.163,0.061,0.168,0.924,0.372,0.32,0.441,0.483,0.116,5,7,1,1,3,0.368,0.419,0.214,0.368,0.419,0.214,2022-06-03,0.2885116204396018
sa3009874-A+-TOR,Trevor Schwecke,TOR,24,A+,113,119,0.221,0.194,0.145,0.097,0.756,0.282,0.235,0.327,0.429,0.088,3,8,1,1,2,0.479,0.268,0.254,0.479,0.268,0.254,2022-06-03,0.2766824861834301
sa3009875-AAA-MIA,J.D. Orr,MIA,25,AAA,11,226,0.091,0.091,0.043,0.0,1.182,0.6,0.545,0.545,0.636,0.0,0,1,0,1,0,0.2,0.6,0.2,0.2,0.6,0.2,2022-06-03,0.3189124353058393
sa3009875-AA-MIA,J.D. Orr,MIA,25,AA,38,122,0.132,0.034,0.066,0.237,0.758,0.333,0.276,0.447,0.31,0.0,0,1,0,3,0,0.348,0.522,0.13,0.348,0.522,0.13,2022-06-03,0.09611031075004846
sa3009878-AA-NYM,Luke Ritter,NYM,25,AA,182,122,0.324,0.188,0.131,0.126,0.798,0.36,0.247,0.363,0.435,0.194,6,9,1,2,1,0.33,0.415,0.255,0.33,0.415,0.255,2022-06-03,0.26596413951221604
sa3009883-A+-TOR,Cam Eden,TOR,24,A+,42,127,0.19,0.162,0.126,0.048,0.817,0.367,0.297,0.357,0.459,0.0,0,4,1,2,2,0.448,0.379,0.172,0.448,0.379,0.172,2022-06-03,0.2757284932752949
sa3009883-AA-TOR,Cam Eden,TOR,24,AA,7,6,0.857,0.143,0.423,0.0,0.429,1.0,0.143,0.143,0.286,0.0,0,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,2022-06-03,0.12799417093121052
sa3009884-AA-COL,Isaac Collins,COL,24,AA,171,71,0.205,0.057,0.099,0.123,0.581,0.262,0.199,0.325,0.255,0.0,0,8,0,14,3,0.385,0.413,0.202,0.385,0.413,0.202,2022-06-03,0.10428287257978544
sa3009886-AA-NYM,Zach Ashford,NYM,25,AA,122,101,0.262,0.14,0.092,0.107,0.719,0.329,0.243,0.336,0.383,0.08,2,7,1,3,1,0.342,0.466,0.192,0.342,0.466,0.192,2022-06-03,0.21761661760872586
sa3009957-AA-COL,Aaron Schunk,COL,24,AA,169,92,0.201,0.2,0.112,0.065,0.723,0.269,0.239,0.284,0.439,0.093,5,14,1,2,2,0.446,0.421,0.132,0.446,0.421,0.132,2022-06-03,0.28402480155507565
sa3009965-AA-COL,Brenton Doyle,COL,24,AA,178,91,0.315,0.183,0.196,0.045,0.713,0.317,0.244,0.287,0.427,0.206,7,7,1,11,1,0.318,0.439,0.243,0.318,0.439,0.243,2022-06-03,0.25256209641339805
sa3009972-A+-TBR,Garrett Hiott,TBR,24,A+,119,117,0.286,0.154,0.122,0.092,0.794,0.382,0.279,0.361,0.433,0.125,3,7,0,8,2,0.348,0.464,0.188,0.348,0.464,0.188,2022-06-03,0.24168659855520158
sa3010009-AA-WSN,Jake Alu,WSN,25,AA,187,102,0.193,0.16,0.095,0.08,0.735,0.295,0.254,0.321,0.414,0.116,5,12,0,8,1,0.326,0.409,0.265,0.326,0.409,0.265,2022-06-03,0.24876103555229354
sa3010010-A-NYY,Connor Cannon,NYY,24,A,68,69,0.456,0.089,0.281,0.103,0.544,0.32,0.161,0.294,0.25,0.2,1,2,0,0,0,0.2,0.52,0.28,0.2,0.52,0.28,2022-06-03,0.12077663666200307
sa3010015-A-LAD,Julio Carrion,LAD,23,A,146,112,0.336,0.153,0.168,0.137,0.767,0.364,0.237,0.377,0.39,0.143,4,6,0,3,0,0.412,0.382,0.206,0.412,0.382,0.206,2022-06-03,0.22400742523003053
sa3010017-A+-CHW,Tyler Osik,CHW,25,A+,141,120,0.277,0.12,0.143,0.092,0.8,0.417,0.304,0.376,0.424,0.214,3,6,0,1,0,0.173,0.593,0.235,0.173,0.593,0.235,2022-06-03,0.2107346356662448
sa3010022-A+-SFG,Marco Luciano,SFG,20,A+,159,156,0.22,0.227,0.12,0.094,0.896,0.343,0.298,0.371,0.525,0.205,8,8,0,0,0,0.382,0.382,0.235,0.382,0.382,0.235,2022-06-03,0.33247826613602016
sa3010025-A+-CLE,Joe Naranjo,CLE,21,A+,181,153,0.249,0.264,0.111,0.166,0.9,0.298,0.25,0.387,0.514,0.2,9,6,3,1,0,0.441,0.392,0.167,0.441,0.392,0.167,2022-06-03,0.35025829459636554
sa3010029-AA-WSN,Jack Dunn,WSN,25,AA,94,71,0.255,0.088,0.1,0.128,0.596,0.255,0.2,0.309,0.288,0.111,2,1,0,2,0,0.316,0.509,0.175,0.316,0.509,0.175,2022-06-03,0.13693298935374087
sa3010037-A-CLE,Yordys Valdes,CLE,20,A,148,88,0.23,0.069,0.136,0.088,0.65,0.337,0.254,0.327,0.323,0.0,0,5,2,4,4,0.247,0.538,0.215,0.247,0.538,0.215,2022-06-03,0.1337486902727627
sa3010039-AA-CLE,Will Brennan,CLE,24,AA,157,140,0.102,0.193,0.079,0.108,0.886,0.319,0.311,0.382,0.504,0.093,4,12,1,5,2,0.361,0.412,0.227,0.361,0.412,0.227,2022-06-03,0.3253650519878607
sa3010039-AAA-CLE,Will Brennan,CLE,24,AAA,31,70,0.161,0.103,0.106,0.065,0.635,0.292,0.241,0.29,0.345,0.0,0,3,0,0,0,0.261,0.478,0.261,0.261,0.478,0.261,2022-06-03,0.18487159980561255
sa3010042-A-SFG,Grant McCray,SFG,21,A,183,130,0.295,0.236,0.173,0.131,0.881,0.378,0.274,0.372,0.51,0.194,6,9,5,11,3,0.304,0.471,0.225,0.304,0.471,0.225,2022-06-03,0.330585082033288
sa3010048-AAA-CIN,Ashton Creal,CIN,23,AAA,6,61,0.167,0.0,0.0,0.167,0.533,0.25,0.2,0.333,0.2,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,2022-06-03,0.0
sa3010048-A+-CIN,Ashton Creal,CIN,23,A+,86,91,0.314,0.083,0.168,0.116,0.643,0.348,0.222,0.337,0.306,0.0,0,6,0,4,3,0.409,0.409,0.182,0.409,0.409,0.182,2022-06-03,0.13885088684811472
sa3010146-AAA-HOU,AJ Lee,HOU,25,AAA,4,-100,0.5,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.5,0.0,2022-06-03,0.0
sa3010151-AA-TBR,Greg Jones,TBR,24,AA,139,86,0.353,0.189,0.146,0.086,0.711,0.319,0.213,0.309,0.402,0.167,4,9,1,17,2,0.333,0.458,0.208,0.333,0.458,0.208,2022-06-03,0.25179651215623833
sa3010154-A-KCR,Darryl Collins,KCR,20,A,164,109,0.152,0.115,0.089,0.165,0.715,0.284,0.237,0.364,0.351,0.0,0,11,2,4,2,0.458,0.374,0.168,0.458,0.374,0.168,2022-06-03,0.20032258410251746
sa3010157-AA-COL,Daniel Cope,COL,25,AA,62,114,0.242,0.22,0.17,0.032,0.798,0.317,0.271,0.306,0.492,0.176,3,4,0,1,0,0.405,0.405,0.19,0.405,0.405,0.19,2022-06-03,0.3107219007377274
sa3010159-A+-SDP,Ripken Reyes,SDP,25,A+,159,110,0.138,0.149,0.051,0.101,0.719,0.255,0.224,0.346,0.373,0.038,2,8,3,2,1,0.482,0.327,0.191,0.482,0.327,0.191,2022-06-03,0.23603691740285138
sa3010160-A+-BOS,Jaxx Groshans,BOS,23,A+,78,92,0.282,0.203,0.154,0.179,0.696,0.205,0.172,0.321,0.375,0.143,3,2,1,0,0,0.512,0.341,0.146,0.512,0.341,0.146,2022-06-03,0.2533521430484697
sa3010164-A-CHW,Misael Gonzalez,CHW,21,A,139,94,0.345,0.121,0.18,0.101,0.659,0.328,0.207,0.331,0.328,0.083,2,4,2,6,3,0.375,0.484,0.141,0.375,0.484,0.141,2022-06-03,0.17715829213865342
sa3010166-AAA-KCR,Jimmy Govern,KCR,25,AAA,86,76,0.209,0.162,0.159,0.07,0.667,0.267,0.225,0.279,0.388,0.067,2,5,1,1,0,0.5,0.383,0.117,0.5,0.383,0.117,2022-06-03,0.2384399505365307
sa3010167-AAA-CLE,Ike Freeman,CLE,24,AAA,49,136,0.408,0.278,0.154,0.245,0.868,0.308,0.194,0.396,0.472,0.6,3,1,0,0,0,0.312,0.375,0.312,0.312,0.375,0.312,2022-06-03,0.33345700281533447
sa3010170-AA-TEX,Blaine Crim,TEX,25,AA,199,125,0.191,0.24,0.103,0.095,0.91,0.32,0.298,0.372,0.538,0.208,10,11,0,2,0,0.35,0.387,0.263,0.35,0.387,0.263,2022-06-03,0.3475974183575244
sa3010173-A+-DET,Chase Barbary,DET,25,A+,4,-100,0.5,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.5,0.0,2022-06-03,0.0
sa3010269-AA-PIT,Blake Sabol,PIT,24,AA,153,150,0.209,0.201,0.131,0.118,0.921,0.388,0.321,0.399,0.522,0.132,5,8,2,3,2,0.376,0.416,0.208,0.376,0.416,0.208,2022-06-03,0.32169172096957976
sa3010273-AA-BOS,Wil Dalton,BOS,24,AA,71,129,0.352,0.23,0.148,0.113,0.844,0.382,0.262,0.352,0.492,0.136,3,5,0,3,1,0.595,0.27,0.135,0.595,0.27,0.135,2022-06-03,0.3099853133594902
sa3010279-AA-TEX,Dustin Harris,TEX,22,AA,181,98,0.215,0.204,0.123,0.105,0.789,0.27,0.248,0.337,0.452,0.176,9,5,0,9,2,0.425,0.292,0.283,0.425,0.292,0.283,2022-06-03,0.2854657601593803
sa3010329-AAA-OAK,Shea Langeliers,OAK,24,AAA,192,121,0.214,0.243,0.134,0.109,0.885,0.308,0.278,0.365,0.521,0.208,11,8,0,2,0,0.427,0.419,0.153,0.427,0.419,0.153,2022-06-03,0.3402079910542776
sa3010335-A-ARI,Glenallen Hill Jr.,ARI,21,A,115,29,0.443,0.082,0.246,0.113,0.448,0.217,0.122,0.243,0.204,0.087,2,0,1,1,2,0.5,0.348,0.152,0.5,0.348,0.152,2022-06-03,0.1030553881913335
sa3010336-A-COL,Trevor Boone,COL,24,A,69,106,0.362,0.323,0.171,0.101,0.822,0.25,0.21,0.29,0.532,0.263,5,3,1,1,0,0.543,0.314,0.143,0.543,0.314,0.143,2022-06-03,0.3758818898679996
sa3010340-A-OAK,Jalen Greer,OAK,20,A,85,12,0.529,0.04,0.198,0.118,0.384,0.276,0.12,0.224,0.16,0.333,1,0,0,2,0,0.103,0.724,0.172,0.103,0.724,0.172,2022-06-03,0.052341481813565974
sa3010389-AA-CHC,Nelson Maldonado,CHC,25,AA,48,240,0.208,0.372,0.092,0.083,1.337,0.548,0.465,0.5,0.837,0.214,3,7,0,0,0,0.412,0.294,0.294,0.412,0.294,0.294,2022-06-03,0.5460578198791759
sa3010390-A+-CIN,Nick Quintana,CIN,24,A+,147,115,0.231,0.154,0.095,0.15,0.744,0.291,0.236,0.354,0.39,0.121,4,7,0,3,0,0.379,0.437,0.184,0.379,0.437,0.184,2022-06-03,0.23121578485378846
sa3010395-AAA-CHC,Darius Hill,CHC,24,AAA,10,73,0.0,0.3,0.056,0.0,0.7,0.111,0.2,0.2,0.5,0.25,1,0,0,0,0,0.4,0.4,0.2,0.4,0.4,0.2,2022-06-03,0.36531197603476684
sa3010395-AA-CHC,Darius Hill,CHC,24,AA,201,120,0.119,0.178,0.074,0.065,0.846,0.329,0.308,0.36,0.486,0.088,6,13,1,3,2,0.43,0.418,0.152,0.43,0.418,0.152,2022-06-03,0.3056940713213307
sa3010582-A+-PHI,McCarthy Tatum,PHI,26,A+,117,98,0.274,0.156,0.154,0.051,0.738,0.351,0.266,0.316,0.422,0.103,3,6,1,4,2,0.387,0.453,0.16,0.387,0.453,0.16,2022-06-03,0.23940007612317302
sa3010584-AA-DET,Cooper Johnson,DET,24,AA,19,-38,0.526,0.0,0.18,0.158,0.158,0.0,0.0,0.158,0.0,0.0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.5,0.0,2022-06-03,0.0
sa3010584-A+-DET,Cooper Johnson,DET,24,A+,44,46,0.341,0.026,0.102,0.091,0.478,0.292,0.179,0.273,0.205,0.0,0,1,0,0,0,0.333,0.375,0.292,0.333,0.375,0.292,2022-06-03,0.04734361997793462
sa3010586-AA-MIN,Spencer Steer,MIN,24,AA,156,141,0.147,0.285,0.096,0.09,0.976,0.318,0.307,0.385,0.591,0.148,8,13,1,1,3,0.478,0.257,0.265,0.478,0.257,0.265,2022-06-03,0.4079864896243844
sa3010590-A+-DET,Bryant Packard,DET,24,A+,102,70,0.294,0.115,0.149,0.039,0.608,0.318,0.229,0.265,0.344,0.042,1,6,1,12,1,0.358,0.478,0.164,0.358,0.478,0.164,2022-06-03,0.17758106792233147
sa3010593-AA-ARI,Corbin Carroll,ARI,21,AA,197,157,0.259,0.325,0.094,0.152,1.04,0.357,0.294,0.421,0.619,0.375,12,8,4,15,1,0.291,0.491,0.218,0.291,0.491,0.218,2022-06-03,0.4269234143781964
sa3010595-AAA-NYY,Oliver Dunn,NYY,24,AAA,13,43,0.308,0.0,0.155,0.308,0.385,0.0,0.0,0.385,0.0,0.0,0,0,0,0,0,0.25,0.75,0.0,0.25,0.75,0.0,2022-06-03,0.0
sa3010595-AA-NYY,Oliver Dunn,NYY,24,AA,30,292,0.3,0.5,0.122,0.133,1.495,0.667,0.462,0.533,0.962,0.4,2,5,1,2,0,0.294,0.412,0.294,0.294,0.412,0.294,2022-06-03,0.6462592857646631
sa3010596-A+-DET,Corey Joyce,DET,23,A+,106,147,0.198,0.157,0.103,0.208,0.846,0.322,0.265,0.425,0.422,0.143,3,2,1,3,3,0.344,0.41,0.246,0.344,0.41,0.246,2022-06-03,0.2525309812522392
sa3010598-A-ARI,Oscar Santos,ARI,21,A,108,53,0.426,0.109,0.209,0.139,0.55,0.289,0.163,0.278,0.272,0.133,2,4,0,0,0,0.326,0.435,0.239,0.326,0.435,0.239,2022-06-03,0.14430936248348875
sa3010689-AA-DET,Kerry Carpenter,DET,24,AA,179,190,0.285,0.369,0.123,0.073,1.097,0.387,0.331,0.397,0.7,0.362,17,8,0,1,1,0.435,0.324,0.241,0.435,0.324,0.241,2022-06-03,0.470735812856079
sa3010693-A+-PHI,Andrick Nava,PHI,20,A+,62,72,0.145,0.093,0.113,0.113,0.621,0.261,0.222,0.306,0.315,0.0,0,3,1,1,0,0.311,0.511,0.178,0.311,0.511,0.178,2022-06-03,0.16544252875762203
sa3010695-A+-MIA,Nasim Nunez,MIA,21,A+,188,87,0.33,0.057,0.111,0.144,0.624,0.371,0.228,0.339,0.285,0.0,0,7,1,23,7,0.289,0.557,0.155,0.289,0.557,0.155,2022-06-03,0.1039828588027771
sa3010696-A+-HOU,Colin Barber,HOU,21,A+,137,145,0.182,0.133,0.084,0.139,0.873,0.376,0.31,0.431,0.442,0.088,3,6,0,4,4,0.391,0.402,0.207,0.391,0.402,0.207,2022-06-03,0.2453886155545866
sa3010702-A+-ATL,Cade Bunnell,ATL,25,A+,158,80,0.386,0.13,0.154,0.196,0.622,0.262,0.163,0.329,0.293,0.19,4,2,1,1,0,0.328,0.484,0.188,0.328,0.484,0.188,2022-06-03,0.1697134954601668
sa3010703-AA-DET,Andrew Navigato,DET,24,AA,81,140,0.136,0.167,0.115,0.049,0.883,0.35,0.333,0.383,0.5,0.111,3,3,0,3,1,0.45,0.35,0.2,0.45,0.35,0.2,2022-06-03,0.2946878061292902
sa3010703-A+-DET,Andrew Navigato,DET,24,A+,62,132,0.226,0.173,0.145,0.097,0.833,0.375,0.288,0.371,0.462,0.0,0,5,2,1,2,0.368,0.263,0.368,0.368,0.263,0.368,2022-06-03,0.27970762207366595
sa3010706-A-MIN,Keoni Cavaco,MIN,21,A,145,81,0.386,0.153,0.232,0.048,0.642,0.362,0.226,0.262,0.38,0.077,2,9,3,1,0,0.347,0.453,0.2,0.347,0.453,0.2,2022-06-03,0.212865715978641
sa3010708-AA-PHI,Sal Gozzo,PHI,24,AA,63,-15,0.413,0.052,0.15,0.032,0.322,0.219,0.121,0.15,0.172,0.0,0,3,0,0,0,0.355,0.484,0.161,0.355,0.484,0.161,2022-06-03,0.07022627516571582
sa3010709-A-STL,Tre Fletcher,STL,21,A,16,-100,1.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2022-06-03,0.0
sa3010710-AA-PIT,Andres Alvarez,PIT,25,AA,115,165,0.252,0.368,0.112,0.139,1.016,0.283,0.274,0.374,0.642,0.265,9,4,2,6,0,0.5,0.382,0.118,0.5,0.382,0.118,2022-06-03,0.4500142749519576
sa3010711-A+-ATL,Vaughn Grissom,ATL,21,A+,196,113,0.128,0.141,0.098,0.102,0.768,0.286,0.265,0.362,0.406,0.102,5,7,1,10,2,0.35,0.457,0.193,0.35,0.457,0.193,2022-06-03,0.2406990907886696
sa3010720-A-ATL,Stephen Paolini,ATL,21,A,177,64,0.282,0.07,0.116,0.113,0.556,0.283,0.197,0.288,0.268,0.026,1,8,0,6,3,0.362,0.486,0.152,0.362,0.486,0.152,2022-06-03,0.11497588493121834
