idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Date
sa3005722-A-STL,Adanson Cruz,STL,21,A,113,27,0.451,0.088,0.226,0.071,0.431,0.24,0.137,0.205,0.225,0.111,2,3,0,1,1,0.353,0.392,0.255,2022-06-01
sa3005730-A-CHC,Yeison Santana,CHC,21,A,71,129,0.225,0.067,0.141,0.141,0.775,0.409,0.3,0.408,0.367,0.0,0,4,0,3,0,0.088,0.588,0.324,2022-06-01
sa3005743-A-KCR,Gary Camarillo,KCR,20,A,35,-11,0.629,0.171,0.376,0.0,0.343,0.091,0.086,0.086,0.257,0.333,2,0,0,0,0,0.462,0.462,0.077,2022-06-01
sa3005744-A-OAK,Junior Perez,OAK,20,A,148,84,0.345,0.152,0.149,0.108,0.69,0.338,0.227,0.311,0.379,0.133,4,6,1,10,1,0.38,0.481,0.139,2022-06-01
sa3005747-A-MIN,Luis Baez,MIN,21,A,43,37,0.372,0.026,0.137,0.116,0.44,0.273,0.158,0.256,0.184,0.0,0,1,0,4,2,0.273,0.5,0.227,2022-06-01
sa3005754-A-HOU,Victor Mascai,HOU,21,A,125,120,0.368,0.221,0.168,0.16,0.786,0.333,0.221,0.344,0.442,0.25,5,8,0,1,0,0.351,0.421,0.228,2022-06-01
sa3005775-A-WSN,Viandel Pena,WSN,21,A,141,146,0.255,0.19,0.144,0.149,0.881,0.397,0.293,0.399,0.483,0.094,3,5,4,12,1,0.405,0.392,0.203,2022-06-01
sa3005927-A-KCR,Francis Grullon,KCR,21,A,56,34,0.286,0.02,0.19,0.107,0.43,0.235,0.16,0.25,0.18,0.0,0,1,0,0,0,0.333,0.485,0.182,2022-06-01
sa3005928-A-CLE,Richard Paz,CLE,21,A,108,82,0.176,0.054,0.104,0.093,0.614,0.28,0.237,0.324,0.29,0.043,1,2,0,0,0,0.311,0.459,0.23,2022-06-01
sa3005942-A-TBR,Oneill Manzueta,TBR,21,A,147,121,0.327,0.163,0.17,0.163,0.774,0.384,0.244,0.367,0.407,0.133,2,6,4,1,2,0.205,0.589,0.205,2022-06-01
sa3006428-A-ARI,Ramses Malave,ARI,21,A,42,139,0.262,0.2,0.13,0.119,0.89,0.364,0.286,0.405,0.486,0.286,2,1,0,2,0,0.304,0.478,0.217,2022-06-01
sa3006578-A-STL,Sander Mora,STL,21,A,101,88,0.307,0.118,0.157,0.149,0.623,0.269,0.188,0.317,0.306,0.105,2,2,1,3,1,0.365,0.423,0.212,2022-06-01
sa3006606-A-PHI,Wilfredo Flores,PHI,22,A,99,112,0.162,0.074,0.128,0.04,0.733,0.372,0.316,0.343,0.389,0.071,1,4,0,2,1,0.179,0.551,0.269,2022-06-01
sa3006622-A-DET,Eduardo Valencia,DET,22,A,52,76,0.192,0.083,0.094,0.077,0.601,0.289,0.229,0.288,0.312,0.0,0,4,0,1,0,0.342,0.447,0.211,2022-06-01
sa3006867-A-PHI,Kendall Simmons,PHI,22,A,123,126,0.301,0.219,0.136,0.106,0.784,0.302,0.229,0.336,0.448,0.167,5,8,0,6,1,0.462,0.385,0.154,2022-06-01
sa3006885-A-LAA,Trent Deveaux,LAA,22,A,60,39,0.267,0.037,0.142,0.083,0.489,0.263,0.185,0.267,0.222,0.0,0,2,0,1,0,0.243,0.595,0.162,2022-06-01
sa3006889-A-LAA,D'Shawn Knowles,LAA,21,A,165,139,0.23,0.117,0.141,0.145,0.878,0.444,0.328,0.433,0.445,0.04,1,9,2,9,2,0.25,0.58,0.17,2022-06-01
sa3006893-A-TOR,Jordan Groshans,TOR,22,A,20,49,0.25,0.053,0.167,0.05,0.513,0.286,0.211,0.25,0.263,0.0,0,1,0,0,0,0.308,0.385,0.308,2022-06-01
sa3006894-A-NYY,Anthony Seigler,NYY,23,A,101,155,0.178,0.197,0.063,0.248,0.86,0.273,0.237,0.426,0.434,0.136,3,6,0,5,0,0.393,0.268,0.339,2022-06-01
sa3006897-A-WSN,Leandro Emiliani,WSN,22,A,107,131,0.29,0.306,0.147,0.075,0.859,0.283,0.245,0.308,0.551,0.389,7,7,1,0,0,0.277,0.523,0.2,2022-06-01
sa3007016-A-TBR,Michael Berglund,TBR,24,A,82,128,0.22,0.079,0.112,0.207,0.753,0.356,0.254,0.42,0.333,0.0,0,3,1,3,0,0.4,0.356,0.244,2022-06-01
sa3007069-A-BAL,Greg Cullen,BAL,25,A,33,107,0.121,0.069,0.066,0.121,0.708,0.32,0.276,0.364,0.345,0.0,0,0,1,0,0,0.36,0.36,0.28,2022-06-01
sa3007077-A-ATL,Rusber Estrada,ATL,27,A,47,151,0.234,0.194,0.128,0.213,0.87,0.333,0.25,0.426,0.444,0.1,1,4,0,0,1,0.4,0.36,0.24,2022-06-01
sa3007299-A-SFG,Yorlis Rodriguez,SFG,22,A,153,89,0.281,0.153,0.2,0.052,0.724,0.351,0.264,0.307,0.417,0.082,4,8,1,1,0,0.51,0.312,0.177,2022-06-01
sa3007331-A-TBR,Dawson Dimon,TBR,23,A,41,55,0.366,0.083,0.119,0.122,0.518,0.286,0.167,0.268,0.25,0.0,0,1,1,0,0,0.211,0.632,0.158,2022-06-01
sa3007513-A-STL,Ramon Mendoza,STL,21,A,91,71,0.187,0.097,0.074,0.165,0.547,0.167,0.139,0.311,0.236,0.043,1,2,1,2,1,0.418,0.4,0.182,2022-06-01
sa3007639-A-TBR,Nick Schnell,TBR,22,A,4,244,0.25,0.25,0.222,0.0,1.25,0.667,0.5,0.5,0.75,0.0,0,1,0,0,0,0.333,0.333,0.333,2022-06-01
sa3007827-A-CHC,Malcom Quintero,CHC,21,A,63,105,0.286,0.056,0.129,0.127,0.698,0.405,0.278,0.365,0.333,0.0,0,3,0,1,1,0.216,0.514,0.27,2022-06-01
sa3007975-A-CHC,Ezequiel Pagan,CHC,21,A,126,82,0.151,0.088,0.082,0.079,0.637,0.261,0.239,0.31,0.327,0.115,3,1,0,4,1,0.292,0.539,0.169,2022-06-01
sa3008006-A-MIL,Arbert Cipion,MIL,22,A,146,140,0.205,0.192,0.144,0.116,0.856,0.341,0.28,0.384,0.472,0.129,4,6,3,9,4,0.344,0.422,0.233,2022-06-01
sa3008180-A-PIT,Grant Koch,PIT,25,A,3,93,0.0,0.0,0.0,0.0,0.667,0.333,0.333,0.333,0.333,0.0,0,0,0,0,0,0.333,0.333,0.333,2022-06-01
sa3008378-A-PHI,Albert Jerez,PHI,21,A,3,-100,0.667,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,2022-06-01
sa3008740-A-NYM,Cesar Berbesi,NYM,22,A,25,114,0.2,0.222,0.127,0.28,0.693,0.083,0.111,0.36,0.333,0.2,1,1,0,2,0,0.385,0.538,0.077,2022-06-01
sa3008742-A-LAD,Diego Cartaya,LAD,20,A,163,148,0.27,0.29,0.154,0.141,0.955,0.321,0.26,0.405,0.55,0.231,9,9,1,0,0,0.459,0.306,0.235,2022-06-01
sa3008747-A-DET,Jose De La Cruz,DET,20,A,113,114,0.354,0.217,0.195,0.044,0.754,0.333,0.245,0.292,0.462,0.3,6,3,1,1,3,0.312,0.453,0.234,2022-06-01
sa3008752-A-CHC,Kevin Alcantara,CHC,19,A,174,132,0.276,0.22,0.179,0.103,0.85,0.354,0.273,0.356,0.493,0.171,6,9,3,5,1,0.34,0.427,0.233,2022-06-01
sa3008753-A-TEX,Jose Rodriguez,TEX,20,A,148,71,0.284,0.078,0.168,0.108,0.576,0.279,0.202,0.297,0.279,0.1,2,4,0,1,4,0.241,0.602,0.157,2022-06-01
sa3008757-A-LAA,Alexander Ramirez,LAA,19,A,183,68,0.35,0.107,0.18,0.055,0.623,0.353,0.226,0.29,0.333,0.077,2,10,1,9,2,0.271,0.51,0.219,2022-06-01
sa3008758-A-KCR,Omar Florentino,KCR,20,A,36,-1,0.361,0.0,0.141,0.111,0.267,0.118,0.067,0.2,0.067,0.0,0,0,0,0,1,0.467,0.467,0.067,2022-06-01
sa3008759-A-COL,Juan Guerrero,COL,20,A,159,110,0.164,0.171,0.131,0.075,0.798,0.306,0.279,0.348,0.45,0.104,5,7,1,4,3,0.432,0.432,0.135,2022-06-01
sa3008761-A-COL,Warming Bernabel,COL,20,A,181,137,0.144,0.179,0.123,0.105,0.898,0.352,0.321,0.398,0.5,0.098,5,13,0,10,3,0.392,0.438,0.169,2022-06-01
sa3008768-A-CLE,Dayan Frias,CLE,20,A,176,102,0.278,0.06,0.147,0.131,0.672,0.37,0.248,0.364,0.309,0.0,0,7,1,2,3,0.34,0.423,0.237,2022-06-01
sa3008787-A-SEA,Jonatan Clase,SEA,20,A,172,89,0.302,0.137,0.171,0.093,0.705,0.347,0.242,0.326,0.379,0.075,3,6,3,18,3,0.417,0.375,0.208,2022-06-01
sa3008807-A-BAL,Elio Prado,BAL,20,A,28,129,0.214,0.0,0.084,0.107,0.762,0.444,0.333,0.429,0.333,0.0,0,0,0,1,0,0.278,0.444,0.278,2022-06-01
sa3008819-A-DET,Lazaro Benitez,DET,22,A,40,114,0.25,0.229,0.15,0.025,0.757,0.25,0.229,0.3,0.457,0.5,2,2,0,1,1,0.16,0.64,0.2,2022-06-01
sa3008834-A-KCR,Wilmin Candelario,KCR,20,A,89,69,0.393,0.066,0.21,0.135,0.553,0.341,0.184,0.303,0.25,0.0,0,3,1,10,2,0.282,0.487,0.231,2022-06-01
sa3008836-A-BOS,Brainer Bonaci,BOS,19,A,155,111,0.194,0.056,0.102,0.168,0.705,0.337,0.262,0.387,0.317,0.0,0,3,2,5,2,0.327,0.408,0.265,2022-06-01
sa3008842-A-LAD,Alex De Jesus,LAD,20,A,176,135,0.284,0.224,0.115,0.182,0.88,0.349,0.259,0.398,0.483,0.179,7,9,1,2,0,0.433,0.311,0.256,2022-06-01
sa3008853-A-ARI,Danyer Sanabria,ARI,20,A,29,81,0.241,0.111,0.186,0.069,0.681,0.35,0.259,0.31,0.37,0.0,0,1,1,1,1,0.105,0.789,0.105,2022-06-01
sa3008865-A-TOR,Gabriel Martinez,TOR,19,A,173,152,0.168,0.228,0.111,0.081,0.884,0.317,0.297,0.358,0.525,0.176,9,9,0,2,0,0.405,0.397,0.198,2022-06-01
sa3008869-A-TOR,Amell Brazoban,TOR,20,A,65,59,0.354,0.036,0.254,0.123,0.507,0.303,0.179,0.292,0.214,0.0,0,2,0,0,1,0.219,0.562,0.219,2022-06-01
sa3008876-A-ARI,J.J. D'Orazio,ARI,20,A,105,84,0.219,0.135,0.133,0.133,0.683,0.284,0.225,0.324,0.36,0.056,1,9,0,0,1,0.265,0.544,0.191,2022-06-01
sa3008879-A-PIT,Deivis Nadal,PIT,20,A,12,155,0.25,0.091,0.175,0.0,0.871,0.5,0.364,0.417,0.455,0.0,0,1,0,0,0,0.125,0.875,0.0,2022-06-01
sa3008888-A-SDP,Albert Fabian,SDP,20,A,95,87,0.263,0.179,0.15,0.084,0.722,0.293,0.238,0.305,0.417,0.136,3,6,0,3,3,0.367,0.467,0.167,2022-06-01
sa3008892-A-PIT,Juan Jerez,PIT,20,A,128,52,0.344,0.07,0.215,0.07,0.512,0.282,0.184,0.258,0.254,0.05,1,5,0,6,0,0.29,0.536,0.174,2022-06-01
sa3008895-A-SDP,Charlis Aquino,SDP,20,A,27,140,0.222,0.136,0.21,0.074,0.878,0.438,0.318,0.423,0.455,0.0,0,3,0,5,1,0.333,0.6,0.067,2022-06-01
sa3008897-A-SFG,Rayner Santana,SFG,19,A,70,59,0.457,0.177,0.256,0.1,0.612,0.286,0.177,0.257,0.355,0.143,3,2,0,0,0,0.677,0.226,0.097,2022-06-01
sa3008898-A-TOR,Francisco Fajardo,TOR,22,A,49,82,0.306,0.152,0.124,0.061,0.635,0.276,0.217,0.265,0.37,0.2,2,1,0,2,0,0.333,0.533,0.133,2022-06-01
sa3008904-A-SDP,Victor Duarte,SDP,21,A,61,61,0.311,0.059,0.147,0.115,0.572,0.312,0.196,0.317,0.255,0.0,0,3,0,0,0,0.516,0.323,0.161,2022-06-01
sa3008905-A-PHI,Leandro Pineda,PHI,20,A,36,42,0.278,0.062,0.113,0.111,0.469,0.227,0.156,0.25,0.219,0.0,0,0,1,1,0,0.273,0.5,0.227,2022-06-01
sa3008915-A-SFG,Alexander Suarez,SFG,20,A,99,69,0.354,0.186,0.213,0.061,0.645,0.229,0.186,0.273,0.372,0.185,5,1,0,3,0,0.529,0.392,0.078,2022-06-01
sa3008929-A-CLE,Jorge Burgos,CLE,20,A,181,99,0.204,0.089,0.147,0.116,0.68,0.311,0.248,0.343,0.338,0.059,2,6,1,3,1,0.291,0.487,0.222,2022-06-01
sa3008944-A-DET,Carlos Mendoza,DET,22,A,148,144,0.169,0.07,0.062,0.23,0.797,0.36,0.281,0.446,0.351,0.0,0,6,1,7,2,0.193,0.659,0.148,2022-06-01
sa3009286-A-PHI,Alexeis Azuaje,PHI,20,A,109,106,0.312,0.102,0.184,0.037,0.701,0.397,0.265,0.333,0.367,0.077,1,7,0,12,1,0.228,0.474,0.298,2022-06-01
sa3009538-A-BOS,Eddinson Paulino,BOS,19,A,202,107,0.188,0.17,0.132,0.094,0.742,0.295,0.244,0.327,0.415,0.036,2,14,5,6,1,0.399,0.319,0.283,2022-06-01
sa3009542-A-BAL,Isaac Bellony,BAL,20,A,166,135,0.343,0.213,0.214,0.145,0.843,0.392,0.262,0.367,0.475,0.3,6,10,1,3,0,0.241,0.554,0.205,2022-06-01
sa3009639-A-MIA,Sandro Bargallo,MIA,20,A,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,2022-06-01
sa3009794-A-MIA,Angeudis Santos,MIA,20,A,70,106,0.271,0.127,0.166,0.086,0.71,0.364,0.254,0.329,0.381,0.0,0,4,2,2,0,0.256,0.442,0.302,2022-06-01
sa3009834-A-PIT,Sergio Campana,PIT,20,A,139,81,0.353,0.06,0.168,0.122,0.595,0.353,0.214,0.321,0.274,0.048,1,4,0,10,4,0.318,0.576,0.106,2022-06-01
sa3009870-A-SDP,Matthew Acosta,SDP,24,A,126,81,0.238,0.175,0.124,0.127,0.678,0.214,0.194,0.309,0.369,0.132,5,3,0,7,1,0.521,0.384,0.096,2022-06-01
sa3009961-A-KCR,Joshua Rivera,KCR,23,A,63,21,0.429,0.053,0.186,0.079,0.403,0.267,0.14,0.21,0.193,0.0,0,1,1,1,2,0.379,0.517,0.103,2022-06-01
sa3010014-A-CHW,Ivan Gonzalez,CHW,25,A,70,129,0.171,0.203,0.065,0.071,0.827,0.306,0.281,0.343,0.484,0.188,3,4,0,0,1,0.314,0.451,0.235,2022-06-01
sa3010015-A-LAD,Julio Carrion,LAD,23,A,138,111,0.333,0.158,0.171,0.116,0.773,0.369,0.246,0.37,0.404,0.143,4,6,0,3,0,0.418,0.373,0.209,2022-06-01
sa3010026-A-SDP,Nerwilian Cedeno,SDP,20,A,5,4,0.0,0.0,0.05,0.0,0.4,0.2,0.2,0.2,0.2,0.0,0,0,0,1,0,0.0,0.75,0.25,2022-06-01
sa3010037-A-CLE,Yordys Valdes,CLE,20,A,140,88,0.243,0.073,0.139,0.086,0.649,0.341,0.252,0.324,0.325,0.0,0,5,2,4,3,0.225,0.551,0.225,2022-06-01
sa3010154-A-KCR,Darryl Collins,KCR,20,A,158,117,0.158,0.12,0.089,0.171,0.746,0.301,0.248,0.378,0.368,0.0,0,11,2,4,2,0.465,0.366,0.168,2022-06-01
sa3010164-A-CHW,Misael Gonzalez,CHW,21,A,139,94,0.345,0.121,0.18,0.101,0.659,0.328,0.207,0.331,0.328,0.083,2,4,2,6,3,0.375,0.484,0.141,2022-06-01
sa3010281-A-CHW,Daniel Millwee,CHW,26,A,8,-100,0.375,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.4,0.4,0.2,2022-06-01
sa3010336-A-COL,Trevor Boone,COL,24,A,65,97,0.369,0.305,0.183,0.092,0.785,0.233,0.203,0.277,0.508,0.294,5,3,0,1,0,0.515,0.333,0.152,2022-06-01
sa3010340-A-OAK,Jalen Greer,OAK,20,A,81,18,0.506,0.042,0.199,0.123,0.404,0.276,0.127,0.235,0.169,0.333,1,0,0,2,0,0.103,0.724,0.172,2022-06-01
sa3010341-A-TOR,Glenn Santiago,TOR,21,A,55,76,0.291,0.118,0.162,0.073,0.606,0.294,0.216,0.273,0.333,0.1,1,3,0,3,1,0.312,0.438,0.25,2022-06-01
sa3010398-A-SDP,Tyler Malone,SDP,24,A,60,137,0.183,0.14,0.076,0.267,0.822,0.29,0.233,0.45,0.372,0.077,1,3,0,0,0,0.406,0.5,0.094,2022-06-01
sa3010597-A-CHW,Victor Torres,CHW,21,A,46,81,0.283,0.098,0.203,0.087,0.621,0.321,0.22,0.304,0.317,0.0,0,2,1,0,0,0.429,0.429,0.143,2022-06-01
sa3010679-A-PHI,Herbert Iser,PHI,24,A,8,27,0.0,0.0,0.107,0.125,0.393,0.143,0.143,0.25,0.143,0.0,0,0,0,0,0,0.286,0.429,0.286,2022-06-01
sa3010707-A-MIN,Kyle Schmidt,MIN,24,A,87,121,0.195,0.19,0.095,0.08,0.778,0.288,0.266,0.322,0.456,0.138,4,3,0,0,0,0.483,0.317,0.2,2022-06-01
sa3010709-A-STL,Tre Fletcher,STL,21,A,16,-100,1.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,2022-06-01
sa3010723-A-STL,Patrick Romeri,STL,21,A,20,-29,0.45,0.0,0.169,0.1,0.206,0.111,0.056,0.15,0.056,0.0,0,0,0,0,1,0.333,0.444,0.222,2022-06-01
sa3010870-A-ATL,Kadon Morton,ATL,21,A,146,55,0.397,0.065,0.166,0.151,0.499,0.266,0.153,0.281,0.218,0.111,2,0,1,3,2,0.295,0.443,0.262,2022-06-01
sa3010886-A-TEX,Daniel Mateo,TEX,20,A,146,82,0.233,0.09,0.199,0.068,0.64,0.313,0.248,0.301,0.338,0.057,2,2,2,8,6,0.368,0.442,0.189,2022-06-01
sa3010898-A-WSN,Junior Martina,WSN,24,A,71,67,0.197,0.052,0.106,0.155,0.534,0.205,0.172,0.31,0.224,0.056,1,0,0,0,1,0.4,0.422,0.178,2022-06-01
sa3011153-A-WSN,Allan Berrios,WSN,24,A,32,142,0.188,0.174,0.064,0.094,0.811,0.25,0.217,0.419,0.391,0.143,1,1,0,0,0,0.412,0.235,0.353,2022-06-01
sa3011260-A-SDP,Kervin Pichardo,SDP,20,A,92,39,0.272,0.064,0.104,0.087,0.482,0.222,0.154,0.264,0.218,0.0,0,5,0,1,1,0.314,0.529,0.157,2022-06-01
sa3011262-A-SFG,Najee Gaskins,SFG,24,A,121,122,0.273,0.095,0.097,0.116,0.789,0.419,0.284,0.41,0.379,0.056,1,6,0,3,1,0.286,0.524,0.19,2022-06-01
sa3011329-A-WSN,Jeremy De La Rosa,WSN,20,A,196,153,0.25,0.172,0.145,0.112,0.903,0.429,0.328,0.403,0.5,0.167,6,10,1,17,4,0.295,0.541,0.164,2022-06-01
sa3011382-A-ATL,Connor Blair,ATL,24,A,75,117,0.293,0.14,0.118,0.24,0.72,0.273,0.193,0.387,0.333,0.118,2,2,0,1,0,0.486,0.4,0.114,2022-06-01
sa3011404-A-LAA,Jose Bonilla,LAA,20,A,72,7,0.375,0.06,0.264,0.028,0.403,0.244,0.149,0.194,0.209,0.0,0,2,1,0,0,0.378,0.486,0.135,2022-06-01
sa3011445-A-PHI,Marcus Lee Sang,PHI,21,A,146,105,0.288,0.121,0.18,0.068,0.711,0.371,0.265,0.324,0.386,0.111,2,8,1,7,2,0.22,0.537,0.244,2022-06-01
sa3011446-A-PHI,Jamari Baylor,PHI,21,A,123,85,0.309,0.126,0.172,0.154,0.578,0.182,0.126,0.325,0.253,0.08,2,4,1,12,3,0.455,0.382,0.164,2022-06-01
sa3011501-A-OAK,T.J. Schofield-Sam,OAK,21,A,145,69,0.152,0.061,0.109,0.055,0.608,0.284,0.237,0.31,0.298,0.0,0,8,0,1,3,0.337,0.495,0.168,2022-06-01
sa3011502-A-CHC,Ethan Hearn,CHC,21,A,131,80,0.321,0.128,0.167,0.13,0.608,0.258,0.174,0.305,0.303,0.067,2,4,2,6,0,0.455,0.333,0.212,2022-06-01
sa3011599-A-ATL,Mahki Backstrom,ATL,20,A,141,97,0.44,0.208,0.191,0.142,0.697,0.333,0.183,0.305,0.392,0.174,4,5,4,2,1,0.411,0.446,0.143,2022-06-01
sa3011614-A-CHW,Logan Glass,CHW,21,A,82,52,0.366,0.132,0.248,0.037,0.534,0.267,0.171,0.232,0.303,0.038,1,3,2,3,0,0.565,0.304,0.13,2022-06-01
sa3011615-A-CHW,Chase Krogman,CHW,21,A,72,53,0.319,0.109,0.194,0.083,0.531,0.244,0.172,0.25,0.281,0.056,1,0,2,1,0,0.439,0.439,0.122,2022-06-01
sa3011628-A-STL,Tyler Reichenborn,STL,23,A,181,106,0.16,0.033,0.084,0.116,0.674,0.325,0.267,0.374,0.3,0.0,0,3,1,1,4,0.378,0.328,0.294,2022-06-01
sa3011629-A-PHI,Jadiel Sanchez,PHI,21,A,127,100,0.181,0.168,0.105,0.079,0.706,0.258,0.239,0.299,0.407,0.129,4,3,2,2,2,0.352,0.466,0.182,2022-06-01
sa3011669-A-BAL,Erison Placencia,BAL,20,A,16,71,0.562,0.0,0.148,0.062,0.579,0.667,0.267,0.312,0.267,0.0,0,0,0,0,0,0.0,0.667,0.333,2022-06-01
sa3011706-A-NYM,Jose Rivera,NYM,22,A,79,115,0.367,0.05,0.094,0.215,0.672,0.4,0.217,0.405,0.267,0.25,1,0,0,1,3,0.138,0.483,0.379,2022-06-01
sa3011739-A-BOS,Karson Simas,BOS,21,A,99,60,0.384,0.034,0.148,0.111,0.523,0.347,0.195,0.293,0.23,0.0,0,3,0,6,1,0.255,0.383,0.362,2022-06-01
sa3011753-A-PHI,Erick Brito,PHI,20,A,62,44,0.161,0.034,0.049,0.032,0.5,0.265,0.22,0.246,0.254,0.0,0,0,1,4,1,0.156,0.644,0.2,2022-06-01
sa3011754-A-TBR,Shane Sasaki,TBR,21,A,177,118,0.288,0.065,0.12,0.124,0.748,0.442,0.299,0.384,0.364,0.0,0,8,1,26,2,0.245,0.422,0.333,2022-06-01
sa3014458-A-CHC,Pete Crow-Armstrong,CHC,20,A,183,177,0.18,0.203,0.115,0.12,1.0,0.415,0.354,0.443,0.557,0.2,7,5,3,13,4,0.289,0.446,0.264,2022-06-01
sa3014460-A-CLE,Isaiah Greene,CLE,20,A,165,126,0.236,0.138,0.096,0.188,0.771,0.322,0.238,0.394,0.377,0.071,2,4,4,7,0,0.304,0.522,0.174,2022-06-01
sa3014470-A-CLE,Carson Tucker,CLE,20,A,34,68,0.265,0.0,0.174,0.265,0.436,0.133,0.083,0.353,0.083,0.0,0,0,0,2,0,0.429,0.429,0.143,2022-06-01
sa3014473-A-LAD,Jake Vogel,LAD,20,A,175,76,0.257,0.115,0.114,0.137,0.631,0.282,0.196,0.32,0.311,0.0,0,7,5,4,3,0.34,0.44,0.22,2022-06-01
sa3014475-A-WSN,Drew Millas,WSN,24,A,57,118,0.158,0.109,0.073,0.193,0.734,0.278,0.239,0.386,0.348,0.091,1,2,0,4,2,0.306,0.528,0.167,2022-06-01
sa3014502-A-LAA,Werner Blakely,LAA,20,A,62,160,0.258,0.204,0.135,0.177,0.982,0.438,0.327,0.452,0.531,0.154,2,2,1,6,1,0.382,0.471,0.147,2022-06-01
sa3014507-A-LAA,David Calabrese,LAA,19,A,112,53,0.33,0.157,0.155,0.089,0.583,0.254,0.176,0.25,0.333,0.077,2,4,3,3,0,0.413,0.413,0.175,2022-06-01
sa3014521-A-CIN,Austin Hendrick,CIN,21,A,145,102,0.4,0.197,0.225,0.097,0.698,0.302,0.205,0.297,0.402,0.175,7,4,0,2,0,0.58,0.203,0.217,2022-06-01
sa3014544-A-CLE,Milan Tolentino,CLE,20,A,163,164,0.196,0.114,0.092,0.166,0.93,0.451,0.356,0.46,0.47,0.045,1,12,0,8,1,0.214,0.427,0.359,2022-06-01
sa3014682-A-COL,Adael Amador,COL,19,A,197,134,0.147,0.16,0.077,0.142,0.882,0.338,0.309,0.413,0.469,0.146,6,8,0,6,3,0.308,0.541,0.15,2022-06-01
sa3014687-A-LAA,Arol Vera,LAA,19,A,199,54,0.246,0.074,0.143,0.095,0.561,0.268,0.205,0.283,0.278,0.05,2,3,2,8,2,0.315,0.591,0.094,2022-06-01
sa3014689-A-LAD,Luis Rodriguez,LAD,19,A,166,119,0.325,0.14,0.201,0.157,0.796,0.405,0.265,0.392,0.404,0.133,4,7,0,1,0,0.37,0.469,0.16,2022-06-01
sa3014691-A-MIA,Ian Lewis,MIA,19,A,70,145,0.186,0.127,0.146,0.057,0.862,0.412,0.349,0.386,0.476,0.091,1,3,1,2,0,0.216,0.431,0.353,2022-06-01
sa3014711-A-TEX,Maximo Acosta,TEX,19,A,159,108,0.22,0.103,0.128,0.107,0.715,0.337,0.257,0.354,0.36,0.025,1,9,1,15,8,0.417,0.385,0.198,2022-06-01
sa3014714-A-TOR,Rikelbin De Castro,TOR,19,A,36,84,0.278,0.094,0.133,0.111,0.618,0.286,0.219,0.306,0.312,0.143,1,0,0,1,2,0.368,0.368,0.263,2022-06-01
sa3014717-A-WSN,Sammy Infante,WSN,21,A,150,136,0.307,0.312,0.138,0.067,0.879,0.288,0.254,0.313,0.565,0.343,12,7,0,6,1,0.407,0.43,0.163,2022-06-01
sa3014833-A-STL,Matt Chamberlain,STL,23,A,25,95,0.36,0.087,0.2,0.08,0.668,0.429,0.261,0.32,0.348,0.0,0,2,0,0,0,0.214,0.286,0.5,2022-06-01
sa3014837-A-ARI,Sheng-Ping Chen,ARI,21,A,150,80,0.313,0.121,0.14,0.053,0.681,0.374,0.257,0.302,0.379,0.095,2,11,0,3,2,0.239,0.511,0.25,2022-06-01
sa3014939-A-PHI,Chris Burke,PHI,20,A,8,88,0.25,0.0,0.172,0.125,0.542,0.25,0.167,0.375,0.167,0.0,0,0,0,0,0,0.0,0.75,0.25,2022-06-01
sa3015016-A-MIA,David Martinez,MIA,25,A,12,101,0.417,0.0,0.133,0.25,0.542,0.333,0.125,0.417,0.125,0.0,0,0,0,0,0,0.0,1.0,0.0,2022-06-01
sa3015057-A-CHC,Jacob Wetzel,CHC,22,A,123,95,0.268,0.091,0.1,0.154,0.643,0.288,0.202,0.35,0.293,0.05,1,4,1,8,0,0.308,0.446,0.246,2022-06-01
sa3015062-A-SEA,Victor Labrada,SEA,22,A,27,190,0.074,0.136,0.072,0.148,1.064,0.45,0.409,0.519,0.545,0.0,0,3,0,2,1,0.5,0.4,0.1,2022-06-01
sa3015127-A-TEX,Alejandro Osuna,TEX,19,A,159,161,0.164,0.189,0.097,0.138,0.932,0.356,0.318,0.424,0.508,0.167,6,5,1,14,6,0.356,0.406,0.238,2022-06-01
sa3015168-A-ARI,Deyvison De Los Santos,ARI,19,A,186,88,0.28,0.166,0.199,0.065,0.732,0.325,0.26,0.306,0.426,0.269,7,7,0,2,0,0.22,0.602,0.178,2022-06-01
sa3015170-A-ARI,Junior Franco,ARI,19,A,176,85,0.278,0.113,0.175,0.085,0.689,0.34,0.252,0.324,0.365,0.148,4,6,0,10,3,0.25,0.5,0.25,2022-06-01
sa3015177-A-CIN,Braylin Minier,CIN,19,A,47,87,0.319,0.25,0.286,0.064,0.666,0.192,0.182,0.234,0.432,0.2,3,2,0,0,1,0.517,0.379,0.103,2022-06-01
