idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Date
12037-A-MIA,Jon Berti,MIA,32,A,6,36,0.167,0.167,0.05,0.0,0.5,0.2,0.167,0.167,0.333,0.0,0,1,0,0,0,0.4,0.2,0.4,2022-06-01
13066-A-TOR,Teoscar Hernandez,TOR,29,A,13,321,0.231,0.727,0.143,0.077,1.643,0.429,0.455,0.462,1.182,0.5,2,2,0,1,0,0.5,0.0,0.5,2022-06-01
13853-A-MIA,Joey Wendle,MIA,32,A,8,209,0.125,0.143,0.077,0.125,1.071,0.5,0.429,0.5,0.571,0.0,0,1,0,0,0,0.167,0.5,0.333,2022-06-01
14329-A-PIT,Anthony Alford,PIT,27,A,7,300,0.0,0.571,0.0,0.0,1.429,0.333,0.429,0.429,1.0,0.333,1,1,0,0,0,0.5,0.333,0.167,2022-06-01
16535-A-TOR,Danny Jansen,TOR,27,A,11,148,0.0,0.2,0.086,0.0,0.864,0.3,0.3,0.364,0.5,0.0,0,2,0,0,0,0.7,0.0,0.3,2022-06-01
16542-A-BAL,Shed Long Jr.,BAL,26,A,1,374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,2022-06-01
17922-A-MIA,Isan Diaz,MIA,26,A,7,-28,0.286,0.0,0.08,0.143,0.167,0.0,0.0,0.167,0.0,0.0,0,0,0,0,0,0.667,0.333,0.0,2022-06-01
18289-A-MIA,Brian Anderson,MIA,29,A,4,128,0.25,0.0,0.125,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,2022-06-01
19952-A-NYM,Khalil Lee,NYM,24,A,35,131,0.314,0.172,0.189,0.086,0.785,0.389,0.241,0.371,0.414,0.0,0,3,1,1,3,0.533,0.4,0.067,2022-06-01
19956-A-PHI,Mickey Moniak,PHI,24,A,13,210,0.231,0.3,0.109,0.0,1.162,0.5,0.4,0.462,0.7,0.0,0,1,1,0,0,0.5,0.25,0.25,2022-06-01
20287-A-NYY,Ben Rortvedt,NYY,24,A,5,386,0.2,0.75,0.1,0.2,1.85,0.5,0.5,0.6,1.25,1.0,1,0,0,0,0,0.0,0.333,0.667,2022-06-01
20540-A-MIA,Jose Devers,MIA,22,A,6,-6,0.5,0.0,0.129,0.0,0.333,0.333,0.167,0.167,0.167,0.0,0,0,0,0,0,0.333,0.667,0.0,2022-06-01
sa1159694-A-PIT,Jakob Goldfarb,PIT,26,A,73,120,0.288,0.055,0.132,0.164,0.684,0.333,0.218,0.411,0.273,0.067,1,0,0,0,0,0.469,0.312,0.219,2022-06-01
sa1169610-A-CIN,Tyler Callihan,CIN,22,A,39,118,0.154,0.156,0.09,0.179,0.734,0.24,0.219,0.359,0.375,0.091,1,2,0,2,0,0.458,0.292,0.25,2022-06-01
sa1169620-A-TEX,Marcus Smith,TEX,21,A,144,75,0.465,0.14,0.137,0.188,0.573,0.25,0.132,0.301,0.272,0.211,4,2,1,14,0,0.396,0.542,0.062,2022-06-01
sa1169878-A-ATL,Brandon Parker,ATL,23,A,93,127,0.258,0.139,0.119,0.183,0.773,0.333,0.236,0.398,0.375,0.1,1,3,2,1,0,0.213,0.511,0.277,2022-06-01
sa3002635-A-WSN,Geraldi Diaz,WSN,21,A,81,138,0.136,0.177,0.105,0.185,0.827,0.275,0.242,0.407,0.419,0.038,1,6,1,2,0,0.51,0.353,0.137,2022-06-01
sa3002855-A-NYM,Albert Suarez,NYM,22,A,33,-41,0.182,0.0,0.113,0.061,0.188,0.08,0.067,0.121,0.067,0.0,0,0,0,0,0,0.375,0.583,0.042,2022-06-01
sa3002865-A-SDP,Gilberto Vizcarra,SDP,23,A,18,-31,0.111,0.0,0.057,0.111,0.167,0.0,0.0,0.167,0.0,0.0,0,0,0,0,1,0.769,0.231,0.0,2022-06-01
sa3003213-A-KCR,Felix Familia,KCR,23,A,41,32,0.293,0.029,0.199,0.073,0.437,0.261,0.171,0.237,0.2,0.0,0,1,0,1,0,0.348,0.478,0.174,2022-06-01
sa3003238-A-TEX,Yenci Pena,TEX,21,A,85,113,0.235,0.13,0.169,0.153,0.727,0.292,0.232,0.365,0.362,0.1,2,3,0,3,0,0.408,0.367,0.224,2022-06-01
sa3003257-A-DET,Frank Veliz,DET,22,A,27,-4,0.444,0.0,0.194,0.037,0.305,0.231,0.12,0.185,0.12,0.0,0,0,0,0,0,0.308,0.692,0.0,2022-06-01
sa3003262-A-DET,Eliezer Alfonzo,DET,22,A,15,-66,0.133,0.0,0.062,0.0,0.133,0.077,0.067,0.067,0.067,0.0,0,0,0,0,0,0.333,0.583,0.083,2022-06-01
sa3003282-A-TBR,Abiezel Ramirez,TBR,22,A,61,136,0.213,0.22,0.112,0.18,0.837,0.286,0.24,0.377,0.46,0.154,2,3,1,6,1,0.371,0.486,0.143,2022-06-01
sa3003350-A-LAD,Kenneth Betancourt,LAD,22,A,110,76,0.182,0.15,0.089,0.073,0.671,0.256,0.23,0.291,0.38,0.125,3,6,0,1,0,0.304,0.494,0.203,2022-06-01
sa3003360-A-MIA,Jorge Caballero,MIA,22,A,91,118,0.275,0.145,0.117,0.132,0.737,0.327,0.237,0.356,0.382,0.25,2,1,2,0,1,0.157,0.471,0.373,2022-06-01
sa3003413-A-TBR,Freddvil Chevez,TBR,22,A,117,25,0.248,0.065,0.15,0.06,0.436,0.203,0.157,0.214,0.222,0.036,1,2,1,0,0,0.373,0.507,0.12,2022-06-01
sa3004046-A-LAA,Jeremy Arocho,LAA,23,A,32,134,0.219,0.043,0.083,0.25,0.773,0.375,0.261,0.469,0.304,0.0,0,1,0,2,0,0.25,0.688,0.062,2022-06-01
sa3004880-A-OAK,Kevin Richards,OAK,22,A,128,126,0.234,0.222,0.181,0.062,0.881,0.361,0.308,0.352,0.53,0.146,6,6,1,2,2,0.471,0.402,0.126,2022-06-01
sa3004882-A-COL,Bryant Quijada,COL,22,A,36,105,0.139,0.103,0.071,0.111,0.751,0.32,0.276,0.371,0.379,0.0,0,3,0,0,0,0.208,0.542,0.25,2022-06-01
sa3005080-A-NYY,Luis Santos,NYY,22,A,73,93,0.164,0.111,0.054,0.123,0.653,0.275,0.222,0.319,0.333,0.0,0,5,1,1,1,0.265,0.469,0.265,2022-06-01
sa3005151-A-LAA,Kevin Watson Jr,LAA,23,A,79,72,0.342,0.091,0.145,0.139,0.617,0.316,0.197,0.329,0.288,0.067,1,1,1,1,1,0.385,0.462,0.154,2022-06-01
sa3005239-A-CIN,Danny Lantigua,CIN,23,A,54,5,0.426,0.078,0.226,0.056,0.363,0.185,0.118,0.167,0.196,0.25,1,1,0,1,0,0.154,0.577,0.269,2022-06-01
sa3005240-A-SEA,Walking Cabrera,SEA,21,A,147,80,0.231,0.078,0.14,0.095,0.66,0.33,0.256,0.327,0.333,0.025,1,7,0,4,1,0.417,0.365,0.219,2022-06-01
sa3005481-A-CLE,Wilfri Peralta,CLE,21,A,69,65,0.319,0.108,0.138,0.058,0.584,0.326,0.215,0.261,0.323,0.0,0,3,2,0,1,0.302,0.395,0.302,2022-06-01
sa3005484-A-NYY,Roberto Chirinos,NYY,21,A,87,66,0.333,0.061,0.169,0.046,0.569,0.358,0.232,0.276,0.293,0.0,0,3,1,2,0,0.264,0.547,0.189,2022-06-01
sa3005522-A-TEX,Derwin Barreto,TEX,21,A,46,137,0.217,0.205,0.099,0.109,0.857,0.321,0.282,0.37,0.487,0.154,2,2,0,1,1,0.5,0.308,0.192,2022-06-01
sa3005527-A-HOU,Rainier Rivas,HOU,21,A,7,-35,0.286,0.0,0.179,0.143,0.143,0.0,0.0,0.143,0.0,0.0,0,0,0,0,0,0.25,0.75,0.0,2022-06-01
sa3005538-A-MIL,Jesus Chirinos,MIL,20,A,174,78,0.351,0.086,0.172,0.109,0.614,0.341,0.224,0.305,0.309,0.115,3,4,0,2,0,0.292,0.449,0.258,2022-06-01
sa3005542-A-CLE,Skeiling Rodriguez,CLE,21,A,73,41,0.411,0.045,0.158,0.082,0.474,0.324,0.182,0.247,0.227,0.0,0,3,0,0,1,0.297,0.405,0.297,2022-06-01
sa3005547-A-MIL,Luis Silva,MIL,20,A,67,55,0.343,0.054,0.206,0.134,0.498,0.265,0.161,0.284,0.214,0.0,0,3,0,1,1,0.333,0.455,0.212,2022-06-01
sa3005551-A-TOR,Rainer Nunez,TOR,21,A,182,145,0.253,0.231,0.194,0.022,0.873,0.361,0.312,0.33,0.543,0.324,11,5,1,0,0,0.268,0.457,0.276,2022-06-01
sa3005555-A-CLE,Victor Planchart,CLE,21,A,92,131,0.217,0.074,0.125,0.109,0.797,0.426,0.321,0.402,0.395,0.0,0,4,1,0,0,0.295,0.328,0.377,2022-06-01
sa3005561-A-TOR,Jose Rivas,TOR,21,A,59,74,0.186,0.042,0.13,0.136,0.551,0.237,0.188,0.322,0.229,0.0,0,2,0,3,3,0.176,0.618,0.206,2022-06-01
sa3005568-A-KCR,Enrique Valdez,KCR,21,A,135,70,0.289,0.112,0.193,0.044,0.611,0.31,0.232,0.267,0.344,0.065,2,8,0,6,1,0.36,0.477,0.163,2022-06-01
sa3005570-A-LAD,Yunior Garcia,LAD,20,A,128,80,0.25,0.134,0.169,0.094,0.661,0.273,0.214,0.312,0.348,0.15,3,6,0,0,0,0.256,0.577,0.167,2022-06-01
sa3005584-A-MIL,Alberis Ferrer,MIL,21,A,96,74,0.469,0.188,0.276,0.104,0.613,0.278,0.165,0.26,0.353,0.25,4,2,1,2,0,0.41,0.41,0.179,2022-06-01
sa3005587-A-CIN,Daniel Vellojin,CIN,22,A,40,52,0.275,0.094,0.175,0.2,0.462,0.1,0.094,0.275,0.188,0.5,1,0,0,2,1,0.095,0.619,0.286,2022-06-01
sa3005597-A-NYY,Raimfer Salinas,NYY,21,A,86,82,0.291,0.066,0.178,0.081,0.603,0.32,0.224,0.314,0.289,0.083,1,2,0,2,2,0.25,0.562,0.188,2022-06-01
sa3005602-A-OAK,Danny Bautista,OAK,21,A,120,112,0.2,0.112,0.101,0.142,0.764,0.338,0.265,0.387,0.378,0.042,1,8,0,1,2,0.329,0.507,0.164,2022-06-01
sa3005617-A-STL,Darlin Moquete,STL,22,A,36,67,0.222,0.171,0.133,0.028,0.594,0.2,0.2,0.222,0.371,0.222,2,0,0,0,1,0.333,0.593,0.074,2022-06-01
sa3005628-A-NYM,Stanley Consuegra,NYM,21,A,173,98,0.306,0.12,0.188,0.075,0.679,0.353,0.247,0.312,0.367,0.094,3,8,1,3,4,0.305,0.457,0.238,2022-06-01
sa3005629-A-ARI,Juan Batista,ARI,21,A,99,47,0.495,0.112,0.215,0.061,0.547,0.385,0.18,0.255,0.292,0.1,1,3,2,7,1,0.25,0.575,0.175,2022-06-01
sa3005727-A-STL,Luis Rodriguez,STL,22,A,73,59,0.329,0.085,0.234,0.027,0.556,0.326,0.225,0.247,0.31,0.125,1,3,0,0,0,0.174,0.587,0.239,2022-06-01
sa3005735-A-WSN,Andry Arias,WSN,22,A,106,93,0.226,0.144,0.145,0.151,0.665,0.25,0.2,0.321,0.344,0.077,2,3,2,0,2,0.4,0.462,0.138,2022-06-01
sa3005767-A-CHC,Miguel Fabrizio,CHC,21,A,70,64,0.286,0.164,0.162,0.129,0.569,0.179,0.148,0.257,0.311,0.25,2,2,1,0,0,0.2,0.625,0.175,2022-06-01
sa3005790-A-KCR,Edgar Martinez,KCR,21,A,98,95,0.388,0.114,0.189,0.082,0.683,0.429,0.25,0.32,0.364,0.056,1,1,3,5,0,0.36,0.42,0.22,2022-06-01
sa3005916-A-KCR,Guillermo Quintana,KCR,21,A,171,110,0.216,0.178,0.115,0.129,0.744,0.267,0.233,0.333,0.411,0.115,6,8,0,6,1,0.477,0.358,0.165,2022-06-01
sa3005924-A-NYY,Anthony Garcia,NYY,21,A,170,147,0.382,0.242,0.152,0.218,0.843,0.316,0.212,0.388,0.455,0.385,10,2,0,9,1,0.388,0.433,0.179,2022-06-01
sa3005939-A-PHI,Arturo De Freitas,PHI,21,A,131,104,0.328,0.109,0.168,0.084,0.698,0.392,0.261,0.328,0.37,0.087,2,5,1,0,1,0.315,0.37,0.315,2022-06-01
sa3005945-A-MIL,Oswel Leones,MIL,21,A,93,68,0.301,0.095,0.106,0.086,0.577,0.291,0.202,0.28,0.298,0.062,1,3,1,1,0,0.291,0.455,0.255,2022-06-01
sa3005952-A-TOR,Jose Ferrer,TOR,23,A,58,90,0.293,0.12,0.15,0.121,0.65,0.324,0.22,0.31,0.34,0.0,0,6,0,0,0,0.29,0.452,0.258,2022-06-01
sa3006185-A-PIT,Randy Romero,PIT,22,A,62,35,0.21,0.103,0.117,0.016,0.49,0.217,0.19,0.197,0.293,0.077,1,3,0,2,0,0.277,0.574,0.149,2022-06-01
sa3006187-A-TEX,Jose Acosta,TEX,22,A,73,115,0.288,0.23,0.171,0.096,0.778,0.316,0.23,0.319,0.459,0.105,2,4,2,4,1,0.487,0.41,0.103,2022-06-01
sa3006201-A-ATL,Brandol Mezquita,ATL,20,A,177,133,0.26,0.105,0.192,0.096,0.82,0.435,0.32,0.395,0.425,0.067,2,6,2,5,4,0.286,0.419,0.295,2022-06-01
sa3006206-A-NYY,Madison Santos,NYY,22,A,96,108,0.406,0.112,0.163,0.167,0.692,0.41,0.225,0.354,0.338,0.182,2,3,0,8,4,0.268,0.634,0.098,2022-06-01
sa3006221-A-SEA,Junior Gonzalez,SEA,22,A,21,14,0.476,0.1,0.267,0.0,0.44,0.3,0.15,0.19,0.25,0.0,0,0,1,0,0,0.6,0.2,0.2,2022-06-01
sa3006432-A-PIT,Angel Basabe,PIT,21,A,4,193,0.0,0.0,0.091,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0,0,0,0,1,0.0,1.0,0.0,2022-06-01
sa3006525-A-OAK,Jose Mujica,OAK,21,A,12,-23,0.417,0.0,0.164,0.083,0.258,0.167,0.091,0.167,0.091,0.0,0,0,0,0,0,0.5,0.333,0.167,2022-06-01
sa3006676-A-CHW,Samil Polanco,CHW,22,A,92,92,0.217,0.198,0.163,0.043,0.702,0.254,0.233,0.272,0.43,0.174,4,3,1,0,0,0.343,0.522,0.134,2022-06-01
sa3006883-A-MIL,Micah Bello,MIL,21,A,70,174,0.2,0.203,0.125,0.1,0.994,0.432,0.356,0.435,0.559,0.095,2,6,0,2,0,0.488,0.233,0.279,2022-06-01
sa3006886-A-TBR,Jelfry Marte,TBR,21,A,114,107,0.351,0.061,0.183,0.114,0.695,0.439,0.265,0.368,0.327,0.091,1,3,0,4,1,0.2,0.582,0.218,2022-06-01
sa3007020-A-DET,Kingston Liniak,DET,22,A,77,63,0.221,0.062,0.121,0.169,0.517,0.213,0.156,0.299,0.219,0.0,0,4,0,0,3,0.318,0.409,0.273,2022-06-01
sa3007059-A-DET,Daneurys De La Cruz,DET,21,A,122,107,0.336,0.096,0.143,0.115,0.689,0.387,0.24,0.352,0.337,0.043,1,5,1,1,0,0.365,0.365,0.27,2022-06-01
sa3007068-A-CHW,Keegan Fish,CHW,22,A,13,102,0.154,0.0,0.061,0.154,0.657,0.333,0.273,0.385,0.273,0.0,0,0,0,1,0,0.444,0.556,0.0,2022-06-01
sa3007291-A-SFG,Abdiel Layer,SFG,23,A,126,100,0.341,0.231,0.162,0.103,0.777,0.323,0.231,0.315,0.463,0.179,5,8,1,3,2,0.418,0.388,0.194,2022-06-01
sa3007298-A-PHI,Rixon Wingrove,PHI,22,A,31,21,0.419,0.037,0.221,0.097,0.374,0.214,0.111,0.226,0.148,0.0,0,1,0,0,0,0.273,0.455,0.273,2022-06-01
sa3007326-A-TBR,Gionti Turner,TBR,21,A,95,46,0.347,0.012,0.177,0.084,0.466,0.294,0.181,0.274,0.193,0.0,0,1,0,4,1,0.489,0.362,0.149,2022-06-01
sa3007873-A-NYY,Alex Guerrero,NYY,22,A,11,-51,0.455,0.0,0.25,0.0,0.182,0.167,0.091,0.091,0.091,0.0,0,0,0,0,0,0.333,0.333,0.333,2022-06-01
sa3007874-A-ARI,Wilderd Patino,ARI,20,A,177,111,0.254,0.17,0.198,0.068,0.799,0.358,0.283,0.347,0.453,0.2,6,9,0,24,4,0.275,0.56,0.165,2022-06-01
sa3007875-A-NYY,Ryder Green,NYY,22,A,23,99,0.304,0.143,0.173,0.087,0.685,0.308,0.238,0.304,0.381,0.333,1,0,0,1,1,0.231,0.538,0.231,2022-06-01
sa3008110-A-MIA,Osiris Johnson,MIA,21,A,142,61,0.183,0.096,0.136,0.085,0.55,0.212,0.192,0.262,0.288,0.079,3,3,0,4,0,0.376,0.446,0.178,2022-06-01
sa3008184-A-CHC,Cole Roederer,CHC,22,A,20,214,0.1,0.133,0.059,0.2,1.15,0.5,0.467,0.55,0.6,0.0,0,2,0,2,0,0.286,0.286,0.429,2022-06-01
sa3008420-A-NYY,Alan Mejia,NYY,20,A,68,-8,0.426,0.0,0.195,0.059,0.303,0.229,0.127,0.176,0.127,0.0,0,0,0,2,0,0.206,0.647,0.147,2022-06-01
sa3008469-A-CHC,Juan Mora,CHC,22,A,104,127,0.163,0.18,0.082,0.087,0.809,0.3,0.27,0.359,0.449,0.158,3,5,1,0,0,0.288,0.545,0.167,2022-06-01
sa3008737-A-LAA,Starlin Gill,LAA,22,A,96,62,0.208,0.013,0.135,0.125,0.538,0.259,0.195,0.33,0.208,0.0,0,1,0,5,1,0.211,0.579,0.211,2022-06-01
sa3008746-A-NYY,Antonio Gomez,NYY,20,A,99,88,0.283,0.105,0.15,0.121,0.627,0.286,0.209,0.313,0.314,0.118,2,1,1,0,2,0.298,0.596,0.105,2022-06-01
sa3008751-A-MIL,Eduardo Garcia,MIL,19,A,178,90,0.343,0.101,0.208,0.028,0.676,0.411,0.272,0.303,0.373,0.056,2,7,2,6,0,0.346,0.423,0.231,2022-06-01
sa3008767-A-SFG,Victor Bericoto,SFG,20,A,166,113,0.289,0.149,0.112,0.145,0.785,0.371,0.262,0.373,0.411,0.167,4,9,0,2,3,0.27,0.494,0.236,2022-06-01
sa3008782-A-WSN,Yoander Rivero,WSN,20,A,97,94,0.237,0.051,0.078,0.175,0.63,0.304,0.218,0.361,0.269,0.0,0,2,1,1,1,0.218,0.564,0.218,2022-06-01
sa3008784-A-BAL,Isaac De Leon,BAL,20,A,163,99,0.27,0.123,0.114,0.196,0.665,0.262,0.192,0.35,0.315,0.091,3,5,1,1,0,0.384,0.512,0.105,2022-06-01
sa3008785-A-MIA,Cristhian Rodriguez,MIA,20,A,149,66,0.376,0.06,0.189,0.107,0.552,0.342,0.203,0.289,0.263,0.037,1,5,0,1,1,0.365,0.338,0.297,2022-06-01
sa3008790-A-LAA,Darwin Moreno,LAA,20,A,7,-43,0.857,0.0,0.303,0.143,0.143,0.0,0.0,0.143,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,2022-06-01
sa3008808-A-BAL,Noelberth Romero,BAL,20,A,128,102,0.172,0.154,0.13,0.07,0.723,0.29,0.256,0.312,0.41,0.077,3,7,1,6,2,0.424,0.424,0.152,2022-06-01
sa3008810-A-BOS,Eduardo Vaughan,BOS,20,A,113,79,0.292,0.022,0.135,0.186,0.559,0.293,0.191,0.345,0.213,0.0,0,2,0,4,0,0.404,0.368,0.228,2022-06-01
sa3008815-A-CIN,Ilvin Fernandez,CIN,20,A,10,120,0.3,0.0,0.244,0.1,0.733,0.5,0.333,0.4,0.333,0.0,0,0,0,0,0,0.333,0.333,0.333,2022-06-01
sa3008824-A-COL,Aiverson Rodriguez,COL,20,A,68,105,0.206,0.237,0.119,0.118,0.798,0.273,0.237,0.324,0.475,0.1,2,6,1,0,0,0.455,0.432,0.114,2022-06-01
sa3008828-A-BAL,Mishael Deson,BAL,19,A,155,77,0.277,0.029,0.126,0.11,0.585,0.34,0.234,0.323,0.263,0.0,0,4,0,8,2,0.099,0.692,0.209,2022-06-01
sa3008838-A-KCR,Jaswel De Los Santos,KCR,20,A,73,36,0.411,0.051,0.207,0.178,0.396,0.143,0.085,0.26,0.136,0.167,1,0,0,4,0,0.214,0.714,0.071,2022-06-01
sa3008845-A-LAD,Jose Ramos,LAD,21,A,138,136,0.261,0.241,0.172,0.13,0.909,0.342,0.277,0.391,0.518,0.261,6,3,3,2,0,0.299,0.442,0.26,2022-06-01
sa3008851-A-NYY,Alexander Vargas,NYY,20,A,175,46,0.331,0.11,0.177,0.057,0.511,0.25,0.178,0.223,0.288,0.067,3,9,0,9,5,0.437,0.427,0.136,2022-06-01
sa3008875-A-TEX,Junior Paniagua,TEX,20,A,125,72,0.264,0.114,0.155,0.064,0.608,0.296,0.219,0.274,0.333,0.024,1,8,1,4,0,0.554,0.27,0.176,2022-06-01
sa3008883-A-SEA,Milkar Perez,SEA,20,A,109,61,0.303,0.035,0.075,0.202,0.516,0.245,0.151,0.33,0.186,0.0,0,3,0,1,0,0.264,0.509,0.226,2022-06-01
sa3008885-A-TEX,Efrenyer Narvaez,TEX,19,A,110,58,0.327,0.099,0.241,0.045,0.552,0.281,0.198,0.255,0.297,0.074,2,2,1,1,1,0.429,0.413,0.159,2022-06-01
sa3008889-A-PIT,Alexander Mojica,PIT,19,A,143,96,0.294,0.144,0.152,0.154,0.652,0.247,0.186,0.322,0.331,0.143,4,5,0,0,0,0.389,0.444,0.167,2022-06-01
sa3008890-A-NYY,Marcos Cabrera,NYY,20,A,161,117,0.416,0.232,0.216,0.13,0.752,0.317,0.203,0.317,0.435,0.333,8,6,1,12,3,0.353,0.426,0.221,2022-06-01
sa3008907-A-PIT,Rodolfo Nolasco,PIT,20,A,162,71,0.327,0.102,0.168,0.093,0.584,0.304,0.204,0.278,0.306,0.071,2,7,1,4,1,0.318,0.455,0.227,2022-06-01
sa3008933-A-MIA,Jose Estrada,MIA,22,A,15,44,0.333,0.0,0.149,0.067,0.481,0.333,0.214,0.267,0.214,0.0,0,0,0,0,0,0.111,0.556,0.333,2022-06-01
sa3008938-A-NYM,Omar De Los Santos,NYM,22,A,159,143,0.346,0.247,0.25,0.05,0.867,0.416,0.293,0.327,0.54,0.259,7,10,3,23,2,0.29,0.473,0.237,2022-06-01
sa3008939-A-BOS,Darel Belen,BOS,22,A,8,-100,0.625,0.0,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.333,0.667,0.0,2022-06-01
sa3008941-A-CHW,Wilber Sanchez,CHW,20,A,162,69,0.247,0.078,0.135,0.173,0.537,0.193,0.148,0.311,0.227,0.05,2,4,0,21,2,0.471,0.365,0.165,2022-06-01
sa3008942-A-ATL,Geraldo Quintero,ATL,20,A,187,108,0.187,0.169,0.126,0.096,0.736,0.283,0.241,0.326,0.41,0.073,4,8,4,9,3,0.433,0.346,0.22,2022-06-01
sa3008946-A-CHC,Felix Stevens,CHC,22,A,54,108,0.37,0.283,0.238,0.148,0.753,0.182,0.174,0.296,0.457,0.333,4,1,0,0,1,0.48,0.48,0.04,2022-06-01
sa3008948-A-STL,Albert Inoa,STL,20,A,1,-100,1.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,2022-06-01
sa3008949-A-BAL,Michael Mantecon,BAL,20,A,50,62,0.2,0.043,0.117,0.06,0.563,0.297,0.239,0.28,0.283,0.0,0,2,0,0,0,0.405,0.405,0.189,2022-06-01
sa3009191-A-NYM,Carlos Dominguez,NYM,22,A,152,140,0.428,0.277,0.213,0.066,0.848,0.377,0.248,0.322,0.526,0.458,11,5,0,6,5,0.338,0.31,0.352,2022-06-01
sa3009275-A-BOS,Eduardo Lopez,BOS,20,A,113,92,0.319,0.175,0.129,0.115,0.682,0.271,0.206,0.301,0.381,0.125,4,5,0,3,0,0.516,0.306,0.177,2022-06-01
sa3009279-A-HOU,Miguel Palma,HOU,20,A,152,80,0.191,0.086,0.136,0.132,0.597,0.235,0.195,0.316,0.281,0.047,2,5,0,0,0,0.448,0.417,0.135,2022-06-01
sa3009296-A-BAL,Moises Ramirez,BAL,20,A,111,30,0.414,0.041,0.19,0.081,0.418,0.264,0.143,0.234,0.184,0.0,0,4,0,0,1,0.25,0.596,0.154,2022-06-01
sa3009297-A-HOU,Freddy Guilamo,HOU,21,A,97,50,0.433,0.148,0.207,0.082,0.522,0.233,0.148,0.227,0.295,0.214,3,4,0,1,1,0.311,0.556,0.133,2022-06-01
sa3009328-A-BOS,Yorberto Mejicano,BOS,21,A,78,79,0.295,0.203,0.153,0.038,0.663,0.25,0.216,0.244,0.419,0.267,4,3,0,0,1,0.306,0.51,0.184,2022-06-01
sa3009334-A-PIT,Geovanny Planchart,PIT,20,A,69,62,0.362,0.0,0.118,0.174,0.494,0.312,0.175,0.319,0.175,0.0,0,0,0,0,0,0.188,0.562,0.25,2022-06-01
sa3009340-A-STL,Hansel Otamendi,STL,20,A,82,46,0.244,0.043,0.119,0.122,0.471,0.216,0.159,0.268,0.203,0.0,0,3,0,1,0,0.24,0.56,0.2,2022-06-01
sa3009341-A-STL,Roblin Heredia,STL,19,A,36,-4,0.417,0.0,0.156,0.111,0.288,0.176,0.094,0.194,0.094,0.0,0,0,0,1,0,0.294,0.529,0.176,2022-06-01
sa3009343-A-CHW,Benyamin Bailey,CHW,20,A,63,105,0.333,0.14,0.147,0.159,0.709,0.333,0.22,0.349,0.36,0.125,1,2,1,0,0,0.267,0.567,0.167,2022-06-01
sa3009565-A-LAD,Nelson Quiroz,LAD,20,A,4,-100,0.5,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.5,0.5,0.0,2022-06-01
sa3009808-A-COL,Juan Brito,COL,20,A,192,126,0.177,0.17,0.102,0.177,0.832,0.302,0.261,0.401,0.431,0.111,5,7,2,9,3,0.381,0.415,0.203,2022-06-01
sa3009835-A-STL,Brandon Hernandez,STL,20,A,89,41,0.416,0.038,0.156,0.124,0.451,0.293,0.154,0.258,0.192,0.0,0,3,0,1,0,0.075,0.7,0.225,2022-06-01
sa3009845-A-HOU,Kenedy Corona,HOU,22,A,144,142,0.25,0.258,0.144,0.111,0.885,0.321,0.273,0.354,0.531,0.242,8,7,1,7,2,0.388,0.459,0.153,2022-06-01
sa3009883-A-TOR,Cameron Eden,TOR,24,A,18,276,0.222,0.467,0.143,0.056,1.367,0.444,0.4,0.5,0.867,0.333,2,1,0,2,0,0.545,0.273,0.182,2022-06-01
sa3010010-A-NYY,Connor Cannon,NYY,24,A,64,72,0.453,0.094,0.292,0.094,0.561,0.333,0.17,0.297,0.264,0.2,1,2,0,0,0,0.208,0.5,0.292,2022-06-01
sa3010032-A-CLE,Will Bartlett,CLE,21,A,123,141,0.228,0.194,0.069,0.179,0.858,0.343,0.265,0.398,0.459,0.051,2,11,1,1,0,0.549,0.225,0.225,2022-06-01
sa3010038-A-CHW,James Beard,CHW,21,A,141,59,0.418,0.066,0.181,0.128,0.523,0.311,0.174,0.284,0.24,0.095,2,2,0,15,2,0.344,0.541,0.115,2022-06-01
sa3010042-A-SFG,Grant McCray,SFG,21,A,175,134,0.297,0.247,0.172,0.131,0.904,0.387,0.28,0.377,0.527,0.2,6,9,5,10,3,0.306,0.469,0.224,2022-06-01
sa3010043-A-CHW,DJ Gladney,CHW,20,A,184,103,0.332,0.183,0.209,0.092,0.724,0.32,0.232,0.31,0.415,0.175,7,9,0,6,0,0.404,0.394,0.202,2022-06-01
sa3010155-A-KCR,Omar Hernandez,KCR,20,A,142,66,0.275,0.04,0.138,0.099,0.555,0.318,0.218,0.297,0.258,0.0,0,5,0,7,2,0.346,0.444,0.21,2022-06-01
