idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Date
sa507143-AA-PHI,Ali Castillo,PHI,33,AA,123,59,0.122,0.018,0.068,0.041,0.578,0.294,0.268,0.293,0.286,0.0,0,2,0,3,2,0.273,0.616,0.111,2022-06-01
sa596287-AA-WSN,Wilson Garcia,WSN,28,AA,166,98,0.145,0.127,0.121,0.024,0.728,0.315,0.287,0.314,0.413,0.095,4,7,0,0,0,0.333,0.444,0.222,2022-06-01
sa599531-AA-ARI,Drew Stankiewicz,ARI,29,AA,122,40,0.27,0.086,0.127,0.107,0.536,0.239,0.181,0.269,0.267,0.062,2,3,0,1,0,0.444,0.306,0.25,2022-06-01
sa658994-AA-ATL,Tyler Krieger,ATL,28,AA,17,54,0.176,0.0,0.071,0.176,0.5,0.222,0.167,0.333,0.167,0.0,0,0,0,1,1,0.333,0.556,0.111,2022-06-01
sa736824-AA-MIA,Ray-Patrick Didder,MIA,27,AA,146,84,0.26,0.124,0.109,0.096,0.674,0.272,0.215,0.336,0.339,0.108,4,3,0,13,2,0.435,0.435,0.129,2022-06-01
sa736852-AA-PHI,Aldrem Corredor,PHI,26,AA,126,105,0.222,0.167,0.072,0.127,0.734,0.267,0.231,0.336,0.398,0.238,5,3,0,0,0,0.266,0.557,0.177,2022-06-01
sa737640-AA-SDP,Thomas Milone,SDP,27,AA,64,81,0.219,0.056,0.113,0.125,0.656,0.325,0.241,0.359,0.296,0.0,0,1,1,5,1,0.225,0.5,0.275,2022-06-01
sa738445-AA-MIA,Luis Aviles Jr.,MIA,27,AA,146,84,0.295,0.191,0.182,0.048,0.729,0.322,0.25,0.288,0.441,0.161,5,11,0,6,2,0.333,0.441,0.226,2022-06-01
sa738703-AA-ATL,Jordan Cowan,ATL,27,AA,25,66,0.16,0.045,0.109,0.04,0.593,0.278,0.227,0.32,0.273,0.0,0,1,0,0,1,0.471,0.471,0.059,2022-06-01
sa738936-AA-CHC,Harrison Wenson,CHC,27,AA,69,66,0.478,0.182,0.214,0.159,0.603,0.211,0.127,0.294,0.309,0.25,3,1,0,0,0,0.571,0.286,0.143,2022-06-01
sa738955-AA-SFG,Jacob Heyward,SFG,26,AA,143,61,0.35,0.088,0.138,0.112,0.567,0.297,0.192,0.287,0.28,0.062,2,5,0,0,0,0.427,0.36,0.213,2022-06-01
sa739597-AA-PHI,Wendell Rijo,PHI,26,AA,84,92,0.214,0.187,0.093,0.083,0.698,0.241,0.213,0.298,0.4,0.15,3,3,1,7,0,0.357,0.464,0.179,2022-06-01
sa828381-AA-MIN,Dennis Ortega,MIN,25,AA,143,80,0.252,0.109,0.116,0.091,0.693,0.341,0.256,0.329,0.364,0.095,2,6,1,2,0,0.233,0.522,0.244,2022-06-01
sa828876-AA-CHW,D.J. Burt,CHW,26,AA,60,93,0.133,0.135,0.09,0.1,0.724,0.279,0.25,0.339,0.385,0.071,1,2,1,6,2,0.326,0.442,0.233,2022-06-01
sa829010-AA-COL,Max George,COL,26,AA,20,-21,0.35,0.056,0.2,0.0,0.261,0.091,0.056,0.15,0.111,0.0,0,1,0,0,0,0.364,0.455,0.182,2022-06-01
sa829062-AA-DET,Chris Rabago,DET,29,AA,29,71,0.379,0.0,0.15,0.138,0.553,0.385,0.208,0.345,0.208,0.0,0,0,0,0,0,0.308,0.462,0.231,2022-06-01
sa829268-AA-ATL,Drew Lugbauer,ATL,25,AA,195,111,0.374,0.266,0.213,0.128,0.83,0.329,0.231,0.333,0.497,0.275,11,12,0,0,0,0.43,0.376,0.194,2022-06-01
sa829345-AA-TEX,Jordan Procyshen,TEX,29,AA,61,104,0.246,0.14,0.136,0.131,0.777,0.324,0.26,0.377,0.4,0.143,2,1,0,3,1,0.389,0.389,0.222,2022-06-01
sa829374-AA-WSN,Rudy Martin,WSN,26,AA,74,68,0.243,0.136,0.095,0.081,0.607,0.239,0.197,0.274,0.333,0.095,2,1,1,7,3,0.447,0.362,0.191,2022-06-01
sa829481-AA-COL,Tyler Hill,COL,26,AA,8,63,0.125,0.0,0.068,0.375,0.375,0.0,0.0,0.375,0.0,0.0,0,0,0,1,0,0.5,0.5,0.0,2022-06-01
sa829529-AA-LAD,Jeren Kendall,LAD,26,AA,93,53,0.28,0.163,0.146,0.065,0.619,0.259,0.198,0.258,0.36,0.059,2,4,2,5,2,0.567,0.283,0.15,2022-06-01
sa829713-AA-CHW,Evan Skoug,CHW,26,AA,58,104,0.259,0.18,0.174,0.086,0.765,0.281,0.24,0.345,0.42,0.214,3,0,0,0,0,0.4,0.457,0.143,2022-06-01
sa857538-AA-STL,Roberto Baldoquin,STL,28,AA,62,6,0.242,0.052,0.145,0.032,0.417,0.209,0.155,0.21,0.207,0.0,0,3,0,0,0,0.22,0.585,0.195,2022-06-01
sa857823-AA-LAA,Preston Palmeiro,LAA,27,AA,150,97,0.2,0.169,0.153,0.16,0.734,0.253,0.218,0.347,0.387,0.087,4,9,0,0,0,0.489,0.362,0.149,2022-06-01
sa858812-AA-ATL,Arden Pabst,ATL,27,AA,6,58,0.5,0.0,0.088,0.167,0.533,0.5,0.2,0.333,0.2,0.0,0,0,0,0,0,0.5,0.0,0.5,2022-06-01
sa872466-AA-PHI,Kevin Vicuna,PHI,24,AA,70,121,0.114,0.18,0.11,0.086,0.8,0.302,0.262,0.357,0.443,0.0,0,3,4,3,2,0.353,0.471,0.176,2022-06-01
sa872542-AA-CIN,Leonardo Rivas,CIN,24,AA,121,61,0.182,0.127,0.085,0.083,0.619,0.222,0.206,0.286,0.333,0.091,3,4,0,6,2,0.398,0.373,0.229,2022-06-01
sa872551-AA-MIN,Leobaldo Cabrera,MIN,24,AA,89,46,0.326,0.158,0.152,0.124,0.572,0.163,0.145,0.27,0.303,0.154,4,0,0,4,1,0.565,0.283,0.152,2022-06-01
sa872803-AA-TEX,Sandro Fabian,TEX,24,AA,110,81,0.236,0.213,0.109,0.1,0.713,0.206,0.191,0.309,0.404,0.167,5,3,1,0,0,0.455,0.364,0.182,2022-06-01
sa874178-AA-WSN,Mitch Longo,WSN,27,AA,115,80,0.243,0.159,0.142,0.061,0.661,0.267,0.224,0.278,0.383,0.121,4,5,0,1,2,0.423,0.372,0.205,2022-06-01
sa874241-AA-CHW,Cornelius Randolph,CHW,25,AA,38,5,0.5,0.059,0.221,0.105,0.387,0.267,0.118,0.211,0.176,0.0,0,2,0,0,1,0.2,0.467,0.333,2022-06-01
sa874806-AA-NYY,Blake Perkins,NYY,25,AA,129,144,0.248,0.296,0.138,0.14,0.92,0.306,0.259,0.364,0.556,0.188,6,10,2,12,1,0.416,0.364,0.221,2022-06-01
sa875030-AA-CHW,Jagger Rusconi,CHW,25,AA,101,92,0.267,0.049,0.134,0.129,0.681,0.368,0.256,0.376,0.305,0.0,0,4,0,0,3,0.175,0.544,0.281,2022-06-01
sa877504-AA-BOS,Izzy Wilson,BOS,24,AA,115,19,0.339,0.097,0.188,0.096,0.422,0.161,0.117,0.209,0.214,0.074,2,4,0,2,1,0.422,0.438,0.141,2022-06-01
sa913367-AA-KCR,Gavin Stupienski,KCR,28,AA,21,24,0.286,0.05,0.136,0.0,0.488,0.286,0.2,0.238,0.25,0.0,0,1,0,1,0,0.357,0.571,0.071,2022-06-01
sa914314-AA-ARI,Jeison Guzman,ARI,23,AA,26,112,0.231,0.208,0.198,0.038,0.846,0.353,0.292,0.346,0.5,0.2,1,2,0,1,0,0.278,0.5,0.222,2022-06-01
sa915613-AA-STL,Nick Dunn,STL,25,AA,119,74,0.101,0.1,0.038,0.134,0.656,0.23,0.22,0.336,0.32,0.054,2,4,0,2,1,0.42,0.409,0.17,2022-06-01
sa915700-AA-SFG,Michael Gigliotti,SFG,26,AA,129,97,0.302,0.088,0.118,0.163,0.671,0.323,0.216,0.367,0.304,0.077,2,1,1,11,2,0.406,0.375,0.219,2022-06-01
sa915707-AA-MIN,Kevin Merrell,MIN,26,AA,58,68,0.172,0.189,0.15,0.052,0.715,0.244,0.245,0.281,0.434,0.188,3,1,0,2,1,0.372,0.465,0.163,2022-06-01
sa915708-AA-DET,Dane Myers,DET,26,AA,93,115,0.269,0.218,0.098,0.043,0.795,0.316,0.264,0.312,0.483,0.217,5,4,0,6,2,0.377,0.41,0.213,2022-06-01
sa915868-AA-TEX,Matt Whatley,TEX,26,AA,40,49,0.275,0.205,0.162,0.025,0.635,0.231,0.205,0.225,0.41,0.2,2,2,0,1,0,0.37,0.519,0.111,2022-06-01
sa916848-AA-SFG,Franklin Labour,SFG,24,AA,99,99,0.414,0.238,0.168,0.121,0.732,0.282,0.19,0.303,0.429,0.357,5,3,1,1,0,0.318,0.409,0.273,2022-06-01
sa916849-AA-SFG,Diego Rincones,SFG,23,AA,129,18,0.155,0.017,0.102,0.047,0.426,0.21,0.176,0.233,0.193,0.0,0,2,0,0,0,0.449,0.398,0.153,2022-06-01
sa916969-AA-NYY,Jesus Bastidas,NYY,23,AA,122,106,0.262,0.132,0.136,0.098,0.74,0.342,0.264,0.344,0.396,0.097,3,5,0,4,3,0.413,0.373,0.213,2022-06-01
sa916976-AA-NYY,Andres Chaparro,NYY,23,AA,110,113,0.218,0.242,0.115,0.073,0.784,0.235,0.232,0.309,0.475,0.189,7,3,0,0,0,0.5,0.378,0.122,2022-06-01
sa917075-AA-MIL,Yeison Coca,MIL,23,AA,45,55,0.311,0.105,0.153,0.133,0.578,0.28,0.184,0.289,0.289,0.0,0,4,0,0,1,0.125,0.458,0.417,2022-06-01
sa917107-AA-TBR,Roberto Alvarez,TBR,22,AA,63,61,0.286,0.103,0.114,0.063,0.613,0.325,0.224,0.286,0.328,0.0,0,2,2,0,0,0.385,0.462,0.154,2022-06-01
sa917127-AA-PHI,Jonathan Guzman,PHI,22,AA,164,39,0.238,0.08,0.114,0.067,0.507,0.243,0.187,0.241,0.267,0.029,1,5,2,4,2,0.318,0.536,0.145,2022-06-01
sa917150-AA-CIN,Jonathan Willems,CIN,23,AA,4,4,0.5,0.0,0.188,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2022-06-01
sa917302-AA-CHC,Yonathan Perlaza,CHC,23,AA,146,77,0.267,0.184,0.122,0.137,0.669,0.212,0.184,0.301,0.368,0.15,6,5,0,4,1,0.476,0.381,0.143,2022-06-01
sa917669-AA-STL,Julio E. Rodriguez,STL,25,AA,69,86,0.159,0.109,0.096,0.188,0.671,0.214,0.2,0.362,0.309,0.133,2,0,0,1,0,0.341,0.5,0.159,2022-06-01
sa917753-AA-NYM,Willy Taveras,NYM,24,AA,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,2022-06-01
sa917767-AA-PIT,Lolo Sanchez,PIT,23,AA,134,116,0.164,0.101,0.056,0.164,0.746,0.302,0.257,0.388,0.358,0.047,2,5,0,6,1,0.5,0.314,0.186,2022-06-01
sa917822-AA-TOR,Luis De Los Santos,TOR,24,AA,149,87,0.228,0.128,0.141,0.074,0.685,0.31,0.248,0.309,0.376,0.067,2,9,1,3,1,0.294,0.471,0.235,2022-06-01
sa917939-AA-ARI,Andy Yerzy,ARI,23,AA,144,81,0.229,0.137,0.109,0.125,0.704,0.292,0.234,0.333,0.371,0.086,3,8,0,1,0,0.385,0.396,0.22,2022-06-01
sa918131-AA-CHW,Tyler Neslony,CHW,28,AA,174,160,0.178,0.31,0.095,0.092,1.017,0.348,0.316,0.391,0.626,0.225,9,15,3,5,2,0.325,0.48,0.195,2022-06-01
sa918676-AA-OAK,Logan Davidson,OAK,24,AA,165,93,0.236,0.182,0.144,0.079,0.773,0.314,0.264,0.327,0.446,0.176,6,9,0,2,0,0.309,0.427,0.264,2022-06-01
sa918712-AA-LAA,Ryan Aguilar,LAA,27,AA,129,117,0.271,0.194,0.14,0.163,0.817,0.324,0.25,0.372,0.444,0.217,5,4,1,1,2,0.329,0.443,0.229,2022-06-01
sa918890-AA-KCR,John Rave,KCR,24,AA,149,100,0.201,0.114,0.107,0.148,0.756,0.326,0.268,0.374,0.382,0.1,3,3,1,7,4,0.319,0.511,0.17,2022-06-01
sa918983-AA-PIT,Matt Fraizer,PIT,24,AA,162,64,0.309,0.132,0.17,0.049,0.601,0.293,0.211,0.259,0.342,0.07,3,9,1,6,0,0.43,0.39,0.18,2022-06-01
sa923039-AA-ATL,Jefrey Ramos,ATL,23,AA,59,48,0.169,0.1,0.116,0.085,0.536,0.179,0.16,0.276,0.26,0.062,1,2,0,0,0,0.432,0.486,0.081,2022-06-01
sa943817-AA-MIA,Jerar Encarnacion,MIA,24,AA,136,164,0.257,0.225,0.165,0.096,1.01,0.449,0.358,0.426,0.583,0.267,8,3,0,4,2,0.353,0.424,0.224,2022-06-01
10542-AA-NYY,Derek Dietrich,NYY,32,AA,77,200,0.299,0.419,0.144,0.117,1.131,0.344,0.29,0.421,0.71,0.259,7,5,0,0,0,0.711,0.105,0.184,2022-06-01
13006-AA-SDP,Mitch Walding,SDP,29,AA,29,22,0.276,0.045,0.134,0.241,0.367,0.071,0.045,0.276,0.091,0.0,0,1,0,1,0,0.5,0.429,0.071,2022-06-01
15214-AA-SDP,Brandon Dixon,SDP,30,AA,78,148,0.231,0.303,0.159,0.115,1.019,0.356,0.318,0.397,0.621,0.192,5,3,1,5,0,0.52,0.3,0.18,2022-06-01
16098-AA-WSN,Taylor Gushue,WSN,28,AA,77,176,0.182,0.344,0.098,0.195,1.022,0.244,0.262,0.416,0.607,0.25,6,3,0,0,0,0.511,0.277,0.213,2022-06-01
16622-AA-MIL,Luis Urias,MIL,25,AA,31,26,0.226,0.037,0.13,0.097,0.443,0.2,0.148,0.258,0.185,0.0,0,1,0,0,0,0.368,0.474,0.158,2022-06-01
17022-AA-STL,Edmundo Sosa,STL,26,AA,9,126,0.0,0.0,0.038,0.0,0.819,0.375,0.375,0.444,0.375,0.0,0,0,0,0,0,0.25,0.5,0.25,2022-06-01
17837-AA-MIL,Jakson Reetz,MIL,26,AA,124,172,0.274,0.343,0.123,0.113,1.057,0.345,0.294,0.419,0.637,0.303,10,5,0,0,1,0.493,0.313,0.194,2022-06-01
19956-AA-PHI,Mickey Moniak,PHI,24,AA,25,177,0.24,0.261,0.154,0.04,1.052,0.471,0.391,0.4,0.652,0.167,1,1,1,0,0,0.333,0.389,0.278,2022-06-01
20540-AA-MIA,Jose Devers,MIA,22,AA,17,-42,0.353,0.067,0.174,0.059,0.251,0.1,0.067,0.118,0.133,0.0,0,1,0,1,0,0.5,0.4,0.1,2022-06-01
21304-AA-CIN,Mark Kolozsvary,CIN,26,AA,15,78,0.267,0.0,0.164,0.267,0.5,0.167,0.1,0.4,0.1,0.0,0,0,0,0,0,0.667,0.167,0.167,2022-06-01
21501-AA-MIN,Trevor Larnach,MIN,25,AA,9,31,0.333,0.375,0.179,0.111,0.722,0.0,0.125,0.222,0.5,0.5,1,0,0,0,0,0.4,0.2,0.4,2022-06-01
21735-AA-KCR,Sebastian Rivero,KCR,23,AA,83,113,0.205,0.233,0.141,0.084,0.856,0.315,0.274,0.349,0.507,0.12,3,8,0,0,0,0.455,0.382,0.164,2022-06-01
21897-AA-CHC,Christopher Morel,CHC,23,AA,122,145,0.246,0.259,0.148,0.082,0.945,0.366,0.306,0.38,0.565,0.226,7,5,1,3,3,0.408,0.382,0.211,2022-06-01
22244-AA-PIT,Jack Suwinski,PIT,23,AA,57,197,0.246,0.333,0.119,0.088,1.107,0.441,0.353,0.421,0.686,0.2,3,8,0,1,0,0.417,0.361,0.222,2022-06-01
22254-AA-HOU,Joe Perez,HOU,22,AA,57,46,0.298,0.078,0.092,0.105,0.555,0.273,0.196,0.281,0.275,0.077,1,1,0,0,0,0.406,0.375,0.219,2022-06-01
7168-AA-ARI,Juan Centeno,ARI,32,AA,108,121,0.176,0.227,0.091,0.046,0.884,0.319,0.299,0.358,0.526,0.194,6,4,0,0,0,0.397,0.436,0.167,2022-06-01
8418-AA-WSN,Ehire Adrianza,WSN,32,AA,20,239,0.15,0.25,0.062,0.15,1.238,0.5,0.438,0.55,0.688,0.2,1,1,0,0,0,0.385,0.308,0.308,2022-06-01
sa1053018-AA-CIN,TJ Hopkins,CIN,25,AA,177,103,0.271,0.176,0.122,0.141,0.762,0.302,0.236,0.35,0.412,0.146,6,8,0,5,4,0.432,0.326,0.242,2022-06-01
sa1053075-AA-OAK,Marty Bechina,OAK,25,AA,22,130,0.182,0.158,0.067,0.136,0.883,0.4,0.316,0.409,0.474,0.0,0,3,0,0,2,0.467,0.333,0.2,2022-06-01
sa1115884-AA-PIT,Carter Bins,PIT,23,AA,51,37,0.412,0.152,0.141,0.078,0.498,0.208,0.13,0.216,0.283,0.1,1,4,0,2,0,0.417,0.417,0.167,2022-06-01
sa1115890-AA-ARI,Dominic Canzone,ARI,24,AA,45,192,0.089,0.368,0.095,0.156,1.204,0.355,0.368,0.467,0.737,0.25,3,5,0,0,0,0.364,0.455,0.182,2022-06-01
sa1116023-AA-PIT,Will Matthiessen,PIT,24,AA,42,38,0.333,0.171,0.182,0.024,0.532,0.2,0.171,0.19,0.341,0.182,2,1,0,0,0,0.407,0.37,0.222,2022-06-01
sa1169769-AA-CIN,Eric Yang,CIN,24,AA,69,43,0.275,0.068,0.109,0.13,0.517,0.25,0.169,0.279,0.237,0.0,0,4,0,1,0,0.3,0.5,0.2,2022-06-01
sa1169919-AA-BOS,Nick Sogard,BOS,24,AA,132,117,0.197,0.089,0.09,0.136,0.752,0.345,0.277,0.386,0.366,0.061,2,4,0,6,1,0.384,0.419,0.198,2022-06-01
sa1169940-AA-MIN,Kennie Taylor,MIN,25,AA,27,-9,0.444,0.0,0.216,0.185,0.268,0.1,0.045,0.222,0.045,0.0,0,0,0,0,0,0.3,0.6,0.1,2022-06-01
sa1169956-AA-TBR,Logan Allen,TBR,23,AA,13,90,0.231,0.3,0.122,0.077,0.708,0.0,0.1,0.308,0.4,0.25,1,0,0,1,0,0.571,0.286,0.143,2022-06-01
sa1169978-AA-CIN,Matt Lloyd,CIN,26,AA,86,66,0.291,0.147,0.145,0.116,0.624,0.25,0.187,0.291,0.333,0.091,2,5,0,1,0,0.458,0.396,0.146,2022-06-01
sa1170003-AA-TBR,Brett Wisely,TBR,23,AA,129,134,0.24,0.252,0.122,0.101,0.912,0.362,0.296,0.364,0.548,0.122,5,8,3,7,5,0.482,0.318,0.2,2022-06-01
sa1170010-AA-MIL,Cam Devanney,MIL,25,AA,144,96,0.174,0.171,0.138,0.083,0.753,0.28,0.256,0.326,0.426,0.139,5,7,0,2,2,0.353,0.451,0.196,2022-06-01
sa1170340-AA-MIL,Terence Doston,MIL,21,AA,5,0,0.2,0.0,0.25,0.0,0.4,0.25,0.2,0.2,0.2,0.0,0,0,0,0,0,0.5,0.25,0.25,2022-06-01
sa1170495-AA-TBR,Hill Alexander,TBR,26,AA,89,53,0.315,0.134,0.158,0.056,0.6,0.283,0.207,0.258,0.341,0.074,2,5,0,1,1,0.509,0.321,0.17,2022-06-01
sa1170516-AA-MIN,Alex Isola,MIN,23,AA,131,118,0.206,0.162,0.074,0.137,0.849,0.346,0.297,0.389,0.459,0.128,5,3,0,0,1,0.453,0.302,0.244,2022-06-01
sa1170874-AA-PIT,Dylan Shockley,PIT,25,AA,30,18,0.433,0.038,0.252,0.067,0.387,0.231,0.115,0.233,0.154,0.0,0,1,0,1,0,0.25,0.583,0.167,2022-06-01
sa3002831-AA-SEA,Tanner Kirwer,SEA,26,AA,117,86,0.222,0.062,0.137,0.137,0.677,0.324,0.247,0.368,0.309,0.036,1,3,0,11,1,0.389,0.458,0.153,2022-06-01
sa3002878-AA-STL,Irving Lopez,STL,27,AA,80,60,0.175,0.056,0.078,0.088,0.594,0.281,0.225,0.312,0.282,0.0,0,4,0,1,1,0.357,0.429,0.214,2022-06-01
sa3003183-AA-OAK,Marcos Brito,OAK,22,AA,1,-100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,2022-06-01
sa3003221-AA-OAK,Jordan Diaz,OAK,21,AA,173,107,0.133,0.223,0.11,0.069,0.838,0.292,0.28,0.335,0.503,0.194,6,17,0,0,0,0.23,0.556,0.215,2022-06-01
sa3003246-AA-KCR,Maikel Garcia,KCR,22,AA,205,111,0.176,0.08,0.054,0.141,0.787,0.381,0.305,0.402,0.385,0.0,0,12,1,16,2,0.248,0.489,0.263,2022-06-01
sa3003276-AA-TOR,Steward Berroa,TOR,23,AA,60,45,0.283,0.091,0.138,0.083,0.523,0.243,0.182,0.25,0.273,0.067,1,0,1,7,0,0.405,0.595,0.0,2022-06-01
sa3003311-AA-CLE,Marcos Gonzalez,CLE,22,AA,91,97,0.242,0.136,0.126,0.077,0.717,0.328,0.259,0.322,0.395,0.091,2,5,0,0,0,0.393,0.411,0.196,2022-06-01
sa3003377-AA-HOU,Jose Alvarez,HOU,22,AA,62,106,0.323,0.105,0.157,0.065,0.792,0.472,0.316,0.371,0.421,0.1,1,3,0,2,0,0.27,0.459,0.27,2022-06-01
sa3003386-AA-HOU,Yainer Diaz,HOU,23,AA,201,112,0.129,0.157,0.127,0.07,0.839,0.35,0.319,0.363,0.476,0.105,4,11,3,1,0,0.241,0.532,0.228,2022-06-01
sa3003436-AA-TEX,Trey Hair,TEX,27,AA,105,85,0.19,0.223,0.174,0.086,0.756,0.243,0.234,0.298,0.457,0.167,5,6,0,2,1,0.4,0.387,0.213,2022-06-01
sa3003961-AA-STL,Chase Pinder,STL,26,AA,81,120,0.222,0.191,0.065,0.123,0.868,0.347,0.294,0.383,0.485,0.136,3,4,0,0,2,0.431,0.373,0.196,2022-06-01
sa3003964-AA-KCR,Ryan Grotjohn,KCR,27,AA,35,15,0.514,0.1,0.194,0.143,0.429,0.182,0.1,0.229,0.2,0.143,1,0,0,1,0,0.583,0.25,0.167,2022-06-01
sa3003969-AA-SDP,Chandler Seagle,SDP,26,AA,111,72,0.216,0.093,0.11,0.081,0.651,0.306,0.237,0.321,0.33,0.05,1,6,0,2,1,0.278,0.5,0.222,2022-06-01
sa3004048-AA-SDP,Tirso Ornelas,SDP,22,AA,137,63,0.19,0.087,0.09,0.051,0.638,0.3,0.252,0.299,0.339,0.095,2,5,0,2,0,0.208,0.604,0.188,2022-06-01
sa3004051-AA-CHW,Lenyn Sosa,CHW,22,AA,207,148,0.14,0.222,0.084,0.068,0.958,0.356,0.341,0.396,0.562,0.179,10,7,2,0,0,0.357,0.414,0.229,2022-06-01
sa3004066-AA-SDP,Robbie Podorsky,SDP,27,AA,45,174,0.2,0.225,0.127,0.067,1.08,0.516,0.4,0.455,0.625,0.0,0,5,2,2,0,0.333,0.433,0.233,2022-06-01
sa3004068-AA-CLE,Chris Roller,CLE,25,AA,44,70,0.182,0.132,0.117,0.068,0.621,0.233,0.211,0.279,0.342,0.083,1,2,0,1,1,0.4,0.367,0.233,2022-06-01
sa3004264-AA-LAA,Livan Soto,LAA,22,AA,196,90,0.143,0.065,0.084,0.107,0.701,0.322,0.28,0.356,0.345,0.02,1,6,1,4,3,0.357,0.469,0.175,2022-06-01
sa3004506-AA-NYM,Matt Winaker,NYM,26,AA,101,50,0.277,0.086,0.139,0.119,0.502,0.185,0.136,0.28,0.222,0.036,1,4,0,0,0,0.519,0.259,0.222,2022-06-01
sa3004722-AA-ATL,Jacob Pearson,ATL,24,AA,85,50,0.235,0.114,0.117,0.153,0.554,0.212,0.157,0.282,0.271,0.0,0,8,0,3,0,0.4,0.48,0.12,2022-06-01
sa3004726-AA-PHI,Chris Sharpe,PHI,26,AA,36,35,0.306,0.034,0.067,0.167,0.416,0.167,0.103,0.278,0.138,0.0,0,1,0,0,0,0.333,0.5,0.167,2022-06-01
sa3004817-AA-SEA,Jose Caballero,SEA,25,AA,33,72,0.242,0.16,0.078,0.242,0.613,0.125,0.12,0.333,0.28,0.1,1,1,0,1,0,0.588,0.235,0.176,2022-06-01
sa3004840-AA-SEA,Jack Larsen,SEA,27,AA,141,95,0.22,0.138,0.099,0.163,0.741,0.298,0.241,0.362,0.379,0.111,3,5,1,3,1,0.321,0.44,0.238,2022-06-01
sa3004934-AA-ATL,Riley Delgado,ATL,27,AA,123,114,0.146,0.055,0.083,0.081,0.78,0.385,0.327,0.398,0.382,0.04,1,3,0,1,0,0.275,0.516,0.209,2022-06-01
sa3005081-AA-LAD,Jacob Amaya,LAD,23,AA,175,137,0.114,0.288,0.07,0.154,0.957,0.269,0.281,0.389,0.568,0.17,9,9,3,3,1,0.421,0.357,0.222,2022-06-01
sa3005082-AA-HOU,Wilyer Abreu,HOU,23,AA,196,129,0.235,0.195,0.1,0.23,0.86,0.309,0.242,0.423,0.436,0.154,6,11,0,12,0,0.386,0.356,0.257,2022-06-01
sa3005131-AA-CHC,Luis Vazquez,CHC,22,AA,150,51,0.233,0.112,0.102,0.08,0.574,0.237,0.194,0.268,0.306,0.094,3,4,1,0,4,0.34,0.511,0.149,2022-06-01
sa3005152-AA-MIA,Jan Mercado,MIA,22,AA,8,-59,0.375,0.0,0.133,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0.75,0.25,0.0,2022-06-01
sa3005271-AA-TEX,Ezequiel Duran,TEX,23,AA,182,128,0.17,0.263,0.138,0.066,0.932,0.344,0.311,0.357,0.575,0.117,7,21,1,7,1,0.448,0.306,0.246,2022-06-01
sa3005308-AA-TEX,Diosbel Arias,TEX,25,AA,58,61,0.103,0.14,0.107,0.086,0.613,0.167,0.18,0.293,0.32,0.154,2,1,0,1,1,0.317,0.488,0.195,2022-06-01
sa3005373-AA-LAA,Braxton Martinez,LAA,28,AA,161,98,0.317,0.19,0.117,0.137,0.744,0.309,0.219,0.335,0.409,0.132,5,11,0,0,1,0.452,0.286,0.262,2022-06-01
sa3005582-AA-PIT,Liover Peguero,PIT,21,AA,180,130,0.206,0.2,0.145,0.039,0.853,0.377,0.312,0.341,0.512,0.077,4,14,4,11,1,0.397,0.382,0.221,2022-06-01
sa3005613-AA-MIL,Felix Valerio,MIL,21,AA,171,85,0.152,0.173,0.074,0.082,0.73,0.252,0.247,0.31,0.42,0.105,6,6,1,14,3,0.46,0.395,0.145,2022-06-01
sa3005788-AA-CHW,Jose Rodriguez,CHW,21,AA,184,61,0.158,0.088,0.107,0.06,0.613,0.279,0.235,0.29,0.324,0.019,1,8,2,11,2,0.377,0.5,0.123,2022-06-01
sa3005948-AA-NYM,Juan Loyo,NYM,23,AA,1,377,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,2022-06-01
sa3006660-AA-TBR,Tyler Frank,TBR,25,AA,20,0,0.2,0.0,0.164,0.0,0.411,0.25,0.211,0.2,0.211,0.0,0,0,0,0,0,0.133,0.533,0.333,2022-06-01
sa3006666-AA-HOU,Ross Adolph,HOU,25,AA,109,153,0.266,0.141,0.115,0.275,0.885,0.359,0.239,0.505,0.38,0.214,3,1,0,3,2,0.333,0.357,0.31,2022-06-01
sa3006671-AA-BOS,Devlin Granberg,BOS,26,AA,151,160,0.126,0.177,0.102,0.126,0.929,0.365,0.315,0.437,0.492,0.029,1,11,4,4,1,0.337,0.49,0.173,2022-06-01
sa3006674-AA-SEA,Jake Anchia,SEA,25,AA,99,24,0.323,0.022,0.163,0.061,0.472,0.3,0.198,0.253,0.22,0.0,0,2,0,0,0,0.393,0.446,0.161,2022-06-01
sa3006677-AA-TBR,Jacson McGowan,TBR,25,AA,19,194,0.474,0.333,0.266,0.0,1.143,0.75,0.389,0.421,0.722,0.167,1,3,0,0,0,0.667,0.111,0.222,2022-06-01
