idlevelorg,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Date
sa3006678-AA-NYM,Manny Rodriguez,NYM,25,AA,55,39,0.4,0.208,0.151,0.036,0.54,0.207,0.151,0.182,0.358,0.133,2,3,1,0,0,0.5,0.3,0.2,2022-06-01
sa3006715-AA-COL,Coco Montes,COL,25,AA,60,96,0.217,0.02,0.085,0.167,0.649,0.333,0.245,0.383,0.265,0.0,0,1,0,2,0,0.417,0.389,0.194,2022-06-01
sa3006727-AA-TOR,Chris Bec,TOR,26,AA,42,95,0.286,0.029,0.113,0.19,0.646,0.364,0.235,0.381,0.265,0.0,0,1,0,3,3,0.455,0.318,0.227,2022-06-01
sa3006858-AA-CLE,Jonathan Engelmann,CLE,25,AA,75,22,0.333,0.088,0.181,0.053,0.434,0.19,0.132,0.213,0.221,0.059,1,3,0,1,0,0.436,0.333,0.231,2022-06-01
sa3006887-AA-NYM,Ronny Mauricio,NYM,21,AA,176,96,0.256,0.198,0.153,0.034,0.733,0.308,0.251,0.284,0.449,0.105,6,13,1,7,2,0.467,0.393,0.139,2022-06-01
sa3006911-AA-DET,Eric De La Rosa,DET,25,AA,108,61,0.407,0.074,0.2,0.056,0.571,0.377,0.211,0.287,0.284,0.0,0,5,1,5,2,0.308,0.462,0.231,2022-06-01
sa3006912-AA-ATL,CJ Alexander,ATL,25,AA,146,103,0.233,0.215,0.131,0.062,0.797,0.298,0.267,0.315,0.481,0.205,8,5,0,7,1,0.39,0.41,0.2,2022-06-01
sa3006927-AA-OAK,Chase Calabuig,OAK,26,AA,170,99,0.153,0.119,0.072,0.129,0.748,0.296,0.259,0.371,0.378,0.1,3,6,1,0,0,0.256,0.513,0.231,2022-06-01
sa3006938-AA-ATL,Logan Brown,ATL,25,AA,64,34,0.219,0.067,0.128,0.062,0.517,0.261,0.2,0.25,0.267,0.0,0,2,1,0,0,0.289,0.667,0.044,2022-06-01
sa3007010-AA-TEX,Josh Stowers,TEX,25,AA,131,78,0.244,0.109,0.149,0.099,0.67,0.299,0.227,0.333,0.336,0.054,2,4,1,9,1,0.487,0.303,0.211,2022-06-01
sa3007012-AA-TOR,John Aiello,TOR,25,AA,72,121,0.306,0.203,0.156,0.083,0.807,0.359,0.266,0.338,0.469,0.231,3,4,0,1,0,0.31,0.524,0.167,2022-06-01
sa3007054-AA-ATL,Andrew Moritz,ATL,25,AA,98,82,0.265,0.062,0.087,0.122,0.659,0.351,0.247,0.351,0.309,0.0,0,5,0,1,0,0.364,0.382,0.255,2022-06-01
sa3007074-AA-KCR,Nate Eaton,KCR,25,AA,159,86,0.182,0.129,0.113,0.069,0.731,0.309,0.271,0.331,0.4,0.091,4,4,1,12,1,0.4,0.409,0.191,2022-06-01
sa3007289-AA-KCR,Brhet Bewley,KCR,25,AA,42,59,0.262,0.146,0.149,0.024,0.652,0.31,0.244,0.262,0.39,0.1,1,3,0,0,0,0.333,0.233,0.433,2022-06-01
sa3007312-AA-LAD,James Outman,LAD,25,AA,207,133,0.314,0.273,0.122,0.126,0.933,0.376,0.278,0.382,0.551,0.282,11,13,1,5,1,0.355,0.336,0.309,2022-06-01
sa3007501-AA-STL,Jonah Davis,STL,24,AA,88,52,0.443,0.075,0.179,0.159,0.497,0.222,0.104,0.318,0.179,0.1,1,2,0,1,0,0.37,0.37,0.259,2022-06-01
sa3007502-AA-PHI,Matt Kroon,PHI,25,AA,6,-34,0.5,0.0,0.241,0.167,0.167,0.0,0.0,0.167,0.0,0.0,0,0,0,0,1,0.0,1.0,0.0,2022-06-01
sa3007503-AA-ARI,Nick Dalesandro,ARI,25,AA,97,69,0.268,0.068,0.137,0.082,0.649,0.355,0.261,0.32,0.33,0.083,1,3,0,9,1,0.2,0.567,0.233,2022-06-01
sa3007515-AA-OAK,Devin Foyle,OAK,25,AA,121,91,0.174,0.115,0.09,0.116,0.721,0.296,0.25,0.355,0.365,0.065,2,6,0,0,0,0.373,0.41,0.217,2022-06-01
sa3007516-AA-OAK,Jonah Bride,OAK,26,AA,87,147,0.126,0.288,0.033,0.126,1.005,0.317,0.315,0.402,0.603,0.19,4,9,0,0,0,0.328,0.469,0.203,2022-06-01
sa3007519-AA-PHI,Logan O'Hoppe,PHI,22,AA,170,158,0.147,0.238,0.085,0.124,0.937,0.309,0.294,0.406,0.531,0.151,8,8,1,4,1,0.473,0.402,0.125,2022-06-01
sa3007631-AA-NYY,Max Burt,NYY,25,AA,110,50,0.3,0.137,0.154,0.073,0.551,0.206,0.168,0.245,0.305,0.107,3,4,0,8,0,0.424,0.455,0.121,2022-06-01
sa3007633-AA-PIT,Brendt Citta,PIT,25,AA,74,82,0.297,0.164,0.163,0.068,0.672,0.295,0.224,0.284,0.388,0.125,2,3,1,1,0,0.364,0.455,0.182,2022-06-01
sa3007747-AA-NYY,Mickey Gasper,NYY,26,AA,53,136,0.245,0.114,0.052,0.151,0.824,0.4,0.295,0.415,0.409,0.067,1,2,0,0,1,0.5,0.267,0.233,2022-06-01
sa3007788-AA-SFG,Sean Roby,SFG,23,AA,161,113,0.391,0.279,0.19,0.075,0.802,0.301,0.231,0.292,0.51,0.316,12,3,1,0,0,0.447,0.365,0.188,2022-06-01
sa3007823-AA-SDP,Connor Kaiser,SDP,25,AA,62,45,0.258,0.096,0.12,0.113,0.548,0.222,0.173,0.279,0.269,0.1,1,2,0,4,0,0.278,0.389,0.333,2022-06-01
sa3007869-AA-BAL,Cody Roberts,BAL,26,AA,94,89,0.277,0.149,0.123,0.064,0.689,0.31,0.241,0.298,0.391,0.097,3,4,0,0,0,0.508,0.295,0.197,2022-06-01
sa3007870-AA-SDP,Connor Hollis,SDP,27,AA,188,140,0.191,0.163,0.106,0.16,0.922,0.389,0.32,0.439,0.484,0.152,5,8,1,9,6,0.282,0.47,0.248,2022-06-01
sa3007872-AA-LAD,Hunter Feduccia,LAD,25,AA,105,129,0.2,0.279,0.088,0.162,0.927,0.267,0.267,0.381,0.547,0.233,7,3,0,0,0,0.455,0.288,0.258,2022-06-01
sa3008030-AA-BAL,AJ Graffanino,BAL,24,AA,12,35,0.333,0.0,0.1,0.0,0.5,0.375,0.25,0.25,0.25,0.0,0,0,0,1,0,0.0,0.5,0.5,2022-06-01
sa3008076-AA-PHI,Madison Stokes,PHI,26,AA,86,68,0.407,0.16,0.179,0.093,0.604,0.289,0.173,0.271,0.333,0.167,2,6,0,0,0,0.308,0.436,0.256,2022-06-01
sa3008080-AA-PIT,Connor Scott,PIT,22,AA,136,110,0.235,0.13,0.126,0.066,0.766,0.385,0.293,0.343,0.423,0.028,1,9,2,5,2,0.391,0.413,0.196,2022-06-01
sa3008181-AA-COL,Hunter Stovall,COL,25,AA,103,61,0.194,0.07,0.096,0.136,0.553,0.227,0.186,0.297,0.256,0.056,1,3,0,6,0,0.273,0.576,0.152,2022-06-01
sa3008183-AA-COL,Jimmy Herron,COL,25,AA,120,137,0.167,0.237,0.098,0.142,0.852,0.239,0.237,0.378,0.474,0.167,6,5,0,3,1,0.486,0.311,0.203,2022-06-01
sa3008238-AA-SDP,Korry Howell,SDP,23,AA,139,121,0.309,0.234,0.152,0.158,0.859,0.339,0.234,0.391,0.467,0.138,4,5,4,8,1,0.446,0.354,0.2,2022-06-01
sa3008247-AA-CLE,Bo Naylor,CLE,22,AA,151,138,0.212,0.169,0.07,0.192,0.843,0.329,0.263,0.411,0.432,0.083,3,7,2,8,1,0.409,0.409,0.182,2022-06-01
sa3008282-AA-CHC,Andy Weber,CHC,24,AA,98,130,0.245,0.089,0.138,0.082,0.853,0.485,0.356,0.408,0.444,0.0,0,8,0,3,1,0.406,0.328,0.266,2022-06-01
sa3008792-AA-ARI,Dairon Cuevas,ARI,20,AA,10,10,0.4,0.0,0.258,0.0,0.444,0.4,0.222,0.222,0.222,0.0,0,0,0,1,0,0.2,0.8,0.0,2022-06-01
sa3009871-AA-SFG,Will Wilson,SFG,23,AA,86,133,0.256,0.25,0.133,0.163,0.847,0.267,0.236,0.36,0.486,0.217,5,3,0,1,1,0.46,0.42,0.12,2022-06-01
sa3009873-AA-TOR,Tanner Morris,TOR,24,AA,170,161,0.159,0.159,0.059,0.176,0.925,0.368,0.319,0.447,0.478,0.125,5,5,1,1,3,0.364,0.409,0.227,2022-06-01
sa3009875-AA-MIA,J.D. Orr,MIA,25,AA,29,120,0.138,0.048,0.066,0.276,0.734,0.294,0.238,0.448,0.286,0.0,0,1,0,2,0,0.438,0.438,0.125,2022-06-01
sa3009878-AA-NYM,Luke Ritter,NYM,25,AA,175,120,0.331,0.195,0.131,0.126,0.791,0.353,0.242,0.354,0.436,0.2,6,9,1,1,1,0.333,0.422,0.244,2022-06-01
sa3009886-AA-NYM,Zach Ashford,NYM,25,AA,116,103,0.259,0.147,0.091,0.103,0.728,0.329,0.245,0.336,0.392,0.083,2,7,1,3,1,0.343,0.471,0.186,2022-06-01
sa3009889-AA-BAL,Joseph Ortiz,BAL,23,AA,164,79,0.226,0.146,0.098,0.079,0.647,0.255,0.208,0.293,0.354,0.079,3,10,1,0,1,0.358,0.406,0.236,2022-06-01
sa3009957-AA-COL,Aaron Schunk,COL,24,AA,163,96,0.196,0.208,0.114,0.067,0.738,0.27,0.242,0.288,0.45,0.093,5,14,1,2,1,0.462,0.41,0.128,2022-06-01
sa3009965-AA-COL,Brenton Doyle,COL,24,AA,172,95,0.308,0.19,0.192,0.047,0.727,0.317,0.247,0.291,0.437,0.212,7,7,1,10,1,0.314,0.448,0.238,2022-06-01
sa3010021-AA-LAD,Kody Hoese,LAD,24,AA,147,80,0.245,0.135,0.118,0.034,0.725,0.359,0.284,0.306,0.418,0.083,3,6,2,0,0,0.346,0.394,0.26,2022-06-01
sa3010029-AA-WSN,Jack Dunn,WSN,25,AA,94,72,0.255,0.088,0.1,0.128,0.596,0.255,0.2,0.309,0.288,0.111,2,1,0,2,0,0.316,0.509,0.175,2022-06-01
sa3010151-AA-TBR,Greg Jones,TBR,24,AA,139,87,0.353,0.189,0.146,0.086,0.711,0.319,0.213,0.309,0.402,0.167,4,9,1,17,2,0.333,0.458,0.208,2022-06-01
sa3010157-AA-COL,Daniel Cope,COL,25,AA,59,116,0.254,0.232,0.172,0.034,0.805,0.316,0.268,0.305,0.5,0.188,3,4,0,1,0,0.41,0.41,0.179,2022-06-01
sa3010161-AA-SDP,Chris Givin,SDP,25,AA,122,64,0.18,0.055,0.099,0.107,0.613,0.299,0.239,0.32,0.294,0.0,0,6,0,1,0,0.286,0.476,0.238,2022-06-01
sa3010167-AA-CLE,Ike Freeman,CLE,24,AA,42,56,0.357,0.083,0.186,0.143,0.536,0.286,0.167,0.286,0.25,0.0,0,3,0,0,0,0.429,0.333,0.238,2022-06-01
sa3010272-AA-PIT,Jared Triolo,PIT,24,AA,183,88,0.208,0.043,0.08,0.104,0.658,0.347,0.265,0.35,0.309,0.0,0,7,0,6,3,0.35,0.415,0.236,2022-06-01
sa3010278-AA-TEX,Kellen Strahm,TEX,25,AA,120,67,0.283,0.055,0.088,0.167,0.586,0.267,0.187,0.345,0.242,0.083,1,2,0,0,1,0.203,0.644,0.153,2022-06-01
sa3010279-AA-TEX,Dustin Harris,TEX,22,AA,172,97,0.215,0.195,0.122,0.105,0.78,0.274,0.248,0.337,0.443,0.163,8,5,0,8,2,0.43,0.298,0.272,2022-06-01
sa3010327-AA-HOU,Grae Kessinger,HOU,24,AA,180,70,0.217,0.143,0.096,0.15,0.638,0.202,0.177,0.318,0.32,0.089,5,4,1,11,1,0.528,0.292,0.179,2022-06-01
sa3010334-AA-MIL,Ashton McGee,MIL,23,AA,68,62,0.471,0.096,0.129,0.221,0.554,0.3,0.135,0.324,0.231,0.167,1,2,0,0,0,0.286,0.476,0.238,2022-06-01
sa3010339-AA-STL,Pedro Pages,STL,23,AA,131,117,0.298,0.238,0.124,0.16,0.869,0.328,0.257,0.374,0.495,0.25,6,7,0,1,0,0.348,0.377,0.275,2022-06-01
sa3010389-AA-CHC,Nelson Maldonado,CHC,25,AA,48,240,0.208,0.372,0.092,0.083,1.337,0.548,0.465,0.5,0.837,0.214,3,7,0,0,0,0.412,0.294,0.294,2022-06-01
sa3010393-AA-COL,Michael Toglia,COL,23,AA,189,98,0.376,0.209,0.16,0.122,0.73,0.31,0.215,0.307,0.423,0.267,8,8,1,2,0,0.323,0.398,0.28,2022-06-01
sa3010403-AA-CHC,Bryce Windham,CHC,25,AA,103,83,0.136,0.094,0.036,0.146,0.673,0.254,0.235,0.343,0.329,0.1,2,2,0,0,1,0.282,0.521,0.197,2022-06-01
sa3010586-AA-MIN,Spencer Steer,MIN,24,AA,156,141,0.147,0.285,0.096,0.09,0.976,0.318,0.307,0.385,0.591,0.148,8,13,1,1,3,0.478,0.257,0.265,2022-06-01
sa3010595-AA-NYY,Oliver Dunn,NYY,24,AA,30,292,0.3,0.5,0.122,0.133,1.495,0.667,0.462,0.533,0.962,0.4,2,5,1,2,0,0.294,0.412,0.294,2022-06-01
sa3010602-AA-PHI,Hunter Markwardt,PHI,24,AA,68,0,0.353,0.048,0.169,0.044,0.372,0.231,0.143,0.182,0.19,0.0,0,1,1,0,1,0.333,0.538,0.128,2022-06-01
sa3010692-AA-TOR,Orelvis Martinez,TOR,20,AA,161,122,0.292,0.322,0.173,0.062,0.833,0.212,0.219,0.292,0.541,0.275,14,5,0,2,1,0.526,0.289,0.186,2022-06-01
sa3010703-AA-DET,Andrew Navigato,DET,24,AA,73,134,0.137,0.141,0.108,0.055,0.852,0.352,0.328,0.384,0.469,0.087,2,3,0,3,1,0.434,0.396,0.17,2022-06-01
sa3010713-AA-HOU,Luis Guerrero,HOU,23,AA,57,-15,0.526,0.0,0.146,0.175,0.254,0.118,0.043,0.211,0.043,0.0,0,0,0,3,0,0.412,0.471,0.118,2022-06-01
sa3010862-AA-NYM,Francisco Alvarez,NYM,20,AA,179,126,0.257,0.218,0.167,0.101,0.834,0.324,0.269,0.346,0.487,0.174,8,10,0,0,0,0.414,0.405,0.18,2022-06-01
sa3010888-AA-NYY,Chad Bell,NYY,25,AA,114,108,0.395,0.14,0.181,0.123,0.751,0.431,0.26,0.351,0.4,0.19,4,2,0,0,3,0.389,0.463,0.148,2022-06-01
sa3010897-AA-BAL,Shayne Fontana,BAL,25,AA,109,157,0.284,0.176,0.098,0.193,0.911,0.412,0.294,0.44,0.471,0.211,4,3,0,1,1,0.345,0.455,0.2,2022-06-01
sa3010899-AA-MIA,Troy Johnston,MIA,25,AA,172,84,0.221,0.078,0.107,0.081,0.692,0.353,0.275,0.339,0.353,0.023,1,7,1,0,0,0.379,0.397,0.224,2022-06-01
sa3011224-AA-NYM,Antoine Duplantis,NYM,25,AA,99,3,0.283,0.066,0.128,0.051,0.381,0.175,0.132,0.184,0.198,0.034,1,1,1,0,1,0.46,0.397,0.143,2022-06-01
sa3011227-AA-BOS,Christian Koss,BOS,24,AA,161,118,0.273,0.164,0.14,0.025,0.803,0.394,0.303,0.335,0.467,0.132,5,4,3,6,1,0.352,0.509,0.139,2022-06-01
sa3011258-AA-BAL,Zach Watson,BAL,25,AA,137,54,0.358,0.117,0.196,0.102,0.554,0.268,0.175,0.263,0.292,0.071,2,4,2,2,1,0.384,0.466,0.151,2022-06-01
sa3011265-AA-HOU,Bryan Arias,HOU,25,AA,149,76,0.302,0.074,0.139,0.134,0.636,0.325,0.213,0.349,0.287,0.056,1,6,0,7,1,0.231,0.513,0.256,2022-06-01
sa3011367-AA-MIL,Taylor Floyd,MIL,24,AA,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,2022-06-01
sa3011414-AA-BAL,Andrew Daschbach,BAL,24,AA,143,95,0.413,0.17,0.182,0.168,0.675,0.265,0.17,0.336,0.339,0.214,6,1,0,0,0,0.519,0.315,0.167,2022-06-01
sa3011467-AA-BOS,Cameron Cannon,BOS,24,AA,97,58,0.175,0.057,0.115,0.093,0.553,0.257,0.207,0.289,0.264,0.0,0,5,0,3,0,0.5,0.338,0.162,2022-06-01
sa3011471-AA-CHW,Yolbert Sanchez,CHW,25,AA,67,155,0.104,0.02,0.05,0.194,0.88,0.409,0.353,0.507,0.373,0.0,0,1,0,0,0,0.233,0.442,0.326,2022-06-01
sa3011484-AA-BAL,Gunnar Henderson,BAL,21,AA,189,171,0.164,0.248,0.077,0.212,0.996,0.324,0.298,0.45,0.546,0.179,7,10,2,12,1,0.345,0.425,0.23,2022-06-01
sa3011656-AA-TBR,Kameron Misner,TBR,24,AA,147,125,0.367,0.235,0.158,0.204,0.84,0.333,0.217,0.388,0.452,0.241,7,6,0,9,3,0.483,0.317,0.2,2022-06-01
sa3011899-AA-MIL,Gabe Holt,MIL,24,AA,152,41,0.072,0.057,0.065,0.053,0.54,0.235,0.22,0.263,0.277,0.0,0,8,0,5,2,0.227,0.57,0.203,2022-06-01
sa3014434-AA-BOS,David Hamilton,BOS,24,AA,173,91,0.243,0.162,0.091,0.087,0.704,0.294,0.234,0.308,0.396,0.067,4,3,5,20,3,0.541,0.306,0.153,2022-06-01
sa3014441-AA-DET,Gage Workman,DET,22,AA,178,73,0.399,0.171,0.189,0.073,0.642,0.326,0.207,0.264,0.378,0.132,5,13,0,14,3,0.418,0.407,0.176,2022-06-01
sa3014445-AA-MIN,Edouard Julien,MIN,23,AA,99,124,0.212,0.122,0.086,0.232,0.826,0.352,0.27,0.434,0.392,0.048,1,4,1,5,0,0.382,0.345,0.273,2022-06-01
sa3014449-AA-BAL,Hudson Haskin,BAL,23,AA,165,136,0.236,0.213,0.109,0.091,0.86,0.323,0.272,0.374,0.485,0.184,7,8,0,1,2,0.396,0.438,0.167,2022-06-01
sa3014452-AA-DET,Daniel Cabrera,DET,23,AA,143,41,0.252,0.083,0.117,0.077,0.51,0.242,0.182,0.245,0.265,0.045,1,4,2,5,0,0.232,0.589,0.179,2022-06-01
sa3014454-AA-MIN,Austin Martin,MIN,23,AA,191,94,0.131,0.075,0.073,0.115,0.71,0.299,0.258,0.377,0.333,0.032,1,7,1,20,2,0.233,0.549,0.218,2022-06-01
sa3014475-AA-WSN,Drew Millas,WSN,24,AA,69,72,0.304,0.143,0.114,0.087,0.625,0.275,0.206,0.275,0.349,0.25,2,3,0,1,0,0.195,0.537,0.268,2022-06-01
sa3014496-AA-SEA,Kaden Polcovich,SEA,23,AA,166,82,0.205,0.093,0.122,0.133,0.684,0.305,0.236,0.355,0.329,0.021,1,6,2,7,0,0.453,0.34,0.208,2022-06-01
sa3014500-AA-MIL,Freddy Zamora,MIL,23,AA,100,47,0.22,0.077,0.093,0.05,0.556,0.261,0.209,0.27,0.286,0.04,1,4,0,4,0,0.368,0.485,0.147,2022-06-01
sa3014528-AA-DET,Dillon Dingler,DET,23,AA,169,106,0.331,0.154,0.159,0.077,0.747,0.378,0.255,0.337,0.409,0.16,4,9,1,0,0,0.272,0.424,0.304,2022-06-01
sa3014820-AA-CIN,Jacob Hurtubise,CIN,24,AA,51,100,0.235,0.045,0.058,0.098,0.721,0.406,0.295,0.38,0.341,0.0,0,2,0,3,0,0.25,0.656,0.094,2022-06-01
sa3014822-AA-OAK,Michael Guldberg,OAK,23,AA,73,125,0.205,0.049,0.131,0.151,0.832,0.447,0.344,0.438,0.393,0.0,0,3,0,2,2,0.404,0.34,0.255,2022-06-01
sa3014825-AA-COL,Jack Blomgren,COL,23,AA,20,189,0.25,0.294,0.174,0.1,1.068,0.455,0.353,0.421,0.647,0.167,1,2,0,0,1,0.5,0.25,0.25,2022-06-01
sa3014828-AA-OAK,Jake Suddleson,OAK,24,AA,44,82,0.295,0.108,0.187,0.114,0.692,0.333,0.243,0.341,0.351,0.111,1,1,0,0,0,0.36,0.32,0.32,2022-06-01
sa3014830-AA-CLE,Micah Pries,CLE,24,AA,141,96,0.277,0.197,0.146,0.071,0.723,0.286,0.228,0.298,0.425,0.161,5,6,2,2,0,0.352,0.432,0.216,2022-06-01
sa3014834-AA-STL,Matt Koperniak,STL,24,AA,169,71,0.178,0.105,0.108,0.071,0.671,0.283,0.257,0.31,0.362,0.132,5,1,0,6,0,0.306,0.5,0.194,2022-06-01
sa3014937-AA-KCR,Tucker Bradley,KCR,24,AA,139,129,0.137,0.218,0.098,0.086,0.912,0.34,0.315,0.38,0.532,0.128,5,6,3,7,3,0.379,0.466,0.155,2022-06-01
sa3014941-AA-SFG,Brett Auerbach,SFG,23,AA,145,100,0.29,0.184,0.123,0.138,0.724,0.263,0.216,0.324,0.4,0.2,7,2,0,3,4,0.422,0.373,0.205,2022-06-01
sa3014942-AA-WSN,Brady Lindsly,WSN,24,AA,82,118,0.329,0.169,0.18,0.098,0.79,0.395,0.268,0.354,0.437,0.154,2,4,1,0,0,0.289,0.4,0.311,2022-06-01
sa3014944-AA-CIN,Francisco Urbaez,CIN,24,AA,105,94,0.19,0.098,0.075,0.114,0.722,0.333,0.272,0.352,0.37,0.037,1,4,1,2,1,0.38,0.479,0.141,2022-06-01
sa3014948-AA-HOU,Shay Whitcomb,HOU,23,AA,179,51,0.318,0.143,0.151,0.078,0.61,0.267,0.199,0.268,0.342,0.135,5,8,0,4,0,0.359,0.456,0.184,2022-06-01
sa3015018-AA-STL,Nick Raposo,STL,24,AA,28,99,0.071,0.091,0.077,0.179,0.711,0.25,0.227,0.393,0.318,0.0,0,2,0,0,0,0.316,0.421,0.263,2022-06-01
sa3015051-AA-CHC,Matt Mervis,CHC,24,AA,49,150,0.286,0.279,0.134,0.122,0.969,0.385,0.302,0.388,0.581,0.273,3,3,0,0,0,0.379,0.345,0.276,2022-06-01
sa3015090-AA-TOR,Zac Cook,TOR,24,AA,132,119,0.432,0.223,0.192,0.083,0.767,0.325,0.184,0.359,0.408,0.231,6,5,0,3,0,0.565,0.283,0.152,2022-06-01
sa3015097-AA-CHC,Bradlee Beesley,CHC,24,AA,11,84,0.182,0.333,0.122,0.091,0.717,0.0,0.111,0.273,0.444,0.25,1,0,0,0,0,0.667,0.333,0.0,2022-06-01
sa3016810-AA-TEX,Konner Piotto,TEX,24,AA,4,168,0.25,0.0,0.167,0.0,1.0,0.667,0.5,0.5,0.5,0.0,0,0,0,0,0,0.667,0.333,0.0,2022-06-01
sa3017047-AA-MIL,Sal Frelick,MIL,22,AA,73,70,0.11,0.059,0.053,0.068,0.639,0.3,0.265,0.315,0.324,0.0,0,2,1,2,1,0.373,0.508,0.119,2022-06-01
sa3017075-AA-ATL,Luke Waddell,ATL,23,AA,187,98,0.118,0.099,0.043,0.123,0.734,0.302,0.272,0.364,0.37,0.044,2,10,0,3,2,0.326,0.493,0.181,2022-06-01
sa3017081-AA-NYM,Wyatt Young,NYM,22,AA,75,44,0.24,0.059,0.07,0.067,0.521,0.275,0.206,0.257,0.265,0.0,0,2,1,1,0,0.375,0.521,0.104,2022-06-01
sa3017154-AA-CIN,Matt McLain,CIN,22,AA,177,132,0.322,0.295,0.132,0.136,0.905,0.325,0.248,0.362,0.544,0.213,10,8,3,11,1,0.516,0.33,0.154,2022-06-01
sa3017286-AA-OAK,Zack Gelof,OAK,22,AA,183,113,0.268,0.143,0.147,0.082,0.83,0.426,0.315,0.372,0.458,0.118,4,10,1,8,2,0.293,0.431,0.276,2022-06-01
sa3017293-AA-OAK,Brett Harris,OAK,24,AA,17,190,0.059,0.333,0.018,0.059,1.171,0.385,0.4,0.438,0.733,0.2,1,2,0,0,0,0.357,0.357,0.286,2022-06-01
sa3017372-AA-MIA,Paul McIntosh,MIA,24,AA,147,126,0.224,0.218,0.133,0.109,0.858,0.322,0.266,0.374,0.484,0.2,5,10,1,8,2,0.278,0.511,0.211,2022-06-01
sa3017902-AA-MIN,Ernie Yake,MIN,24,AA,22,60,0.045,0.053,0.074,0.091,0.581,0.222,0.211,0.318,0.263,0.0,0,1,0,0,0,0.444,0.389,0.167,2022-06-01
sa3018009-AA-CLE,Seth Caddell,CLE,23,AA,26,19,0.385,0.043,0.156,0.115,0.405,0.231,0.13,0.231,0.174,0.0,0,1,0,0,0,0.231,0.385,0.385,2022-06-01
sa3018100-AA-BAL,Cesar Prieto,BAL,23,AA,26,88,0.077,0.077,0.067,0.0,0.692,0.333,0.308,0.308,0.385,0.0,0,2,0,0,0,0.208,0.542,0.25,2022-06-01
sa3018122-AA-ARI,Jordan Howard,ARI,26,AA,1,346,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,2022-06-01
sa3018209-AA-ARI,Roby Enriquez,ARI,25,AA,14,97,0.143,0.25,0.079,0.071,0.808,0.222,0.25,0.308,0.5,0.333,1,0,0,0,0,0.3,0.5,0.2,2022-06-01
sa3018218-AA-WSN,Dondrei Hubbard,WSN,27,AA,59,156,0.288,0.232,0.191,0.051,0.944,0.444,0.339,0.373,0.571,0.214,3,2,1,2,0,0.368,0.316,0.316,2022-06-01
sa597007-AA-WSN,Jecksson Flores,WSN,28,AA,118,68,0.144,0.065,0.075,0.059,0.602,0.275,0.241,0.297,0.306,0.032,1,4,0,1,3,0.344,0.456,0.2,2022-06-01
sa657706-AA-MIA,Santiago Chavez,MIA,26,AA,56,30,0.286,0.12,0.168,0.071,0.492,0.156,0.14,0.232,0.26,0.182,2,0,0,0,0,0.344,0.5,0.156,2022-06-01
sa709546-AA-MIN,Cole Sturgeon,MIN,30,AA,73,97,0.192,0.172,0.101,0.096,0.78,0.292,0.266,0.342,0.438,0.188,3,2,0,2,0,0.314,0.471,0.216,2022-06-01
sa736945-AA-NYY,Michael Beltre,NYY,26,AA,101,89,0.297,0.116,0.115,0.129,0.676,0.321,0.233,0.327,0.349,0.071,2,4,0,12,1,0.483,0.379,0.138,2022-06-01
sa737614-AA-SEA,Riley Unroe,SEA,26,AA,117,50,0.222,0.07,0.116,0.137,0.549,0.233,0.18,0.299,0.25,0.043,1,2,1,6,2,0.315,0.479,0.205,2022-06-01
sa737922-AA-CHW,Xavier Fernandez,CHW,26,AA,101,96,0.168,0.098,0.084,0.079,0.738,0.338,0.293,0.347,0.391,0.069,2,3,0,0,0,0.392,0.351,0.257,2022-06-01
sa738667-AA-LAA,Torii Hunter Jr.,LAA,27,AA,91,70,0.341,0.165,0.212,0.044,0.663,0.314,0.224,0.275,0.388,0.273,3,3,1,8,2,0.212,0.519,0.269,2022-06-01
sa738999-AA-CIN,Robbie Tenerowicz,CIN,27,AA,177,148,0.203,0.196,0.093,0.147,0.928,0.354,0.297,0.435,0.493,0.125,6,9,0,1,0,0.471,0.392,0.137,2022-06-01
sa827960-AA-DET,Luis Carpio,DET,24,AA,133,96,0.226,0.076,0.108,0.09,0.693,0.352,0.271,0.346,0.347,0.031,1,6,0,5,1,0.364,0.375,0.261,2022-06-01
sa828154-AA-MIL,Arnaldo Hernandez,MIL,26,AA,0,-100,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,2022-06-01
sa828331-AA-LAA,Jose Gomez,LAA,25,AA,128,106,0.211,0.142,0.169,0.039,0.785,0.374,0.3,0.344,0.442,0.069,2,11,0,2,4,0.322,0.456,0.222,2022-06-01
sa828422-AA-ATL,Hendrik Clementina,ATL,25,AA,139,111,0.338,0.157,0.207,0.072,0.801,0.434,0.291,0.353,0.449,0.16,4,6,1,1,0,0.316,0.38,0.304,2022-06-01
sa828696-AA-ARI,Ti'Quan Forbes,ARI,25,AA,165,81,0.218,0.16,0.148,0.055,0.722,0.297,0.253,0.309,0.413,0.114,5,7,1,2,3,0.383,0.452,0.165,2022-06-01
