Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Joe Mack","MIA","A",19,18,54,76,13,9,2,0,2,9,9,21,0,18,0,1,1,2,0,0,0.24074074,76,0.27631579,0.23684211,1.16666667,0.24074074,0.44736842,0.38888889,0.83625731,0.14814815,0.885044642857143,0.31428571,-0.1861928589642048,13.546370136220547,4.672845649201961,0.4048920634545778,152.66053703957255,0.31428571,1.36363636,0.2972973,0.40540541,0.2972973,0.09090909,0.18181818,0.43243243,0.27027027,0.2972973,0.11949686,148,170,318,"sa3017374"
"Hector Nieves","HOU","CPX",18,28,86,100,17,16,0,0,1,8,9,9,0,27,2,3,3,0,4,2,0.19767442,100,0.09,0.27,0.33333333,0.19767442,0.28,0.23255814,0.51255814,0.03488372,4.014170411035346,0.26229508,-0.16235066100489348,6.891300137628143,-6.485755388151581,0.26117736995220187,51.5158221803558,0.26229508,0.57692308,0.26785714,0.26785714,0.46428571,0.19230769,0.03846154,0.48333333,0.26666667,0.25,0.35393258,37,141,178,"sa3017375"
"Tyler Whitaker","HOU","A",19,99,372,414,67,40,15,3,9,42,48,30,0,153,9,3,3,9,13,3,0.18010753,414,0.07246377,0.36956522,0.19607843,0.18010753,0.25603865,0.30913978,0.56517843,0.12903225,6.79359822036499,0.27230047,0.3544430863112211,32.263010838296445,-21.321217260096034,0.2687858059498423,60.20990127739534,0.27230047,1.28,0.21198157,0.44239631,0.34562212,0.18666667,0.12,0.46846847,0.22972973,0.3018018,0.15441631,580,1039,1619,"sa3017376"
"Ryan Cusick","OAK","AA",22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,-100,0,,,,,,,,,,,,,,"sa3017385"
"Jack Winkler","OAK","A+",23,60,206,234,55,41,9,1,4,31,25,22,0,37,6,0,0,3,4,2,0.26699029,234,0.09401709,0.15811966,0.59459459,0.26699029,0.35470085,0.37864078,0.73334163,0.11165049,4.74986443423596,0.30909091,-0.6273640273138881,31.59523069481462,2.5366338006696076,0.34105151433211106,108.7293746835406,0.30909091,1.23809524,0.1402439,0.47560976,0.38414634,0.28571429,0.06349206,0.40588235,0.14117647,0.45294118,0.08788853,367,566,933,"sa3017393"
"Luca Tresh","KCR","A+",22,80,300,347,82,52,15,1,14,48,54,41,0,85,2,4,4,4,3,3,0.27333333,347,0.11815562,0.24495677,0.48235294,0.27333333,0.36023055,0.47,0.83023055,0.19666667,3.337797201085578,0.33170732,-1.472631805576384,55.54821340016427,12.45704621098342,0.372264775831349,128.90858387820853,0.33170732,0.84782609,0.20187793,0.36619718,0.43192488,0.20652174,0.15217391,0.50228311,0.25114155,0.24657534,0.10868031,561,856,1417,"sa3017394"
"Luca Tresh","KCR","AA",22,3,11,12,1,1,0,0,0,1,2,1,0,5,0,0,0,0,0,0,0.09090909,12,0.08333333,0.41666667,0.2,0.09090909,0.16666667,0.09090909,0.25757576,0,2.642857142857143,0.16666667,-0.010973974131047726,-0.53703670074189,-2.224926515118721,0.13908438384532928,-31.817047307686014,0.16666667,4,0.16666667,0.66666667,0.16666667,0,0,0.5,0.5,0,0.12244898,18,31,49,"sa3017394"
"Justice Thompson","CIN","A",21,9,35,39,9,8,1,0,0,3,0,4,0,17,0,0,0,0,3,1,0.25714286,39,0.1025641,0.43589744,0.23529412,0.25714286,0.33333333,0.28571429,0.61904762,0.02857143,4.465131519354857,0.5,0.11524302512407303,3.8861138071138206,-0.6674053375404536,0.30094988835163605,85.3430870423819,0.5,1.16666667,0.27777778,0.38888889,0.33333333,0.16666667,0,0.44444444,0.33333333,0.22222222,0.16233766,57,97,154,"sa3017395"
"Justice Thompson","CIN","A+",21,72,232,274,55,36,12,2,5,33,23,38,0,101,3,1,1,3,16,4,0.23706897,274,0.13868613,0.36861314,0.37623762,0.23706897,0.35036496,0.37068966,0.72105462,0.13362069,6.964406099792438,0.39370079,0.8362447815015912,35.94842932541594,1.9225509109042498,0.33628873189870456,105.65026092047725,0.39370079,1.3255814,0.21875,0.4453125,0.3359375,0.11627907,0.11627907,0.42748092,0.26717557,0.30534351,0.1624892,470,687,1157,"sa3017395"
"Jose Torres","CIN","A+",22,85,314,344,73,51,9,2,11,38,35,21,1,85,3,5,5,5,25,3,0.23248408,344,0.06104651,0.24709302,0.24705882,0.23248408,0.28279883,0.37898089,0.66177972,0.14649681,7.05857065611404,0.27802691,3.096391687169671,34.146632474055785,-8.571988601097567,0.29651048831772386,79.93383591193832,0.27802691,0.81632653,0.21238938,0.3539823,0.43362832,0.35714286,0.1122449,0.44444444,0.25641026,0.2991453,0.14806202,437,853,1290,"sa3017396"
"Brenden Dixon","PIT","A",21,74,243,293,50,32,10,2,6,39,29,45,1,91,4,1,1,7,6,1,0.20576132,293,0.15358362,0.3105802,0.49450549,0.20576132,0.33788396,0.33744856,0.67533252,0.13168724,6.101868757954543,0.29931973,0.2932058870792389,34.5054032899905,0.29563125451095495,0.3249153731620475,100.86417195123178,0.29931973,1.18181818,0.19463087,0.43624161,0.36912752,0.2,0.10909091,0.49668874,0.25165563,0.25165563,0.10248199,525,724,1249,"sa3017397"
"Nathan Hickey","BOS","A",22,41,140,182,38,19,12,0,7,31,39,39,1,39,1,2,2,3,0,1,0.27142857,182,0.21428571,0.21428571,1,0.27142857,0.42857143,0.50714286,0.93571429,0.23571429,1.9868086667070166,0.32291667,-1.099714856594801,37.519554208804855,13.963202725936666,0.43068423060422445,159.2757445315403,0.32291667,1.46153846,0.35353535,0.38383838,0.26262626,0.23076923,0.26923077,0.39805825,0.21359223,0.38834951,0.07416564,377,432,809,"sa3017398"
"Nathan Hickey","BOS","A+",22,17,56,71,14,7,5,0,2,7,9,13,0,17,1,1,1,1,0,0,0.25,71,0.18309859,0.23943662,0.76470588,0.25,0.3943662,0.44642857,0.84079477,0.19642857,0.767857142857143,0.31578947,-0.14567976677790284,12.195369954832053,2.87734192205236,0.3842441112222806,130.87930098439517,0.31578947,0.63157895,0.225,0.3,0.475,0.10526316,0.10526316,0.35,0.25,0.4,0.12222222,110,160,270,"sa3017398"
"Mariano Ricciardi","OAK","A",24,52,158,186,38,32,5,0,1,23,11,26,0,40,0,1,1,5,2,5,0.24050633,186,0.13978495,0.21505376,0.65,0.24050633,0.34594595,0.29113924,0.63708519,0.05063291,2.7982688540774276,0.31355932,-2.5006300639361143,21.106344308847977,-5.930567268138337,0.3165049933098458,78.06492338723181,0.31355932,3.43478261,0.12068966,0.68103448,0.19827586,0.13043478,0.04347826,0.24166667,0.20833333,0.55,0.0902965,289,453,742,"sa3017399"
"Liam Hicks","TEX","CPX",23,13,46,57,22,17,3,1,1,10,11,7,0,6,3,1,1,0,0,0,0.47826087,57,0.12280702,0.10526316,1.16666667,0.47826087,0.56140351,0.65217391,1.21357742,0.17391304,4.026785705357143,0.525,-0.08029438694939017,17.770331569276614,9.93063918527202,0.5513941258714911,226.67128630625365,0.525,1.15384615,0.31707317,0.36585366,0.31707317,0,0.07692308,0.3902439,0.41463415,0.19512195,0.12765957,33,61,94,"sa3017400"
"Liam Hicks","TEX","A",23,18,55,72,13,7,4,0,2,8,13,14,0,8,0,3,3,1,2,0,0.23636364,72,0.19444444,0.11111111,1.75,0.23636364,0.375,0.41818182,0.79318182,0.18181818,4.132096361649618,0.22916667,0.16710169054567814,11.39550485291803,2.07650866189325,0.3702280529671245,122.28253579385682,0.22916667,0.72727273,0.2244898,0.32653061,0.44897959,0.36363636,0.09090909,0.47058824,0.1372549,0.39215686,0.06920415,125,164,289,"sa3017400"
"Mike Jarvis","PIT","A+",24,12,40,44,7,3,1,0,3,8,10,4,0,10,0,0,0,0,2,0,0.175,44,0.09090909,0.22727273,0.4,0.175,0.25,0.425,0.675,0.25,6.825454512825722,0.14814815,0.35144008370116353,4.381772384023291,-1.3927801996711673,0.2971607500856573,75.88072531188052,0.14814815,0.375,0.21428571,0.21428571,0.57142857,0.5,0.1875,0.56666667,0.23333333,0.2,0.10215054,62,124,186,"sa3017401"
"Mike Jarvis","PIT","AAA",24,8,25,28,3,2,1,0,0,5,1,3,0,9,0,0,0,0,0,0,0.12,28,0.10714286,0.32142857,0.33333333,0.12,0.21428571,0.16,0.37428571,0.04,2.642857142857143,0.1875,-0.035377407912164927,0.17494663072259692,-3.4418601148065777,0.18744968942233495,4.8370466832061965,0.1875,0.77777778,0,0.4375,0.5625,0,0,0.625,0.125,0.25,0.11607143,41,71,112,"sa3017401"
"Mike Jarvis","PIT","A",24,58,182,200,42,27,9,3,3,21,18,14,0,42,4,0,0,2,12,4,0.23076923,200,0.07,0.21,0.33333333,0.23076923,0.3,0.36263736,0.66263736,0.13186813,7.5241497872505025,0.28467153,0.4795913863927126,21.386417584856527,-1.9649626441397512,0.31058814615011215,91.58523982364099,0.28467153,1.31111111,0.24087591,0.43065693,0.32846715,0.35555556,0.06666667,0.45,0.24285714,0.30714286,0.10266667,272,478,750,"sa3017401"
"Jack-Thomas Wold","NYM","A",22,61,227,248,46,27,12,1,6,29,29,19,0,50,2,0,0,4,2,1,0.20264317,248,0.0766129,0.2016129,0.38,0.20264317,0.27016129,0.34361233,0.61377362,0.14096916,4.472370035287708,0.23391813,-0.30818840861320496,22.254358881088173,-6.701352602867213,0.2878461561856731,76.85654311557673,0.23391813,1.46551724,0.1734104,0.49132948,0.33526012,0.22413793,0.10344828,0.46067416,0.20224719,0.33707865,0.14971429,317,558,875,"sa3017402"
"Jay Allen II","CIN","A",19,71,236,293,52,35,13,2,2,46,19,39,0,72,12,2,2,1,31,6,0.22033898,293,0.1331058,0.24573379,0.54166667,0.22033898,0.35640138,0.31779661,0.67419799,0.09745763,8.481010672525086,0.30487805,3.204568188637495,35.680687985510296,1.470915950030748,0.33022002695341013,104.29969526983471,0.30487805,1.42307692,0.20754717,0.46540881,0.32704403,0.17307692,0.03846154,0.39411765,0.28235294,0.32352941,0.13431542,459,695,1154,"sa3017403"
"Ryan Cepero","KCR","CPX",19,17,46,49,6,4,1,0,1,5,2,3,0,23,0,0,0,0,0,0,0.13043478,49,0.06122449,0.46938776,0.13043478,0.13043478,0.18367347,0.2173913,0.40106477,0.08695652,2.642857142857143,0.22727273,-0.02081706328317523,0.8482981224453088,-5.891086558541096,0.19242990625147915,12.587174684338517,0.22727273,0.58333333,0.13636364,0.31818182,0.54545455,0.41666667,0.08333333,0.39130435,0.2173913,0.39130435,0.3963964,17,94,111,"sa3017404"
"Brennon McNair","KCR","CPX",19,36,133,157,35,21,5,4,5,27,18,17,0,45,5,2,2,1,7,3,0.26315789,157,0.10828025,0.2866242,0.37777778,0.26315789,0.36305732,0.47368421,0.83674153,0.21052632,7.922536118894611,0.35294118,-0.18044001748785377,27.260329499559063,5.666790827827117,0.3830016016200849,126.24299293401826,0.35294118,0.78571429,0.15730337,0.37078652,0.47191011,0.28571429,0.11904762,0.43333333,0.22222222,0.34444444,0.27160494,90,234,324,"sa3017405"
"Cameron Butler","CHW","CPX",19,39,133,157,27,20,4,1,2,24,11,23,0,66,1,0,0,2,10,2,0.20300752,157,0.14649682,0.42038217,0.34848485,0.20300752,0.32484076,0.29323308,0.61807384,0.09022556,7.774926311002471,0.38461538,0.9007740560919046,17.47312153619128,-4.120417135540673,0.30700367878956397,80.91828672372863,0.38461538,1.94444444,0.15873016,0.55555556,0.28571429,0.22222222,0.11111111,0.40298507,0.1641791,0.43283582,0.30978261,100,268,368,"sa3017406"
"Austin Callahan","CIN","A",21,35,110,125,36,20,11,0,5,17,17,13,0,27,1,1,1,3,2,2,0.32727273,125,0.104,0.216,0.48148148,0.32727273,0.4,0.56363636,0.96363636,0.23636363,2.7275374181009484,0.39240506,-0.6315782479941845,25.217281315995812,10.622668672873141,0.435965226650238,172.7848620078231,0.39240506,1.16666667,0.20731707,0.42682927,0.36585366,0.06666667,0.16666667,0.36904762,0.32142857,0.30952381,0.14252336,146,282,428,"sa3017407"
"Jayson Gonzalez","CHW","CPX",23,17,50,60,12,9,2,1,0,10,3,9,0,22,1,0,0,0,0,0,0.24,60,0.15,0.36666667,0.40909091,0.24,0.36666667,0.32,0.68666667,0.08,4.994047642857143,0.42857143,-0.056503457482904196,8.321678634664446,0.06937086202803204,0.34040833512942,100.84062378596757,0.42857143,2.85714286,0.03571429,0.71428571,0.25,0,0,0.5,0.25,0.25,0.37681159,41,97,138,"sa3017425"
"Denzel Clarke","OAK","A+",22,31,118,134,25,12,7,0,6,19,15,15,0,49,0,1,1,1,6,1,0.21186441,134,0.1119403,0.36567164,0.30612245,0.21186441,0.29850746,0.42372881,0.72223627,0.2118644,5.477699780487271,0.296875,0.5466835079714656,16.26358378137768,-0.3768093118506612,0.3240462710608297,97.73557445584625,0.296875,0.82758621,0.20895522,0.35820896,0.43283582,0.17241379,0.20689655,0.54285714,0.2,0.25714286,0.14113597,211,370,581,"sa3017426"
"Denzel Clarke","OAK","A",22,42,156,193,46,23,14,2,7,37,26,28,0,56,7,2,2,2,14,2,0.29487179,193,0.14507772,0.29015544,0.5,0.29487179,0.41968912,0.54487179,0.96456091,0.25,8.523533159361058,0.41052632,1.4495135117322206,41.62215317817355,13.567723423558716,0.4336372583023625,148.36214295650362,0.41052632,0.85,0.2371134,0.35051546,0.41237113,0.2,0.175,0.41176471,0.28431373,0.30392157,0.12946979,325,486,811,"sa3017426"
"Alan Romero","CLE","A+",20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.142857142857143,0,0,-0.13878414861162286,-0.2629661866207896,0,-100,0,0,0,0,1,0,0,0,0,1,0.33333333,1,2,3,"sa3017427"
"Alan Romero","CLE","CPX",20,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0.66666667,0,0,0,0,0,0,0.142857142857143,0,0,-0.42159748681451414,-0.8342128754463348,0,-100,0,1,0,1,0,0,0,0,1,0,0.375,1,7,8,"sa3017427"
"Alan Romero","CLE","DSL",20,2,8,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.125,8,0,0.375,0,0.125,0.125,0.125,0.25,0,0.142857142857143,0.2,0.00044675215031020343,-0.36904364161444314,-1.5137563281531394,0.12327729165554047,-32.23897541752,0.2,1,0.2,0.4,0.4,0,0,0.8,0.2,0,0.53333333,1,14,15,"sa3017427"
"Bubba Chandler","PIT","CPX",19,14,26,36,6,2,0,1,3,8,9,9,0,6,1,0,0,0,1,0,0.23076923,36,0.25,0.16666667,1.5,0.23076923,0.44444444,0.65384615,1.09829059,0.42307692,7.710922490334552,0.17647059,0.19136755215004086,9.042750118090794,4.227010128810093,0.4915555980470445,187.7748827432325,0.17647059,0.8,0.05263158,0.42105263,0.52631579,0,0.3,0.65,0.15,0.2,0.15555556,47,43,90,"sa3017428"
"Bubba Chandler","PIT","A",19,19,49,56,11,7,3,1,0,6,7,6,0,21,0,1,1,3,2,0,0.2244898,56,0.10714286,0.375,0.28571429,0.2244898,0.30357143,0.32653061,0.63010204,0.10204081,7.778194338752293,0.37931034,0.3193164337426424,5.400678769556322,-1.1377076945626363,0.29671372579676764,82.59956488032493,0.37931034,1.3,0.20689655,0.44827586,0.34482759,0.4,0,0.34482759,0.27586207,0.37931034,0.20087336,91,138,229,"sa3017428"
"Jordan Viars","PHI","CPX",18,38,135,158,32,23,6,1,2,26,17,15,0,35,5,3,3,2,4,0,0.23703704,158,0.09493671,0.22151899,0.42857143,0.23703704,0.32911392,0.34074074,0.66985466,0.1037037,7.007412403024883,0.2970297,0.7690670631127432,19.213318297102127,-1.9224294336298393,0.3277730428719822,90.90436989444868,0.2970297,0.675,0.27956989,0.29032258,0.43010753,0.35,0.05,0.36082474,0.24742268,0.39175258,0.20943953,108,231,339,"sa3017429"
"Anthony Quirion","PHI","A+",24,6,17,20,2,2,0,0,0,0,0,1,0,6,2,0,0,0,0,1,0.11764706,20,0.05,0.3,0.16666667,0.11764706,0.25,0.11764706,0.36764706,0,2.0619652460748235,0.18181818,-0.49465386802330613,0.47782949051018875,-2.1469671384418376,0.20583756864070893,18.2044385930565,0.18181818,1,0.09090909,0.45454545,0.45454545,0.6,0,0.45454545,0.27272727,0.27272727,0.08641975,28,53,81,"sa3017477"
"Anthony Quirion","PHI","CPX",24,6,22,24,5,5,0,0,0,1,1,1,0,6,1,0,0,0,0,0,0.22727273,24,0.04166667,0.25,0.16666667,0.22727273,0.29166667,0.22727273,0.5189394,0,0.559523830357143,0.3125,-0.005035596317611635,1.76261269882152,-1.4478806273656137,0.26690185566743213,54.901615413567775,0.3125,0.83333333,0.08333333,0.41666667,0.5,0,0,0.53846154,0.30769231,0.15384615,0.35135135,7,30,37,"sa3017477"
"Anthony Quirion","PHI","A",24,33,113,137,25,15,4,0,6,13,16,14,0,43,10,0,0,0,3,1,0.22123894,137,0.10218978,0.31386861,0.3255814,0.22123894,0.35766423,0.4159292,0.77359343,0.19469026,3.318310920202406,0.296875,-0.05233054794371128,20.48722217313982,4.491526716277369,0.3669376186210744,128.07959634134207,0.296875,0.66666667,0.15384615,0.33846154,0.50769231,0.3030303,0.18181818,0.50746269,0.2238806,0.26865672,0.10889292,216,335,551,"sa3017477"
"Jackson Glenn","PIT","A+",24,68,234,265,52,33,13,2,4,30,25,27,0,68,2,2,2,1,8,0,0.22222222,265,0.10188679,0.25660377,0.39705882,0.22222222,0.30566038,0.34615385,0.65181423,0.12393163,6.549374319957504,0.29268293,1.169897855259478,27.36534290337278,-7.413212430241569,0.3016002243419863,78.6845302827271,0.29268293,1.25454545,0.24848485,0.41818182,0.33333333,0.23636364,0.07272727,0.39880952,0.25,0.35119048,0.11581921,396,666,1062,"sa3017478"
"Luis Freitez","OAK","CPX",19,28,73,81,17,14,3,0,0,8,6,8,0,27,0,0,0,2,1,0,0.23287671,81,0.09876543,0.33333333,0.2962963,0.23287671,0.30864198,0.2739726,0.58261458,0.04109589,3.748256319086167,0.36956522,0.1345749469473958,7.7184909912194515,-3.422124501839707,0.2874933554802412,69.28244670169468,0.36956522,1.22222222,0.11111111,0.48888889,0.4,0.16666667,0,0.47826087,0.2173913,0.30434783,0.34782609,34,127,161,"sa3017479"
"Carlos Colmenarez","TBR","CPX",18,30,112,135,28,18,6,3,1,31,18,13,0,39,9,1,1,1,12,1,0.25,135,0.0962963,0.28888889,0.33333333,0.25,0.37037037,0.38392857,0.75429894,0.13392857,9.660970846719867,0.36986301,1.899761370383203,20.874868709773153,2.8158437499705258,0.36951408562836824,115.59244619373573,0.36986301,1.84210526,0.20588235,0.51470588,0.27941176,0.05263158,0.05263158,0.39189189,0.22972973,0.37837838,0.34469697,71,193,264,"sa3017480"
"Jakey Josepha","ARI","DSL",18,2,9,11,2,1,1,0,0,0,3,1,0,1,0,1,1,0,0,0,0.22222222,11,0.09090909,0.09090909,1,0.22222222,0.27272727,0.33333333,0.6060606,0.11111111,0.142857142857143,0.22222222,0.0008935043006204069,0.9399234362884229,-0.6340565077022845,0.28518940101970325,59.716354066451316,0.22222222,0.16666667,0.22222222,0.11111111,0.66666667,0.16666667,0,0.11111111,0.33333333,0.55555556,0.17647059,5,12,17,"sa3017481"
"Jakey Josepha","ARI","DSL",18,38,109,130,31,26,4,1,0,14,22,17,0,28,1,2,2,2,7,0,0.28440367,130,0.13076923,0.21538462,0.60714286,0.28440367,0.37984496,0.33944954,0.7192945,0.05504587,6.630086460102564,0.37349398,1.4196571154752746,19.55228598701201,0.9507048307581943,0.36511868608090303,105.11088182650843,0.37349398,1.45833333,0.2027027,0.47297297,0.32432432,0.20833333,0,0.35,0.2375,0.4125,0.29338843,85,157,242,"sa3017481"
"Casey Opitz","CHC","A+",23,21,71,87,14,9,4,0,1,9,5,15,0,30,0,0,0,1,0,0,0.1971831,87,0.17241379,0.34482759,0.5,0.1971831,0.3372093,0.29577465,0.63298395,0.09859155,1.303571455357143,0.325,-0.19316963106393814,9.387494695586057,-1.4163426112114483,0.30727088312770046,86.89037449388172,0.325,0.8125,0.29268293,0.31707317,0.3902439,0.1875,0.0625,0.3902439,0.36585366,0.24390244,0.0984456,168,218,386,"sa3017509"
"Tucker Mitchell","TEX","CPX",21,6,19,21,4,3,0,0,1,2,3,1,0,8,1,0,0,0,0,0,0.21052632,21,0.04761905,0.38095238,0.125,0.21052632,0.28571429,0.36842105,0.65413534,0.15789473,1.080357142857143,0.3,-0.014869330916553736,2.3302132781491034,-0.5580944422736412,0.3065998724528721,80.67745904193491,0.3,1.66666667,0.27272727,0.45454545,0.27272727,0,0.33333333,0.54545455,0.27272727,0.18181818,0.35555556,9,36,45,"sa3017511"
"Tucker Mitchell","TEX","A",21,31,99,118,18,11,3,1,3,10,15,13,0,38,6,0,0,3,5,1,0.18181818,118,0.11016949,0.3220339,0.34210526,0.18181818,0.31355932,0.32323232,0.63679164,0.14141414,6.512188523533797,0.25862069,0.21081624552607536,13.248419301374495,-2.0243800116938946,0.3121511259321439,86.74519339777021,0.25862069,1.17391304,0.15254237,0.45762712,0.38983051,0.26086957,0.13043478,0.57377049,0.24590164,0.18032787,0.15164835,165,290,455,"sa3017511"
"Noah Miller","MIN","A",19,89,320,385,71,55,11,3,2,48,19,59,0,90,3,3,3,2,19,7,0.221875,385,0.15324675,0.23376623,0.65555556,0.221875,0.34545455,0.29375,0.63920455,0.071875,6.507955309616244,0.2987013,0.20188902504742146,42.172447112362185,-2.7789598284556454,0.31403544227798263,93.81785795467009,0.2987013,1.1375,0.23318386,0.40807175,0.35874439,0.0875,0.025,0.39912281,0.19736842,0.40350877,0.08983607,624,901,1525,"sa3017512"
"Kahlil Watson","MIA","CPX",19,5,11,18,3,0,2,0,1,4,3,5,0,5,1,1,1,0,0,0,0.27272727,18,0.27777778,0.27777778,1,0.27272727,0.5,0.72727273,1.22727273,0.45454546,2.196428580357143,0.33333333,-0.004316225415095687,5.005223195746134,2.5973532011057836,0.5255300203959147,207.86932877967672,0.33333333,0.33333333,0.42857143,0.14285714,0.42857143,0,0.33333333,0.42857143,0.14285714,0.42857143,0.27659574,23,24,47,"sa3017513"
"Kahlil Watson","MIA","A",19,66,254,280,55,35,12,0,8,38,39,20,0,108,3,3,3,3,14,0,0.21653543,280,0.07142857,0.38571429,0.18518519,0.21653543,0.27857143,0.35826772,0.63683915,0.14173229,6.434841817352064,0.33333333,2.440027181059122,26.961023192481523,-5.7309091281132645,0.296513606607914,82.46995903480753,0.33333333,1.44186047,0.28082192,0.42465753,0.29452055,0.13953488,0.18604651,0.37583893,0.31543624,0.30872483,0.18823529,371,734,1105,"sa3017513"
"Steven Williams","WSN","A",23,48,166,201,41,32,7,0,2,24,22,32,1,40,2,1,1,4,2,0,0.24698795,201,0.15920398,0.19900498,0.8,0.24698795,0.37313433,0.3253012,0.69843553,0.07831325,3.400962725905545,0.312,-0.3208757322281599,27.519710274388586,1.5041792411110728,0.3432617971301079,105.78185099964716,0.312,1.13333333,0.2195122,0.41463415,0.36585366,0.13333333,0.04444444,0.4488189,0.30708661,0.24409449,0.092723,367,485,852,"sa3017553"
"Darren Baker","WSN","A+",23,62,245,273,67,49,15,1,2,43,25,22,0,51,1,2,2,2,10,2,0.27346939,273,0.08058608,0.18681319,0.43137255,0.27346939,0.33333333,0.36734694,0.70068027,0.09387755,6.280843614111923,0.33505155,0.5805901251733303,32.993267733416616,-2.835206251778546,0.32282091975212096,92.08672338947483,0.33505155,2.88888889,0.26701571,0.54450262,0.18848168,0.13888889,0.05555556,0.29145729,0.19095477,0.51758794,0.07108549,387,654,1041,"sa3017554"
"Darren Baker","WSN","AA",23,18,73,81,17,16,0,0,1,8,3,7,0,10,0,0,0,0,3,0,0.23287671,81,0.08641975,0.12345679,0.7,0.23287671,0.3,0.2739726,0.5739726,0.04109589,4.88261171396943,0.25806452,0.44126903684809804,6.276760320784815,-3.8610446791627333,0.26802274137735366,61.91439193017907,0.25806452,1.68421053,0.19047619,0.50793651,0.3015873,0.15789474,0.05263158,0.30645161,0.19354839,0.5,0.05144695,115,196,311,"sa3017554"
"Will Frizzell","WSN","A",23,13,57,61,21,13,4,0,4,10,14,4,0,18,0,0,0,0,0,0,0.36842105,61,0.06557377,0.29508197,0.22222222,0.36842105,0.40983607,0.64912281,1.05895888,0.28070176,1.303571455357143,0.48571429,-0.1885367315262556,14.758203600153498,6.862942938313061,0.4758697894753003,186.92484304518527,0.48571429,0.63157895,0.20512821,0.30769231,0.48717949,0.21052632,0.21052632,0.23076923,0.43589744,0.33333333,0.12444444,83,142,225,"sa3017555"
